TIME,ADDRESS,SNOOP_TYPE,TAG,INDEX,MATCH_FOUND,WAY,WAS_DIRTY,WAS_VALID
42540764000,0000000000097780,d,0000000000012e,30,0,,,
42541026000,0000000000097780,d,0000000000012e,30,0,,,
42566885000,0000000000097780,d,0000000000012e,30,0,,,
42567147000,0000000000097780,d,0000000000012e,30,0,,,
42601151000,0000000000097780,d,0000000000012e,30,0,,,
42601413000,0000000000097780,d,0000000000012e,30,0,,,
42642584000,0000000000097780,d,0000000000012e,30,0,,,
42642951000,0000000000097780,d,0000000000012e,30,0,,,
42683462000,0000000000097780,d,0000000000012e,30,0,,,
42683724000,0000000000097780,d,0000000000012e,30,0,,,
42724802000,0000000000097780,d,0000000000012e,30,0,,,
42725064000,0000000000097780,d,0000000000012e,30,0,,,
42758813000,0000000000097780,d,0000000000012e,30,0,,,
42759075000,0000000000097780,d,0000000000012e,30,0,,,
42793058000,0000000000097780,d,0000000000012e,30,0,,,
42793320000,0000000000097780,d,0000000000012e,30,0,,,
42826979000,0000000000097780,d,0000000000012e,30,0,,,
42827241000,0000000000097780,d,0000000000012e,30,0,,,
42860156000,0000000000097780,d,0000000000012e,30,0,,,
42860418000,0000000000097780,d,0000000000012e,30,0,,,
42893810000,0000000000097780,d,0000000000012e,30,0,,,
42894072000,0000000000097780,d,0000000000012e,30,0,,,
42928490000,0000000000097780,d,0000000000012e,30,0,,,
42928752000,0000000000097780,d,0000000000012e,30,0,,,
42961625000,0000000000097780,d,0000000000012e,30,0,,,
42961887000,0000000000097780,d,0000000000012e,30,0,,,
42995531000,0000000000097780,d,0000000000012e,30,0,,,
42995793000,0000000000097780,d,0000000000012e,30,0,,,
43037000000,0000000000097780,d,0000000000012e,30,0,,,
43037262000,0000000000097780,d,0000000000012e,30,0,,,
43078505000,0000000000097780,d,0000000000012e,30,0,,,
43078767000,0000000000097780,d,0000000000012e,30,0,,,
43119608000,0000000000097780,d,0000000000012e,30,0,,,
43119870000,0000000000097780,d,0000000000012e,30,0,,,
43160981000,0000000000097780,d,0000000000012e,30,0,,,
43161243000,0000000000097780,d,0000000000012e,30,0,,,
43202162000,0000000000097780,d,0000000000012e,30,0,,,
43202424000,0000000000097780,d,0000000000012e,30,0,,,
43250900000,0000000000097780,d,0000000000012e,30,0,,,
43251243000,0000000000097780,d,0000000000012e,30,0,,,
43307303000,0000000000097780,d,0000000000012e,30,0,,,
43307565000,0000000000097780,d,0000000000012e,30,0,,,
43378178000,0000000000097780,d,0000000000012e,30,0,,,
43378440000,0000000000097780,d,0000000000012e,30,0,,,
43574477000,0000000000097780,d,0000000000012e,30,0,,,
43574739000,0000000000097780,d,0000000000012e,30,0,,,
43759454000,0000000000097780,d,0000000000012e,30,0,,,
43759716000,0000000000097780,d,0000000000012e,30,0,,,
43959149000,0000000000097780,d,0000000000012e,30,0,,,
43959411000,0000000000097780,d,0000000000012e,30,0,,,
44121674000,0000000000097780,d,0000000000012e,30,0,,,
44121936000,0000000000097780,d,0000000000012e,30,0,,,
44322575000,0000000000097780,d,0000000000012e,30,0,,,
44322837000,0000000000097780,d,0000000000012e,30,0,,,
44521898000,0000000000097780,d,0000000000012e,30,0,,,
44522160000,0000000000097780,d,0000000000012e,30,0,,,
44714924000,0000000000097780,d,0000000000012e,30,0,,,
44715186000,0000000000097780,d,0000000000012e,30,0,,,
44908880000,0000000000097780,d,0000000000012e,30,0,,,
44909193000,0000000000097780,d,0000000000012e,30,0,,,
45102350000,0000000000097780,d,0000000000012e,30,0,,,
45102663000,0000000000097780,d,0000000000012e,30,0,,,
45295580000,0000000000097780,d,0000000000012e,30,0,,,
45295893000,0000000000097780,d,0000000000012e,30,0,,,
45487925000,0000000000097780,d,0000000000012e,30,0,,,
45488238000,0000000000097780,d,0000000000012e,30,0,,,
45678674000,0000000000097780,d,0000000000012e,30,0,,,
45678987000,0000000000097780,d,0000000000012e,30,0,,,
45869063000,0000000000097780,d,0000000000012e,30,0,,,
45869376000,0000000000097780,d,0000000000012e,30,0,,,
46060472000,0000000000097780,d,0000000000012e,30,0,,,
46060785000,0000000000097780,d,0000000000012e,30,0,,,
46254998000,0000000000097780,d,0000000000012e,30,0,,,
46255311000,0000000000097780,d,0000000000012e,30,0,,,
46449386000,0000000000097780,d,0000000000012e,30,0,,,
46449699000,0000000000097780,d,0000000000012e,30,0,,,
46648256000,0000000000097780,d,0000000000012e,30,0,,,
46648569000,0000000000097780,d,0000000000012e,30,0,,,
46849319000,0000000000097780,d,0000000000012e,30,0,,,
46849632000,0000000000097780,d,0000000000012e,30,0,,,
47045012000,0000000000097780,d,0000000000012e,30,0,,,
47045325000,0000000000097780,d,0000000000012e,30,0,,,
47234117000,0000000000097780,d,0000000000012e,30,0,,,
47234430000,0000000000097780,d,0000000000012e,30,0,,,
47424206000,0000000000097780,d,0000000000012e,30,0,,,
47424519000,0000000000097780,d,0000000000012e,30,0,,,
47614589000,0000000000097780,d,0000000000012e,30,0,,,
47614902000,0000000000097780,d,0000000000012e,30,0,,,
47808806000,0000000000097780,d,0000000000012e,30,0,,,
47809119000,0000000000097780,d,0000000000012e,30,0,,,
48006308000,0000000000097780,d,0000000000012e,30,0,,,
48006621000,0000000000097780,d,0000000000012e,30,0,,,
48205817000,0000000000097780,d,0000000000012e,30,0,,,
48206130000,0000000000097780,d,0000000000012e,30,0,,,
48404972000,0000000000097780,d,0000000000012e,30,0,,,
48405285000,0000000000097780,d,0000000000012e,30,0,,,
48605939000,0000000000097780,d,0000000000012e,30,0,,,
48606252000,0000000000097780,d,0000000000012e,30,0,,,
48804839000,0000000000097780,d,0000000000012e,30,0,,,
48805152000,0000000000097780,d,0000000000012e,30,0,,,
49003529000,0000000000097780,d,0000000000012e,30,0,,,
49003842000,0000000000097780,d,0000000000012e,30,0,,,
49204100000,0000000000097780,d,0000000000012e,30,0,,,
49204413000,0000000000097780,d,0000000000012e,30,0,,,
49405730000,0000000000097780,d,0000000000012e,30,0,,,
49406043000,0000000000097780,d,0000000000012e,30,0,,,
49606343000,0000000000097780,d,0000000000012e,30,0,,,
49606656000,0000000000097780,d,0000000000012e,30,0,,,
49810052000,0000000000097780,d,0000000000012e,30,0,,,
49810365000,0000000000097780,d,0000000000012e,30,0,,,
49932899000,0000000000097780,d,0000000000012e,30,0,,,
49933212000,0000000000097780,d,0000000000012e,30,0,,,
50011181000,0000000000097780,d,0000000000012e,30,0,,,
50011494000,0000000000097780,d,0000000000012e,30,0,,,
50074376000,0000000000097780,d,0000000000012e,30,0,,,
50074689000,0000000000097780,d,0000000000012e,30,0,,,
50121596000,0000000000097780,d,0000000000012e,30,0,,,
50121909000,0000000000097780,d,0000000000012e,30,0,,,
50161997000,0000000000097780,d,0000000000012e,30,0,,,
50162310000,0000000000097780,d,0000000000012e,30,0,,,
50201888000,0000000000097780,d,0000000000012e,30,0,,,
50202201000,0000000000097780,d,0000000000012e,30,0,,,
50234639000,0000000000097780,d,0000000000012e,30,0,,,
50234952000,0000000000097780,d,0000000000012e,30,0,,,
50268014000,0000000000097780,d,0000000000012e,30,0,,,
50268327000,0000000000097780,d,0000000000012e,30,0,,,
50293988000,0000000000097780,d,0000000000012e,30,0,,,
50294301000,0000000000097780,d,0000000000012e,30,0,,,
50320262000,0000000000097780,d,0000000000012e,30,0,,,
50320575000,0000000000097780,d,0000000000012e,30,0,,,
50339333000,0000000000097780,d,0000000000012e,30,0,,,
50339646000,0000000000097780,d,0000000000012e,30,0,,,
50358740000,0000000000097780,d,0000000000012e,30,0,,,
50359053000,0000000000097780,d,0000000000012e,30,0,,,
50377829000,0000000000097780,d,0000000000012e,30,0,,,
50378142000,0000000000097780,d,0000000000012e,30,0,,,
50396606000,0000000000097780,d,0000000000012e,30,0,,,
50396919000,0000000000097780,d,0000000000012e,30,0,,,
50414906000,0000000000097780,d,0000000000012e,30,0,,,
50415219000,0000000000097780,d,0000000000012e,30,0,,,
50433266000,0000000000097780,d,0000000000012e,30,0,,,
50433579000,0000000000097780,d,0000000000012e,30,0,,,
50451920000,0000000000097780,d,0000000000012e,30,0,,,
50452233000,0000000000097780,d,0000000000012e,30,0,,,
50470484000,0000000000097780,d,0000000000012e,30,0,,,
50470797000,0000000000097780,d,0000000000012e,30,0,,,
50488304000,0000000000097780,d,0000000000012e,30,0,,,
50488617000,0000000000097780,d,0000000000012e,30,0,,,
50506376000,0000000000097780,d,0000000000012e,30,0,,,
50506689000,0000000000097780,d,0000000000012e,30,0,,,
50516717000,0000000000097780,d,0000000000012e,30,0,,,
50516979000,0000000000097780,d,0000000000012e,30,0,,,
50527022000,0000000000097780,d,0000000000012e,30,0,,,
50527284000,0000000000097780,d,0000000000012e,30,0,,,
50537420000,0000000000097780,d,0000000000012e,30,0,,,
50537682000,0000000000097780,d,0000000000012e,30,0,,,
50539025000,0000000000097780,d,0000000000012e,30,0,,,
50539775000,0000000000097780,d,0000000000012e,30,0,,,
50544773000,0000000000097780,d,0000000000012e,30,0,,,
50545086000,0000000000097780,d,0000000000012e,30,0,,,
50548499000,0000000000097780,d,0000000000012e,30,0,,,
50548761000,0000000000097780,d,0000000000012e,30,0,,,
50559386000,0000000000097780,d,0000000000012e,30,0,,,
50559798000,0000000000097780,d,0000000000012e,30,0,,,
50578070000,0000000000097780,d,0000000000012e,30,0,,,
50578383000,0000000000097780,d,0000000000012e,30,0,,,
50596712000,0000000000097780,d,0000000000012e,30,0,,,
50597025000,0000000000097780,d,0000000000012e,30,0,,,
50614961000,0000000000097780,d,0000000000012e,30,0,,,
50615274000,0000000000097780,d,0000000000012e,30,0,,,
50633240000,0000000000097780,d,0000000000012e,30,0,,,
50633553000,0000000000097780,d,0000000000012e,30,0,,,
50651483000,0000000000097780,d,0000000000012e,30,0,,,
50651796000,0000000000097780,d,0000000000012e,30,0,,,
50670197000,0000000000097780,d,0000000000012e,30,0,,,
50670510000,0000000000097780,d,0000000000012e,30,0,,,
50689079000,0000000000097780,d,0000000000012e,30,0,,,
50689392000,0000000000097780,d,0000000000012e,30,0,,,
50707607000,0000000000097780,d,0000000000012e,30,0,,,
50708019000,0000000000097780,d,0000000000012e,30,0,,,
50726207000,0000000000097780,d,0000000000012e,30,0,,,
50726520000,0000000000097780,d,0000000000012e,30,0,,,
50745008000,0000000000097780,d,0000000000012e,30,0,,,
50745321000,0000000000097780,d,0000000000012e,30,0,,,
50763905000,0000000000097780,d,0000000000012e,30,0,,,
50764218000,0000000000097780,d,0000000000012e,30,0,,,
50790410000,0000000000097780,d,0000000000012e,30,0,,,
50792162500,000000000009a500,d,00000000000134,20,0,,,
50792163500,000000000009a680,d,00000000000134,26,0,,,
50792164500,000000000009a6c0,d,00000000000134,27,0,,,
50792165500,000000000009a700,d,00000000000134,28,0,,,
50792166500,000000000009a740,d,00000000000134,29,0,,,
50792167500,000000000009a780,d,00000000000134,30,0,,,
50793066000,0000000000097780,d,0000000000012e,30,0,,,
50819669000,0000000000097780,d,0000000000012e,30,0,,,
50819931000,0000000000097780,d,0000000000012e,30,0,,,
50846285000,0000000000097780,d,0000000000012e,30,0,,,
50846547000,0000000000097780,d,0000000000012e,30,0,,,
50872781000,0000000000097780,d,0000000000012e,30,0,,,
50873043000,0000000000097780,d,0000000000012e,30,0,,,
50899580000,0000000000097780,d,0000000000012e,30,0,,,
50899842000,0000000000097780,d,0000000000012e,30,0,,,
50926607000,0000000000097780,d,0000000000012e,30,0,,,
50926869000,0000000000097780,d,0000000000012e,30,0,,,
50960696000,0000000000097780,d,0000000000012e,30,0,,,
50960958000,0000000000097780,d,0000000000012e,30,0,,,
50994161000,0000000000097780,d,0000000000012e,30,0,,,
50994423000,0000000000097780,d,0000000000012e,30,0,,,
51035045000,0000000000097780,d,0000000000012e,30,0,,,
51035307000,0000000000097780,d,0000000000012e,30,0,,,
51076229000,0000000000097780,d,0000000000012e,30,0,,,
51076491000,0000000000097780,d,0000000000012e,30,0,,,
51140330000,0000000000097780,d,0000000000012e,30,0,,,
51140592000,0000000000097780,d,0000000000012e,30,0,,,
51226352000,0000000000097780,d,0000000000012e,30,0,,,
51226614000,0000000000097780,d,0000000000012e,30,0,,,
51282446000,0000000000097780,d,0000000000012e,30,0,,,
51282708000,0000000000097780,d,0000000000012e,30,0,,,
51329879000,0000000000097780,d,0000000000012e,30,0,,,
51330141000,0000000000097780,d,0000000000012e,30,0,,,
51378302000,0000000000097780,d,0000000000012e,30,0,,,
51378564000,0000000000097780,d,0000000000012e,30,0,,,
51425909000,0000000000097780,d,0000000000012e,30,0,,,
51426171000,0000000000097780,d,0000000000012e,30,0,,,
51474779000,0000000000097780,d,0000000000012e,30,0,,,
51475041000,0000000000097780,d,0000000000012e,30,0,,,
51524210000,0000000000097780,d,0000000000012e,30,0,,,
51524472000,0000000000097780,d,0000000000012e,30,0,,,
51573476000,0000000000097780,d,0000000000012e,30,0,,,
51573819000,0000000000097780,d,0000000000012e,30,0,,,
51623612000,0000000000097780,d,0000000000012e,30,0,,,
51623874000,0000000000097780,d,0000000000012e,30,0,,,
51672593000,0000000000097780,d,0000000000012e,30,0,,,
51672855000,0000000000097780,d,0000000000012e,30,0,,,
51722267000,0000000000097780,d,0000000000012e,30,0,,,
51722529000,0000000000097780,d,0000000000012e,30,0,,,
51771134000,0000000000097780,d,0000000000012e,30,0,,,
51771396000,0000000000097780,d,0000000000012e,30,0,,,
51819320000,0000000000097780,d,0000000000012e,30,0,,,
51819582000,0000000000097780,d,0000000000012e,30,0,,,
51867320000,0000000000097780,d,0000000000012e,30,0,,,
51867582000,0000000000097780,d,0000000000012e,30,0,,,
51916490000,0000000000097780,d,0000000000012e,30,0,,,
51916752000,0000000000097780,d,0000000000012e,30,0,,,
51966374000,0000000000097780,d,0000000000012e,30,0,,,
51966636000,0000000000097780,d,0000000000012e,30,0,,,
52021826000,0000000000097780,d,0000000000012e,30,0,,,
52022088000,0000000000097780,d,0000000000012e,30,0,,,
52077446000,0000000000097780,d,0000000000012e,30,0,,,
52077708000,0000000000097780,d,0000000000012e,30,0,,,
52148414000,0000000000097780,d,0000000000012e,30,0,,,
52148676000,0000000000097780,d,0000000000012e,30,0,,,
52242125000,0000000000097780,d,0000000000012e,30,0,,,
52242387000,0000000000097780,d,0000000000012e,30,0,,,
52387985000,0000000000097780,d,0000000000012e,30,0,,,
52388247000,0000000000097780,d,0000000000012e,30,0,,,
52585709000,0000000000097780,d,0000000000012e,30,0,,,
52585971000,0000000000097780,d,0000000000012e,30,0,,,
52783010000,0000000000097780,d,0000000000012e,30,0,,,
52783272000,0000000000097780,d,0000000000012e,30,0,,,
52980842000,0000000000097780,d,0000000000012e,30,0,,,
52981104000,0000000000097780,d,0000000000012e,30,0,,,
53181380000,0000000000097780,d,0000000000012e,30,0,,,
53181642000,0000000000097780,d,0000000000012e,30,0,,,
53375366000,0000000000097780,d,0000000000012e,30,0,,,
53375751000,0000000000097780,d,0000000000012e,30,0,,,
53570780000,0000000000097780,d,0000000000012e,30,0,,,
53571042000,0000000000097780,d,0000000000012e,30,0,,,
53766506000,0000000000097780,d,0000000000012e,30,0,,,
53766768000,0000000000097780,d,0000000000012e,30,0,,,
53960312000,0000000000097780,d,0000000000012e,30,0,,,
53960703000,0000000000097780,d,0000000000012e,30,0,,,
54156557000,0000000000097780,d,0000000000012e,30,0,,,
54156819000,0000000000097780,d,0000000000012e,30,0,,,
54352301000,0000000000097780,d,0000000000012e,30,0,,,
54352563000,0000000000097780,d,0000000000012e,30,0,,,
54545144000,0000000000097780,d,0000000000012e,30,0,,,
54545406000,0000000000097780,d,0000000000012e,30,0,,,
54736508000,0000000000097780,d,0000000000012e,30,0,,,
54736770000,0000000000097780,d,0000000000012e,30,0,,,
54930683000,0000000000097780,d,0000000000012e,30,0,,,
54930945000,0000000000097780,d,0000000000012e,30,0,,,
55131056000,0000000000097780,d,0000000000012e,30,0,,,
55131318000,0000000000097780,d,0000000000012e,30,0,,,
55333484000,0000000000097780,d,0000000000012e,30,0,,,
55333746000,0000000000097780,d,0000000000012e,30,0,,,
55534025000,0000000000097780,d,0000000000012e,30,0,,,
55534287000,0000000000097780,d,0000000000012e,30,0,,,
55735505000,0000000000097780,d,0000000000012e,30,0,,,
55735767000,0000000000097780,d,0000000000012e,30,0,,,
55934084000,0000000000097780,d,0000000000012e,30,0,,,
55934346000,0000000000097780,d,0000000000012e,30,0,,,
56122982000,0000000000097780,d,0000000000012e,30,0,,,
56123244000,0000000000097780,d,0000000000012e,30,0,,,
56310164000,0000000000097780,d,0000000000012e,30,0,,,
56310426000,0000000000097780,d,0000000000012e,30,0,,,
56499716000,0000000000097780,d,0000000000012e,30,0,,,
56499978000,0000000000097780,d,0000000000012e,30,0,,,
56688869000,0000000000097780,d,0000000000012e,30,0,,,
56689131000,0000000000097780,d,0000000000012e,30,0,,,
56878973000,0000000000097780,d,0000000000012e,30,0,,,
56879235000,0000000000097780,d,0000000000012e,30,0,,,
57079730000,0000000000097780,d,0000000000012e,30,0,,,
57079992000,0000000000097780,d,0000000000012e,30,0,,,
57280658000,0000000000097780,d,0000000000012e,30,0,,,
57280920000,0000000000097780,d,0000000000012e,30,0,,,
57478103000,0000000000097780,d,0000000000012e,30,0,,,
57478446000,0000000000097780,d,0000000000012e,30,0,,,
57678542000,0000000000097780,d,0000000000012e,30,0,,,
57678804000,0000000000097780,d,0000000000012e,30,0,,,
57880805000,0000000000097780,d,0000000000012e,30,0,,,
57881067000,0000000000097780,d,0000000000012e,30,0,,,
58083494000,0000000000097780,d,0000000000012e,30,0,,,
58083756000,0000000000097780,d,0000000000012e,30,0,,,
58286795000,0000000000097780,d,0000000000012e,30,0,,,
58287057000,0000000000097780,d,0000000000012e,30,0,,,
58491131000,0000000000097780,d,0000000000012e,30,0,,,
58491393000,0000000000097780,d,0000000000012e,30,0,,,
58694138000,0000000000097780,d,0000000000012e,30,0,,,
58694400000,0000000000097780,d,0000000000012e,30,0,,,
58893923000,0000000000097780,d,0000000000012e,30,0,,,
58894290000,0000000000097780,d,0000000000012e,30,0,,,
58978985000,0000000000097780,d,0000000000012e,30,0,,,
58979247000,0000000000097780,d,0000000000012e,30,0,,,
59040986000,0000000000097780,d,0000000000012e,30,0,,,
59041248000,0000000000097780,d,0000000000012e,30,0,,,
59104010000,0000000000097780,d,0000000000012e,30,0,,,
59104272000,0000000000097780,d,0000000000012e,30,0,,,
59174354000,0000000000097780,d,0000000000012e,30,0,,,
59174616000,0000000000097780,d,0000000000012e,30,0,,,
59214935000,0000000000097780,d,0000000000012e,30,0,,,
59215197000,0000000000097780,d,0000000000012e,30,0,,,
59248439000,0000000000097780,d,0000000000012e,30,0,,,
59248701000,0000000000097780,d,0000000000012e,30,0,,,
59274926000,0000000000097780,d,0000000000012e,30,0,,,
59275188000,0000000000097780,d,0000000000012e,30,0,,,
59300615000,0000000000097780,d,0000000000012e,30,0,,,
59300877000,0000000000097780,d,0000000000012e,30,0,,,
59326217000,0000000000097780,d,0000000000012e,30,0,,,
59326479000,0000000000097780,d,0000000000012e,30,0,,,
59344634000,0000000000097780,d,0000000000012e,30,0,,,
59344896000,0000000000097780,d,0000000000012e,30,0,,,
59362637000,0000000000097780,d,0000000000012e,30,0,,,
59362899000,0000000000097780,d,0000000000012e,30,0,,,
59380817000,0000000000097780,d,0000000000012e,30,0,,,
59381079000,0000000000097780,d,0000000000012e,30,0,,,
59399492000,0000000000097780,d,0000000000012e,30,0,,,
59399754000,0000000000097780,d,0000000000012e,30,0,,,
59417786000,0000000000097780,d,0000000000012e,30,0,,,
59418048000,0000000000097780,d,0000000000012e,30,0,,,
59435954000,0000000000097780,d,0000000000012e,30,0,,,
59436345000,0000000000097780,d,0000000000012e,30,0,,,
59453531000,0000000000097780,d,0000000000012e,30,0,,,
59453793000,0000000000097780,d,0000000000012e,30,0,,,
59470991000,0000000000097780,d,0000000000012e,30,0,,,
59471253000,0000000000097780,d,0000000000012e,30,0,,,
59488505000,0000000000097780,d,0000000000012e,30,0,,,
59488767000,0000000000097780,d,0000000000012e,30,0,,,
59505980000,0000000000097780,d,0000000000012e,30,0,,,
59506242000,0000000000097780,d,0000000000012e,30,0,,,
59516303000,0000000000097780,d,0000000000012e,30,0,,,
59516565000,0000000000097780,d,0000000000012e,30,0,,,
59526578000,0000000000097780,d,0000000000012e,30,0,,,
59526840000,0000000000097780,d,0000000000012e,30,0,,,
59528183000,0000000000097780,d,0000000000012e,30,0,,,
59528834000,0000000000097780,d,0000000000012e,30,0,,,
59533766000,0000000000097780,d,0000000000012e,30,0,,,
59534028000,0000000000097780,d,0000000000012e,30,0,,,
59544983000,0000000000097780,d,0000000000012e,30,0,,,
59545245000,0000000000097780,d,0000000000012e,30,0,,,
59563904000,0000000000097780,d,0000000000012e,30,0,,,
59564166000,0000000000097780,d,0000000000012e,30,0,,,
59582963000,0000000000097780,d,0000000000012e,30,0,,,
59583225000,0000000000097780,d,0000000000012e,30,0,,,
59602127000,0000000000097780,d,0000000000012e,30,0,,,
59602389000,0000000000097780,d,0000000000012e,30,0,,,
59621102000,0000000000097780,d,0000000000012e,30,0,,,
59621364000,0000000000097780,d,0000000000012e,30,0,,,
59639819000,0000000000097780,d,0000000000012e,30,0,,,
59640081000,0000000000097780,d,0000000000012e,30,0,,,
59659268000,0000000000097780,d,0000000000012e,30,0,,,
59659530000,0000000000097780,d,0000000000012e,30,0,,,
59678393000,0000000000097780,d,0000000000012e,30,0,,,
59678655000,0000000000097780,d,0000000000012e,30,0,,,
59704178000,0000000000097780,d,0000000000012e,30,0,,,
59704440000,0000000000097780,d,0000000000012e,30,0,,,
59730089000,0000000000097780,d,0000000000012e,30,0,,,
59730351000,0000000000097780,d,0000000000012e,30,0,,,
59755814000,0000000000097780,d,0000000000012e,30,0,,,
59756154000,0000000000097780,d,0000000000012e,30,0,,,
59781956000,0000000000097780,d,0000000000012e,30,0,,,
59782218000,0000000000097780,d,0000000000012e,30,0,,,
59808473000,0000000000097780,d,0000000000012e,30,0,,,
59808735000,0000000000097780,d,0000000000012e,30,0,,,
59835221000,0000000000097780,d,0000000000012e,30,0,,,
59835483000,0000000000097780,d,0000000000012e,30,0,,,
59861828000,0000000000097780,d,0000000000012e,30,0,,,
59862090000,0000000000097780,d,0000000000012e,30,0,,,
59887829000,0000000000097780,d,0000000000012e,30,0,,,
59888091000,0000000000097780,d,0000000000012e,30,0,,,
59914562000,0000000000097780,d,0000000000012e,30,0,,,
59914824000,0000000000097780,d,0000000000012e,30,0,,,
59947880000,0000000000097780,d,0000000000012e,30,0,,,
59948142000,0000000000097780,d,0000000000012e,30,0,,,
59981900000,0000000000097780,d,0000000000012e,30,0,,,
59982243000,0000000000097780,d,0000000000012e,30,0,,,
60015452000,0000000000097780,d,0000000000012e,30,0,,,
60015714000,0000000000097780,d,0000000000012e,30,0,,,
60049259000,0000000000097780,d,0000000000012e,30,0,,,
60049521000,0000000000097780,d,0000000000012e,30,0,,,
60090407000,0000000000097780,d,0000000000012e,30,0,,,
60090669000,0000000000097780,d,0000000000012e,30,0,,,
60131981000,0000000000097780,d,0000000000012e,30,0,,,
60132243000,0000000000097780,d,0000000000012e,30,0,,,
60204134000,0000000000097780,d,0000000000012e,30,0,,,
60204396000,0000000000097780,d,0000000000012e,30,0,,,
60350741000,0000000000097780,d,0000000000012e,30,0,,,
60351003000,0000000000097780,d,0000000000012e,30,0,,,
60430040000,0000000000097780,d,0000000000012e,30,0,,,
60430302000,0000000000097780,d,0000000000012e,30,0,,,
60494072000,0000000000097780,d,0000000000012e,30,0,,,
60494334000,0000000000097780,d,0000000000012e,30,0,,,
60564947000,0000000000097780,d,0000000000012e,30,0,,,
60565209000,0000000000097780,d,0000000000012e,30,0,,,
60628175000,0000000000097780,d,0000000000012e,30,0,,,
60628437000,0000000000097780,d,0000000000012e,30,0,,,
60692000000,0000000000097780,d,0000000000012e,30,0,,,
60692262000,0000000000097780,d,0000000000012e,30,0,,,
60762290000,0000000000097780,d,0000000000012e,30,0,,,
60762552000,0000000000097780,d,0000000000012e,30,0,,,
60917843000,0000000000097780,d,0000000000012e,30,0,,,
60918201000,0000000000097780,d,0000000000012e,30,0,,,
61005635000,0000000000097780,d,0000000000012e,30,0,,,
61005897000,0000000000097780,d,0000000000012e,30,0,,,
61069223000,0000000000097780,d,0000000000012e,30,0,,,
61069485000,0000000000097780,d,0000000000012e,30,0,,,
61133228000,0000000000097780,d,0000000000012e,30,0,,,
61133490000,0000000000097780,d,0000000000012e,30,0,,,
61189730000,0000000000097780,d,0000000000012e,30,0,,,
61189992000,0000000000097780,d,0000000000012e,30,0,,,
61246064000,0000000000097780,d,0000000000012e,30,0,,,
61246326000,0000000000097780,d,0000000000012e,30,0,,,
61302656000,0000000000097780,d,0000000000012e,30,0,,,
61302918000,0000000000097780,d,0000000000012e,30,0,,,
61359371000,0000000000097780,d,0000000000012e,30,0,,,
61359633000,0000000000097780,d,0000000000012e,30,0,,,
61415327000,0000000000097780,d,0000000000012e,30,0,,,
61415589000,0000000000097780,d,0000000000012e,30,0,,,
61479968000,0000000000097780,d,0000000000012e,30,0,,,
61480335000,0000000000097780,d,0000000000012e,30,0,,,
61557560000,0000000000097780,d,0000000000012e,30,0,,,
61557951000,0000000000097780,d,0000000000012e,30,0,,,
61748915000,0000000000097780,d,0000000000012e,30,0,,,
61749177000,0000000000097780,d,0000000000012e,30,0,,,
61944293000,0000000000097780,d,0000000000012e,30,0,,,
61944555000,0000000000097780,d,0000000000012e,30,0,,,
62141165000,0000000000097780,d,0000000000012e,30,0,,,
62141427000,0000000000097780,d,0000000000012e,30,0,,,
62338190000,0000000000097780,d,0000000000012e,30,0,,,
62338452000,0000000000097780,d,0000000000012e,30,0,,,
62538866000,0000000000097780,d,0000000000012e,30,0,,,
62539128000,0000000000097780,d,0000000000012e,30,0,,,
62740805000,0000000000097780,d,0000000000012e,30,0,,,
62741067000,0000000000097780,d,0000000000012e,30,0,,,
62944457000,0000000000097780,d,0000000000012e,30,0,,,
62944719000,0000000000097780,d,0000000000012e,30,0,,,
63139847000,0000000000097780,d,0000000000012e,30,0,,,
63140109000,0000000000097780,d,0000000000012e,30,0,,,
63336908000,0000000000097780,d,0000000000012e,30,0,,,
63337170000,0000000000097780,d,0000000000012e,30,0,,,
63532331000,0000000000097780,d,0000000000012e,30,0,,,
63532593000,0000000000097780,d,0000000000012e,30,0,,,
63723785000,0000000000097780,d,0000000000012e,30,0,,,
63724047000,0000000000097780,d,0000000000012e,30,0,,,
63919793000,0000000000097780,d,0000000000012e,30,0,,,
63920055000,0000000000097780,d,0000000000012e,30,0,,,
64118279000,0000000000097780,d,0000000000012e,30,0,,,
64118541000,0000000000097780,d,0000000000012e,30,0,,,
64317227000,0000000000097780,d,0000000000012e,30,0,,,
64317489000,0000000000097780,d,0000000000012e,30,0,,,
64517168000,0000000000097780,d,0000000000012e,30,0,,,
64517430000,0000000000097780,d,0000000000012e,30,0,,,
64724249000,0000000000097780,d,0000000000012e,30,0,,,
64724607000,0000000000097780,d,0000000000012e,30,0,,,
64926986000,0000000000097780,d,0000000000012e,30,0,,,
64927248000,0000000000097780,d,0000000000012e,30,0,,,
65130803000,0000000000097780,d,0000000000012e,30,0,,,
65131065000,0000000000097780,d,0000000000012e,30,0,,,
65335049000,0000000000097780,d,0000000000012e,30,0,,,
65335311000,0000000000097780,d,0000000000012e,30,0,,,
65537414000,0000000000097780,d,0000000000012e,30,0,,,
65537676000,0000000000097780,d,0000000000012e,30,0,,,
65737631000,0000000000097780,d,0000000000012e,30,0,,,
65737893000,0000000000097780,d,0000000000012e,30,0,,,
65938631000,0000000000097780,d,0000000000012e,30,0,,,
65938893000,0000000000097780,d,0000000000012e,30,0,,,
66128075000,0000000000097780,d,0000000000012e,30,0,,,
