TIME,PC,INSTRUCTION,ALU_OP,OPERAND1,OPERAND2,RESULT,ZERO,ALU_32
783500,00000000000297b0,00097fb7,ALU_LUI,0000000000000000,0000000000097000,0000000000097000,0,0
786500,00000000000297b4,0f0fb703,ALU_LD,0000000000097000,00000000000000f0,00000000000970f0,0,0
834500,00000000000297b8,f2010113,ALU_ADDI,000000003fbffec0,ffffffffffffff20,000000003fbffde0,0,0
837500,00000000000297bc,04e13423,ALU_SD,000000003fbffde0,0000000000000048,000000003fbffe28,0,0
932000,00000000000297c0,b801b703,ALU_LD,00000000000960f0,fffffffffffffb80,0000000000095c70,0,0
936000,00000000000297c4,00094eb7,ALU_LUI,0000000000000000,0000000000094000,0000000000094000,0,0
939000,00000000000297c8,00097e37,ALU_LUI,0000000000000000,0000000000097000,0000000000097000,0,0
942000,00000000000297cc,02e13423,ALU_SD,000000003fbffde0,0000000000000028,000000003fbffe08,0,0
946000,00000000000297d0,fb8ea703,ALU_LW,0000000000094000,ffffffffffffffb8,0000000000093fb8,0,0
950000,00000000000297d4,0c813c23,ALU_SD,000000003fbffde0,00000000000000d8,000000003fbffeb8,0,0
1002500,00000000000297d8,06e12023,ALU_SW,000000003fbffde0,0000000000000060,000000003fbffe40,0,0
1050500,00000000000297dc,138e2703,ALU_LW,0000000000097000,0000000000000138,0000000000097138,0,0
1098500,00000000000297e0,0c913823,ALU_SD,000000003fbffde0,00000000000000d0,000000003fbffeb0,0,0
1102500,00000000000297e4,06e12223,ALU_SW,000000003fbffde0,0000000000000064,000000003fbffe44,0,0
1106500,00000000000297e8,b781a703,ALU_LW,00000000000960f0,fffffffffffffb78,0000000000095c68,0,0
1110500,00000000000297ec,000974b7,ALU_LUI,0000000000000000,0000000000097000,0000000000097000,0,0
1113500,00000000000297f0,0b513823,ALU_SD,000000003fbffde0,00000000000000b0,000000003fbffe90,0,0
1117500,00000000000297f4,02e12e23,ALU_SW,000000003fbffde0,000000000000003c,000000003fbffe1c,0,0
1121500,00000000000297f8,b881b703,ALU_LD,00000000000960f0,fffffffffffffb88,0000000000095c78,0,0
1125500,00000000000297fc,0d213423,ALU_SD,000000003fbffde0,00000000000000c8,000000003fbffea8,0,0
1176000,0000000000029800,00e13c23,ALU_SD,000000003fbffde0,0000000000000018,000000003fbffdf8,0,0
1224500,0000000000029804,0b04b703,ALU_LD,0000000000097000,00000000000000b0,00000000000970b0,0,0
1228500,0000000000029808,00097937,ALU_LUI,0000000000000000,0000000000097000,0000000000097000,0,0
1231500,000000000002980c,00094837,ALU_LUI,0000000000000000,0000000000094000,0000000000094000,0,0
1234500,0000000000029810,00e13423,ALU_SD,000000003fbffde0,0000000000000008,000000003fbffde8,0,0
1238500,0000000000029814,9a81b703,ALU_LD,00000000000960f0,fffffffffffff9a8,0000000000095a98,0,0
1293500,0000000000029818,0d313023,ALU_SD,000000003fbffde0,00000000000000c0,000000003fbffea0,0,0
1297500,000000000002981c,0b413c23,ALU_SD,000000003fbffde0,00000000000000b8,000000003fbffe98,0,0
1301500,0000000000029820,06e13c23,ALU_SD,000000003fbffde0,0000000000000078,000000003fbffe58,0,0
1305500,0000000000029824,10893703,ALU_LD,0000000000097000,0000000000000108,0000000000097108,0,0
1309500,0000000000029828,fa080813,ALU_ADDI,0000000000094000,ffffffffffffffa0,0000000000093fa0,0,0
1312500,000000000002982c,00097a37,ALU_LUI,0000000000000000,0000000000097000,0000000000097000,0,0
1315500,0000000000029830,00e13023,ALU_SD,000000003fbffde0,0000000000000000,000000003fbffde0,0,0
1319500,0000000000029834,000979b7,ALU_LUI,0000000000000000,0000000000097000,0000000000097000,0,0
1322500,0000000000029838,00076737,ALU_LUI,0000000000000000,0000000000076000,0000000000076000,0,0
1325500,000000000002983c,0b613423,ALU_SD,000000003fbffde0,00000000000000a8,000000003fbffe88,0,0
1374000,0000000000029840,09813c23,ALU_SD,000000003fbffde0,0000000000000098,000000003fbffe78,0,0
1378000,0000000000029844,09913823,ALU_SD,000000003fbffde0,0000000000000090,000000003fbffe70,0,0
1382000,0000000000029848,09a13423,ALU_SD,000000003fbffde0,0000000000000088,000000003fbffe68,0,0
1386000,000000000002984c,09b13023,ALU_SD,000000003fbffde0,0000000000000080,000000003fbffe60,0,0
1390000,0000000000029850,0b713023,ALU_SD,000000003fbffde0,00000000000000a0,000000003fbffe80,0,0
1394000,0000000000029854,00083d83,ALU_LD,0000000000093fa0,0000000000000000,0000000000093fa0,0,0
1398000,0000000000029858,0e8a2c83,ALU_LW,0000000000097000,00000000000000e8,00000000000970e8,0,0
1402000,000000000002985c,00100613,ALU_ADDI,0000000000000000,0000000000000001,0000000000000001,0,0
1405000,0000000000029860,0d09bb83,ALU_LD,0000000000097000,00000000000000d0,00000000000970d0,0,0
1409000,0000000000029864,00000b13,ALU_ADDI,0000000000000000,0000000000000000,0000000000000000,0,0
1412000,0000000000029868,06013823,ALU_SD,000000003fbffde0,0000000000000070,000000003fbffe50,0,0
1416000,000000000002986c,06013423,ALU_SD,000000003fbffde0,0000000000000068,000000003fbffe48,0,0
1420000,0000000000029870,04013c23,ALU_SD,000000003fbffde0,0000000000000058,000000003fbffe38,0,0
1424000,0000000000029874,04013823,ALU_SD,000000003fbffde0,0000000000000050,000000003fbffe30,0,0
1428000,0000000000029878,04013023,ALU_SD,000000003fbffde0,0000000000000040,000000003fbffe20,0,0
1432000,000000000002987c,02013823,ALU_SD,000000003fbffde0,0000000000000030,000000003fbffe10,0,0
1482000,0000000000029880,02013023,ALU_SD,000000003fbffde0,0000000000000020,000000003fbffe00,0,0
1486000,0000000000029884,00013823,ALU_SD,000000003fbffde0,0000000000000010,000000003fbffdf0,0,0
1490000,0000000000029888,00000c13,ALU_ADDI,0000000000000000,0000000000000000,0000000000000000,0,0
1493000,000000000002988c,00000d13,ALU_ADDI,0000000000000000,0000000000000000,0000000000000000,0,0
1496000,0000000000029890,00000f13,ALU_ADDI,0000000000000000,0000000000000000,0000000000000000,0,0
1499000,0000000000029894,00000313,ALU_ADDI,0000000000000000,0000000000000000,0000000000000000,0,0
1502000,0000000000029898,00000893,ALU_ADDI,0000000000000000,0000000000000000,0000000000000000,0,0
1505000,000000000002989c,00000593,ALU_ADDI,0000000000000000,0000000000000000,0000000000000000,0,0
1508000,00000000000298a0,01e00693,ALU_ADDI,0000000000000000,000000000000001e,000000000000001e,0,0
1511000,00000000000298a4,38870713,ALU_ADDI,0000000000076000,0000000000000388,0000000000076388,0,0
1514000,00000000000298a8,ffd78793,ALU_ADDI,2f6465726168732f,fffffffffffffffd,2f6465726168732c,0,0
1517000,00000000000298ac,02f6e263,ALU_BLTU,000000000000001e,2f6465726168732c,0000000000000001,0,0
1569000,00000000000298d0,01050513,ALU_ADDI,000000003fc00020,0000000000000010,000000003fc00030,0,0
1572000,00000000000298d4,00053783,ALU_LD,000000003fc00030,0000000000000000,000000003fc00030,0,0
1576000,00000000000298d8,fc0798e3,ALU_BNE,6f72702f73747365,0000000000000000,0000000000000001,0,0
1580500,00000000000298a8,ffd78793,ALU_ADDI,6f72702f73747365,fffffffffffffffd,6f72702f73747362,0,0
1583500,00000000000298ac,02f6e263,ALU_BLTU,000000000000001e,6f72702f73747362,0000000000000001,0,0
1588000,00000000000298d0,01050513,ALU_ADDI,000000003fc00030,0000000000000010,000000003fc00040,0,0
1591000,00000000000298d4,00053783,ALU_LD,000000003fc00040,0000000000000000,000000003fc00040,0,0
1641500,00000000000298d8,fc0798e3,ALU_BNE,0000000000003367,0000000000000000,0000000000000001,0,0
1646000,00000000000298a8,ffd78793,ALU_ADDI,0000000000003367,fffffffffffffffd,0000000000003364,0,0
1649000,00000000000298ac,02f6e263,ALU_BLTU,000000000000001e,0000000000003364,0000000000000001,0,0
1653500,00000000000298d0,01050513,ALU_ADDI,000000003fc00040,0000000000000010,000000003fc00050,0,0
1656500,00000000000298d4,00053783,ALU_LD,000000003fc00050,0000000000000000,000000003fc00050,0,0
1660500,00000000000298d8,fc0798e3,ALU_BNE,0000000000000000,0000000000000000,0000000000000000,0,0
1663500,00000000000298dc,280f1463,ALU_BNE,0000000000000000,0000000000000000,0000000000000000,0,0
1666500,00000000000298e0,000d0463,ALU_BEQ,0000000000000000,0000000000000000,0000000000000000,0,0
1671000,00000000000298e8,000c0463,ALU_BEQ,0000000000000000,0000000000000000,0000000000000000,0,0
1675500,00000000000298f0,000b0663,ALU_BEQ,0000000000000000,0000000000000000,0000000000000000,0,0
1680000,00000000000298fc,01013783,ALU_LD,000000003fbffde0,0000000000000010,000000003fbffdf0,0,0
1728000,0000000000029900,00078663,ALU_BEQ,0000000000000000,0000000000000000,0000000000000000,0,0
1732500,000000000002990c,02013783,ALU_LD,000000003fbffde0,0000000000000020,000000003fbffe00,0,0
1736500,0000000000029910,00078663,ALU_BEQ,0000000000000000,0000000000000000,0000000000000000,0,0
1741000,000000000002991c,03013783,ALU_LD,000000003fbffde0,0000000000000030,000000003fbffe10,0,0
1745000,0000000000029920,00078663,ALU_BEQ,0000000000000000,0000000000000000,0000000000000000,0,0
1749500,000000000002992c,04013783,ALU_LD,000000003fbffde0,0000000000000040,000000003fbffe20,0,0
1753500,0000000000029930,00078663,ALU_BEQ,0000000000000000,0000000000000000,0000000000000000,0,0
1758000,000000000002993c,05013783,ALU_LD,000000003fbffde0,0000000000000050,000000003fbffe30,0,0
1806000,0000000000029940,00078663,ALU_BEQ,0000000000000000,0000000000000000,0000000000000000,0,0
1810500,000000000002994c,05813783,ALU_LD,000000003fbffde0,0000000000000058,000000003fbffe38,0,0
1814500,0000000000029950,00078663,ALU_BEQ,0000000000000000,0000000000000000,0000000000000000,0,0
1819000,000000000002995c,06813783,ALU_LD,000000003fbffde0,0000000000000068,000000003fbffe48,0,0
1823000,0000000000029960,00078663,ALU_BEQ,0000000000000000,0000000000000000,0000000000000000,0,0
1827500,000000000002996c,07013783,ALU_LD,000000003fbffde0,0000000000000070,000000003fbffe50,0,0
1831500,0000000000029970,00078463,ALU_BEQ,0000000000000000,0000000000000000,0000000000000000,0,0
1836000,0000000000029978,00f00793,ALU_ADDI,0000000000000000,000000000000000f,000000000000000f,0,0
1839000,000000000002997c,1cf58663,ALU_BEQ,0000000000000000,000000000000000f,0000000000000001,0,0
1887000,0000000000029980,0d813403,ALU_LD,000000003fbffde0,00000000000000d8,000000003fbffeb8,0,0
1891000,0000000000029984,0d013483,ALU_LD,000000003fbffde0,00000000000000d0,000000003fbffeb0,0,0
1895000,0000000000029988,0c813903,ALU_LD,000000003fbffde0,00000000000000c8,000000003fbffea8,0,0
1899000,000000000002998c,0c013983,ALU_LD,000000003fbffde0,00000000000000c0,000000003fbffea0,0,0
1903000,0000000000029990,0b813a03,ALU_LD,000000003fbffde0,00000000000000b8,000000003fbffe98,0,0
1907000,0000000000029994,0b013a83,ALU_LD,000000003fbffde0,00000000000000b0,000000003fbffe90,0,0
1911000,0000000000029998,0a813b03,ALU_LD,000000003fbffde0,00000000000000a8,000000003fbffe88,0,0
1915000,000000000002999c,0a013b83,ALU_LD,000000003fbffde0,00000000000000a0,000000003fbffe80,0,0
1919000,00000000000299a0,09813c03,ALU_LD,000000003fbffde0,0000000000000098,000000003fbffe78,0,0
1923000,00000000000299a4,09013c83,ALU_LD,000000003fbffde0,0000000000000090,000000003fbffe70,0,0
1927000,00000000000299a8,08813d03,ALU_LD,000000003fbffde0,0000000000000088,000000003fbffe68,0,0
1931000,00000000000299ac,08013d83,ALU_LD,000000003fbffde0,0000000000000080,000000003fbffe60,0,0
1935000,00000000000299b0,0e010113,ALU_ADDI,000000003fbffde0,00000000000000e0,000000003fbffec0,0,0
1938000,00000000000299b4,00008067,ALU_JALR,00000000000299b4,0000000000000004,00000000000299b8,0,0
1942500,00000000000106e8,000977b7,ALU_LUI,0000000000000000,0000000000097000,0000000000097000,0,0
1945500,00000000000106ec,0d07b703,ALU_LD,0000000000097000,00000000000000d0,00000000000970d0,0,0
1949500,00000000000106f0,18070e63,ALU_BEQ,0000000000000000,0000000000000000,0000000000000000,0,0
2001000,000000000001088c,00010737,ALU_LUI,0000000000000000,0000000000010000,0000000000010000,0,0
2004000,0000000000010890,00070713,ALU_ADDI,0000000000010000,0000000000000000,0000000000010000,0,0
2007000,0000000000010894,e60700e3,ALU_BEQ,0000000000010000,0000000000000000,0000000000000001,0,0
2010000,0000000000010898,03675683,ALU_LHU,0000000000010000,0000000000000036,0000000000010036,0,0
2058500,000000000001089c,03800613,ALU_ADDI,0000000000000000,0000000000000038,0000000000000038,0,0
2061500,00000000000108a0,02c68263,ALU_BEQ,0000000000000038,0000000000000038,0000000000000000,0,0
2109000,00000000000108c4,02073683,ALU_LD,0000000000010000,0000000000000020,0000000000010020,0,0
2113000,00000000000108c8,03875603,ALU_LHU,0000000000010000,0000000000000038,0000000000010038,0,0
2117000,00000000000108cc,00e68733,ALU_ADD,0000000000000040,0000000000010000,0000000000010040,0,0
2120000,00000000000108d0,0ce7b823,ALU_SD,0000000000097000,00000000000000d0,00000000000970d0,0,0
2124000,00000000000108d4,000977b7,ALU_LUI,0000000000000000,0000000000097000,0000000000097000,0,0
2127000,00000000000108d8,10c7b423,ALU_SD,0000000000097000,0000000000000108,0000000000097108,0,0
2131000,00000000000108dc,e19ff06f,ALU_JAL,00000000000108dc,0000000000000004,00000000000108e0,0,0
2184000,00000000000106f4,9e01a783,ALU_LW,00000000000960f0,fffffffffffff9e0,0000000000095ad0,0,0
2188000,00000000000106f8,16078063,ALU_BEQ,0000000000000000,0000000000000000,0000000000000000,0,0
2238000,0000000000010858,52d190ef,ALU_JAL,0000000000010858,0000000000000004,000000000001085c,0,0
2286000,000000000002a584,e1010113,ALU_ADDI,000000003fbffec0,fffffffffffffe10,000000003fbffcd0,0,0
2289000,000000000002a588,04810513,ALU_ADDI,000000003fbffcd0,0000000000000048,000000003fbffd18,0,0
2292000,000000000002a58c,1e113423,ALU_SD,000000003fbffcd0,00000000000001e8,000000003fbffeb8,0,0
2296000,000000000002a590,1e813023,ALU_SD,000000003fbffcd0,00000000000001e0,000000003fbffeb0,0,0
2300000,000000000002a594,1c913c23,ALU_SD,000000003fbffcd0,00000000000001d8,000000003fbffea8,0,0
2304000,000000000002a598,7e4210ef,ALU_JAL,000000000002a598,0000000000000004,000000000002a59c,0,0
2355000,000000000004bd7c,03f00893,ALU_ADDI,0000000000000000,000000000000003f,000000000000003f,0,0
2400000,000000000004bd80,00000073,ALU_ECALL,0000000000000000,0000000000000000,0000000000000000,0,0
2417000,000000000004bd84,fe054ae3,ALU_BLT,0000000000000000,0000000000000000,0000000000000000,0,0
2420000,000000000004bd88,00008067,ALU_JALR,000000000004bd88,0000000000000004,000000000004bd8c,0,0
2472000,000000000002a59c,0ca10693,ALU_ADDI,000000003fbffcd0,00000000000000ca,000000003fbffd9a,0,0
2475000,000000000002a5a0,0a051e63,ALU_BNE,0000000000000000,0000000000000000,0000000000000000,0,0
2478000,000000000002a5a4,00000893,ALU_ADDI,0000000000000000,0000000000000000,0000000000000000,0,0
2481000,000000000002a5a8,00000513,ALU_ADDI,0000000000000000,0000000000000000,0000000000000000,0,0
2484000,000000000002a5ac,00900813,ALU_ADDI,0000000000000000,0000000000000009,0000000000000009,0,0
2487000,000000000002a5b0,02e00313,ALU_ADDI,0000000000000000,000000000000002e,000000000000002e,0,0
2490000,000000000002a5b4,00300e13,ALU_ADDI,0000000000000000,0000000000000003,0000000000000003,0,0
2493000,000000000002a5b8,0006c783,ALU_LBU,000000003fbffd9a,0000000000000000,000000003fbffd9a,0,0
2544500,000000000002a5bc,fd07879b,ALU_ADDIW,0000000000000032,ffffffffffffffd0,0000000000000002,0,1
2592000,000000000002a5c0,0ff7f713,ALU_ANDI,0000000000000002,00000000000000ff,0000000000000002,0,0
2595000,000000000002a5c4,06e86a63,ALU_BLTU,0000000000000009,0000000000000002,0000000000000000,0,0
2598000,000000000002a5c8,0016c583,ALU_LBU,000000003fbffd9a,0000000000000001,000000003fbffd9b,0,0
2602000,000000000002a5cc,00078713,ALU_ADDI,0000000000000002,0000000000000000,0000000000000002,0,0
2605000,000000000002a5d0,00168693,ALU_ADDI,000000003fbffd9a,0000000000000001,000000003fbffd9b,0,0
2608000,000000000002a5d4,fd05861b,ALU_ADDIW,000000000000002e,ffffffffffffffd0,fffffffffffffffe,0,1
2611000,000000000002a5d8,0ff67793,ALU_ANDI,fffffffffffffffe,00000000000000ff,00000000000000fe,0,0
2614000,000000000002a5dc,02f86463,ALU_BLTU,0000000000000009,00000000000000fe,0000000000000001,0,0
2667000,000000000002a604,0085151b,ALU_SLLIW,0000000000000000,0000000000000008,0000000000000000,0,1
2670000,000000000002a608,0018889b,ALU_ADDIW,0000000000000000,0000000000000001,0000000000000001,0,1
2673000,000000000002a60c,00e56533,ALU_OR,0000000000000000,0000000000000002,0000000000000002,0,0
2676000,000000000002a610,00168693,ALU_ADDI,000000003fbffd9b,0000000000000001,000000003fbffd9c,0,0
2679000,000000000002a614,00659e63,ALU_BNE,000000000000002e,000000000000002e,0000000000000000,0,0
2682000,000000000002a618,fbc890e3,ALU_BNE,0000000000000001,0000000000000003,0000000000000001,0,0
2686500,000000000002a5b8,0006c783,ALU_LBU,000000003fbffd9c,0000000000000000,000000003fbffd9c,0,0
2690500,000000000002a5bc,fd07879b,ALU_ADDIW,0000000000000036,ffffffffffffffd0,0000000000000006,0,1
2693500,000000000002a5c0,0ff7f713,ALU_ANDI,0000000000000006,00000000000000ff,0000000000000006,0,0
2696500,000000000002a5c4,06e86a63,ALU_BLTU,0000000000000009,0000000000000006,0000000000000000,0,0
2699500,000000000002a5c8,0016c583,ALU_LBU,000000003fbffd9c,0000000000000001,000000003fbffd9d,0,0
2703500,000000000002a5cc,00078713,ALU_ADDI,0000000000000006,0000000000000000,0000000000000006,0,0
2706500,000000000002a5d0,00168693,ALU_ADDI,000000003fbffd9c,0000000000000001,000000003fbffd9d,0,0
2709500,000000000002a5d4,fd05861b,ALU_ADDIW,000000000000002e,ffffffffffffffd0,fffffffffffffffe,0,1
2712500,000000000002a5d8,0ff67793,ALU_ANDI,fffffffffffffffe,00000000000000ff,00000000000000fe,0,0
2715500,000000000002a5dc,02f86463,ALU_BLTU,0000000000000009,00000000000000fe,0000000000000001,0,0
2720000,000000000002a604,0085151b,ALU_SLLIW,0000000000000002,0000000000000008,0000000000000200,0,1
2723000,000000000002a608,0018889b,ALU_ADDIW,0000000000000001,0000000000000001,0000000000000002,0,1
2726000,000000000002a60c,00e56533,ALU_OR,0000000000000200,0000000000000006,0000000000000206,0,0
2729000,000000000002a610,00168693,ALU_ADDI,000000003fbffd9d,0000000000000001,000000003fbffd9e,0,0
2732000,000000000002a614,00659e63,ALU_BNE,000000000000002e,000000000000002e,0000000000000000,0,0
2735000,000000000002a618,fbc890e3,ALU_BNE,0000000000000002,0000000000000003,0000000000000001,0,0
2739500,000000000002a5b8,0006c783,ALU_LBU,000000003fbffd9e,0000000000000000,000000003fbffd9e,0,0
2743500,000000000002a5bc,fd07879b,ALU_ADDIW,0000000000000033,ffffffffffffffd0,0000000000000003,0,1
2746500,000000000002a5c0,0ff7f713,ALU_ANDI,0000000000000003,00000000000000ff,0000000000000003,0,0
2749500,000000000002a5c4,06e86a63,ALU_BLTU,0000000000000009,0000000000000003,0000000000000000,0,0
2752500,000000000002a5c8,0016c583,ALU_LBU,000000003fbffd9e,0000000000000001,000000003fbffd9f,0,0
2756500,000000000002a5cc,00078713,ALU_ADDI,0000000000000003,0000000000000000,0000000000000003,0,0
2759500,000000000002a5d0,00168693,ALU_ADDI,000000003fbffd9e,0000000000000001,000000003fbffd9f,0,0
2762500,000000000002a5d4,fd05861b,ALU_ADDIW,0000000000000032,ffffffffffffffd0,0000000000000002,0,1
2765500,000000000002a5d8,0ff67793,ALU_ANDI,0000000000000002,00000000000000ff,0000000000000002,0,0
2768500,000000000002a5dc,02f86463,ALU_BLTU,0000000000000009,0000000000000002,0000000000000000,0,0
2771500,000000000002a5e0,00168693,ALU_ADDI,000000003fbffd9f,0000000000000001,000000003fbffda0,0,0
2774500,000000000002a5e4,0027179b,ALU_SLLIW,0000000000000003,0000000000000002,000000000000000c,0,1
2777500,000000000002a5e8,0006c583,ALU_LBU,000000003fbffda0,0000000000000000,000000003fbffda0,0,0
2781500,000000000002a5ec,00e787bb,ALU_ADDW,000000000000000c,0000000000000003,000000000000000f,0,1
2784500,000000000002a5f0,0017979b,ALU_SLLIW,000000000000000f,0000000000000001,000000000000001e,0,1
2787500,000000000002a5f4,00f6073b,ALU_ADDW,0000000000000002,000000000000001e,0000000000000020,0,1
2790500,000000000002a5f8,fd05861b,ALU_ADDIW,000000000000002d,ffffffffffffffd0,fffffffffffffffd,0,1
2793500,000000000002a5fc,0ff67793,ALU_ANDI,fffffffffffffffd,00000000000000ff,00000000000000fd,0,0
2796500,000000000002a600,fef870e3,ALU_BGEU,0000000000000009,00000000000000fd,0000000000000001,0,0
2799500,000000000002a604,0085151b,ALU_SLLIW,0000000000000206,0000000000000008,0000000000020600,0,1
2802500,000000000002a608,0018889b,ALU_ADDIW,0000000000000002,0000000000000001,0000000000000003,0,1
2805500,000000000002a60c,00e56533,ALU_OR,0000000000020600,0000000000000020,0000000000020620,0,0
2808500,000000000002a610,00168693,ALU_ADDI,000000003fbffda0,0000000000000001,000000003fbffda1,0,0
2811500,000000000002a614,00659e63,ALU_BNE,000000000000002d,000000000000002e,0000000000000001,0,0
2816000,000000000002a630,00300793,ALU_ADDI,0000000000000000,0000000000000003,0000000000000003,0,0
2819000,000000000002a634,fef884e3,ALU_BEQ,0000000000000003,0000000000000003,0000000000000000,0,0
2823500,000000000002a61c,1e813083,ALU_LD,000000003fbffcd0,00000000000001e8,000000003fbffeb8,0,0
2874500,000000000002a620,1e013403,ALU_LD,000000003fbffcd0,00000000000001e0,000000003fbffeb0,0,0
2878500,000000000002a624,1d813483,ALU_LD,000000003fbffcd0,00000000000001d8,000000003fbffea8,0,0
2882500,000000000002a628,1f010113,ALU_ADDI,000000003fbffcd0,00000000000001f0,000000003fbffec0,0,0
2885500,000000000002a62c,00008067,ALU_JALR,000000000002a62c,0000000000000004,000000000002a630,0,0
2890000,000000000001085c,0e054663,ALU_BLT,0000000000020620,0000000000000000,0000000000000000,0,0
2893000,0000000000010860,000977b7,ALU_LUI,0000000000000000,0000000000097000,0000000000097000,0,0
2896000,0000000000010864,1287a783,ALU_LW,0000000000097000,0000000000000128,0000000000097128,0,0
2900000,0000000000010868,06079c63,ALU_BNE,0000000000000000,0000000000000000,0000000000000000,0,0
2903000,000000000001086c,000977b7,ALU_LUI,0000000000000000,0000000000097000,0000000000097000,0,0
2906000,0000000000010870,12a7a423,ALU_SW,0000000000097000,0000000000000128,0000000000097128,0,0
