TIME,PC,INSTRUCTION,REG_DEST,PREV_VALUE,NEW_VALUE,UPDATE_TYPE
37769500,0000000000047d30,00050493,x9,000000003fc00027,000000003fc0002e,ALU
37772500,0000000000047d34,00078513,x10,000000003fc0002e,000000003fc0002f,ALU
37775500,0000000000047d38,00040593,x11,7d00fefefcfcf8f8,000000000000002f,ALU
37778500,0000000000047d3c,c55dc0ef,x1,0000000000047d40,0000000000047d40,JUMP
37783000,0000000000024990,00757793,x15,000000003fc0002f,0000000000000007,ALU
37786000,0000000000024994,0ff5f693,x13,000000000000002f,000000000000002f,ALU
37793000,000000000002499c,00054783,x15,0000000000000007,0000000000000074,LOAD
37802000,00000000000249a8,00068713,x14,000000000000002f,000000000000002f,ALU
37809500,00000000000249bc,00150513,x10,000000003fc0002f,000000003fc00030,ALU
37812500,00000000000249c0,00757793,x15,0000000000000074,0000000000000000,ALU
37818500,00000000000249c8,00010737,x14,000000000000002f,0000000000010000,ALU
37821500,00000000000249cc,0085979b,x15,0000000000000000,0000000000002f00,ALU
37824500,00000000000249d0,fff7071b,x14,0000000000010000,000000000000ffff,ALU
37827500,00000000000249d4,00e7f7b3,x15,0000000000002f00,0000000000002f00,ALU
37830500,00000000000249d8,0ff5f593,x11,000000000000002f,000000000000002f,ALU
37833500,00000000000249dc,00b7e5b3,x11,000000000000002f,0000000000002f2f,ALU
37836500,00000000000249e0,000967b7,x15,0000000000002f00,0000000000096000,ALU
37839500,00000000000249e4,01059313,x6,2f2f2f2f2f2f2f2f,000000002f2f0000,ALU
37843500,00000000000249e8,9107b883,x17,7efefefefefefeff,7efefefefefefeff,LOAD
37846500,00000000000249ec,000967b7,x15,0000000000096000,0000000000096000,ALU
37849500,00000000000249f0,00b365b3,x11,0000000000002f2f,000000002f2f2f2f,ALU
37853500,00000000000249f4,9187be03,x28,8101010101010100,8101010101010100,LOAD
37856500,00000000000249f8,02059313,x6,000000002f2f0000,2f2f2f2f00000000,ALU
37859500,00000000000249fc,00b36333,x6,2f2f2f2f00000000,2f2f2f2f2f2f2f2f,ALU
37862500,0000000000024a00,00850793,x15,0000000000096000,000000003fc00038,ALU
37866500,0000000000024a04,ff87b603,x12,8bd0cdcfca9a8c9c,6f72702f73747365,LOAD
37869500,0000000000024a08,00c345b3,x11,000000002f2f2f2f,405d5f005c5b5c4a,ALU
37872500,0000000000024a0c,01160733,x14,000000000000ffff,ee716f2e72737264,ALU
37875500,0000000000024a10,01158833,x16,d9ff1c1e19495b4b,bf5c5dff5b5a5b49,ALU
37878500,0000000000024a14,fff64613,x12,6f72702f73747365,908d8fd08c8b8c9a,ALU
37881500,0000000000024a18,fff5c593,x11,405d5f005c5b5c4a,bfa2a0ffa3a4a3b5,ALU
37884500,0000000000024a1c,00c74733,x14,ee716f2e72737264,7efce0fefef8fefe,ALU
37887500,0000000000024a20,00b845b3,x11,bfa2a0ffa3a4a3b5,00fefd00f8fef8fc,ALU
37890500,0000000000024a24,00b76733,x14,7efce0fefef8fefe,7efefdfefefefefe,ALU
37893500,0000000000024a28,01c77733,x14,7efefdfefefefefe,0000010000000000,ALU
37900500,0000000000024a30,ff87c703,x14,0000010000000000,0000000000000065,LOAD
37910500,0000000000024a3c,ff97c703,x14,0000000000000065,0000000000000073,LOAD
37920500,0000000000024a48,ffa7c703,x14,0000000000000073,0000000000000074,LOAD
37930500,0000000000024a54,ffb7c703,x14,0000000000000074,0000000000000073,LOAD
37940500,0000000000024a60,ffc7c703,x14,0000000000000073,000000000000002f,LOAD
37948000,0000000000024ab8,00450513,x10,000000003fc00030,000000003fc00034,ALU
37960000,0000000000047d2c,00150793,x15,000000003fc00038,000000003fc00035,ALU
37963000,0000000000047d30,00050493,x9,000000003fc0002e,000000003fc00034,ALU
37966000,0000000000047d34,00078513,x10,000000003fc00034,000000003fc00035,ALU
37969000,0000000000047d38,00040593,x11,00fefd00f8fef8fc,000000000000002f,ALU
37972000,0000000000047d3c,c55dc0ef,x1,0000000000047d40,0000000000047d40,JUMP
37976500,0000000000024990,00757793,x15,000000003fc00035,0000000000000005,ALU
37979500,0000000000024994,0ff5f693,x13,000000000000002f,000000000000002f,ALU
37986500,000000000002499c,00054783,x15,0000000000000005,0000000000000070,LOAD
37995500,00000000000249a8,00068713,x14,000000000000002f,000000000000002f,ALU
38003000,00000000000249bc,00150513,x10,000000003fc00035,000000003fc00036,ALU
38006000,00000000000249c0,00757793,x15,0000000000000070,0000000000000006,ALU
38014500,00000000000249b0,00054783,x15,0000000000000006,0000000000000072,LOAD
38023500,00000000000249bc,00150513,x10,000000003fc00036,000000003fc00037,ALU
38026500,00000000000249c0,00757793,x15,0000000000000072,0000000000000007,ALU
38035000,00000000000249b0,00054783,x15,0000000000000007,000000000000006f,LOAD
38044000,00000000000249bc,00150513,x10,000000003fc00037,000000003fc00038,ALU
38047000,00000000000249c0,00757793,x15,000000000000006f,0000000000000000,ALU
38053000,00000000000249c8,00010737,x14,000000000000002f,0000000000010000,ALU
38056000,00000000000249cc,0085979b,x15,0000000000000000,0000000000002f00,ALU
38059000,00000000000249d0,fff7071b,x14,0000000000010000,000000000000ffff,ALU
38062000,00000000000249d4,00e7f7b3,x15,0000000000002f00,0000000000002f00,ALU
38065000,00000000000249d8,0ff5f593,x11,000000000000002f,000000000000002f,ALU
38068000,00000000000249dc,00b7e5b3,x11,000000000000002f,0000000000002f2f,ALU
38071000,00000000000249e0,000967b7,x15,0000000000002f00,0000000000096000,ALU
38074000,00000000000249e4,01059313,x6,2f2f2f2f2f2f2f2f,000000002f2f0000,ALU
38078000,00000000000249e8,9107b883,x17,7efefefefefefeff,7efefefefefefeff,LOAD
38081000,00000000000249ec,000967b7,x15,0000000000096000,0000000000096000,ALU
38084000,00000000000249f0,00b365b3,x11,0000000000002f2f,000000002f2f2f2f,ALU
38088000,00000000000249f4,9187be03,x28,8101010101010100,8101010101010100,LOAD
38091000,00000000000249f8,02059313,x6,000000002f2f0000,2f2f2f2f00000000,ALU
38094000,00000000000249fc,00b36333,x6,2f2f2f2f00000000,2f2f2f2f2f2f2f2f,ALU
38097000,0000000000024a00,00850793,x15,0000000000096000,000000003fc00040,ALU
38101000,0000000000024a04,ff87b603,x12,908d8fd08c8b8c9a,6f72702f7463656a,LOAD
38104000,0000000000024a08,00c345b3,x11,000000002f2f2f2f,405d5f005b4c4a45,ALU
38107000,0000000000024a0c,01160733,x14,000000000000ffff,ee716f2e73626469,ALU
38110000,0000000000024a10,01158833,x16,bf5c5dff5b5a5b49,bf5c5dff5a4b4944,ALU
38113000,0000000000024a14,fff64613,x12,6f72702f7463656a,908d8fd08b9c9a95,ALU
38116000,0000000000024a18,fff5c593,x11,405d5f005b4c4a45,bfa2a0ffa4b3b5ba,ALU
38119000,0000000000024a1c,00c74733,x14,ee716f2e73626469,7efce0fef8fefefc,ALU
38122000,0000000000024a20,00b845b3,x11,bfa2a0ffa4b3b5ba,00fefd00fef8fcfe,ALU
38125000,0000000000024a24,00b76733,x14,7efce0fef8fefefc,7efefdfefefefefe,ALU
38128000,0000000000024a28,01c77733,x14,7efefdfefefefefe,0000010000000000,ALU
38135000,0000000000024a30,ff87c703,x14,0000010000000000,000000000000006a,LOAD
38145000,0000000000024a3c,ff97c703,x14,000000000000006a,0000000000000065,LOAD
38155000,0000000000024a48,ffa7c703,x14,0000000000000065,0000000000000063,LOAD
38165000,0000000000024a54,ffb7c703,x14,0000000000000063,0000000000000074,LOAD
38175000,0000000000024a60,ffc7c703,x14,0000000000000074,000000000000002f,LOAD
38182500,0000000000024ab8,00450513,x10,000000003fc00038,000000003fc0003c,ALU
38194500,0000000000047d2c,00150793,x15,000000003fc00040,000000003fc0003d,ALU
38197500,0000000000047d30,00050493,x9,000000003fc00034,000000003fc0003c,ALU
38200500,0000000000047d34,00078513,x10,000000003fc0003c,000000003fc0003d,ALU
38203500,0000000000047d38,00040593,x11,00fefd00fef8fcfe,000000000000002f,ALU
38206500,0000000000047d3c,c55dc0ef,x1,0000000000047d40,0000000000047d40,JUMP
38211000,0000000000024990,00757793,x15,000000003fc0003d,0000000000000005,ALU
38214000,0000000000024994,0ff5f693,x13,000000000000002f,000000000000002f,ALU
38221000,000000000002499c,00054783,x15,0000000000000005,0000000000000070,LOAD
38230000,00000000000249a8,00068713,x14,000000000000002f,000000000000002f,ALU
38237500,00000000000249bc,00150513,x10,000000003fc0003d,000000003fc0003e,ALU
38240500,00000000000249c0,00757793,x15,0000000000000070,0000000000000006,ALU
38249000,00000000000249b0,00054783,x15,0000000000000006,0000000000000072,LOAD
38258000,00000000000249bc,00150513,x10,000000003fc0003e,000000003fc0003f,ALU
38261000,00000000000249c0,00757793,x15,0000000000000072,0000000000000007,ALU
38269500,00000000000249b0,00054783,x15,0000000000000007,000000000000006f,LOAD
38278500,00000000000249bc,00150513,x10,000000003fc0003f,000000003fc00040,ALU
38281500,00000000000249c0,00757793,x15,000000000000006f,0000000000000000,ALU
38287500,00000000000249c8,00010737,x14,000000000000002f,0000000000010000,ALU
38290500,00000000000249cc,0085979b,x15,0000000000000000,0000000000002f00,ALU
38293500,00000000000249d0,fff7071b,x14,0000000000010000,000000000000ffff,ALU
38296500,00000000000249d4,00e7f7b3,x15,0000000000002f00,0000000000002f00,ALU
38299500,00000000000249d8,0ff5f593,x11,000000000000002f,000000000000002f,ALU
38302500,00000000000249dc,00b7e5b3,x11,000000000000002f,0000000000002f2f,ALU
38305500,00000000000249e0,000967b7,x15,0000000000002f00,0000000000096000,ALU
38308500,00000000000249e4,01059313,x6,2f2f2f2f2f2f2f2f,000000002f2f0000,ALU
38312500,00000000000249e8,9107b883,x17,7efefefefefefeff,7efefefefefefeff,LOAD
38315500,00000000000249ec,000967b7,x15,0000000000096000,0000000000096000,ALU
38318500,00000000000249f0,00b365b3,x11,0000000000002f2f,000000002f2f2f2f,ALU
38322500,00000000000249f4,9187be03,x28,8101010101010100,8101010101010100,LOAD
38325500,00000000000249f8,02059313,x6,000000002f2f0000,2f2f2f2f00000000,ALU
38328500,00000000000249fc,00b36333,x6,2f2f2f2f00000000,2f2f2f2f2f2f2f2f,ALU
38331500,0000000000024a00,00850793,x15,0000000000096000,000000003fc00048,ALU
38436000,0000000000024a04,ff87b603,x12,908d8fd08b9c9a95,0000000000003167,LOAD
38439000,0000000000024a08,00c345b3,x11,000000002f2f2f2f,2f2f2f2f2f2f1e48,ALU
38442000,0000000000024a0c,01160733,x14,000000000000ffff,7efefefefeff3066,ALU
38445000,0000000000024a10,01158833,x16,bf5c5dff5a4b4944,ae2e2e2e2e2e1d47,ALU
38448000,0000000000024a14,fff64613,x12,0000000000003167,ffffffffffffce98,ALU
38451000,0000000000024a18,fff5c593,x11,2f2f2f2f2f2f1e48,d0d0d0d0d0d0e1b7,ALU
38454000,0000000000024a1c,00c74733,x14,7efefefefeff3066,810101010100fefe,ALU
38457000,0000000000024a20,00b845b3,x11,d0d0d0d0d0d0e1b7,7efefefefefefcf0,ALU
38460000,0000000000024a24,00b76733,x14,810101010100fefe,fffffffffffefefe,ALU
38463000,0000000000024a28,01c77733,x14,fffffffffffefefe,8101010101000000,ALU
38470000,0000000000024a30,ff87c703,x14,8101010101000000,0000000000000067,LOAD
38480000,0000000000024a3c,ff97c703,x14,0000000000000067,0000000000000031,LOAD
38490000,0000000000024a48,ffa7c703,x14,0000000000000031,0000000000000000,LOAD
38500500,0000000000024a98,00000513,x10,000000003fc00040,0000000000000000,ALU
38512000,0000000000047d44,01813083,x1,0000000000047d40,0000000000029064,LOAD
38515000,0000000000047d48,00048513,x10,0000000000000000,000000003fc0003c,ALU
38519000,0000000000047d4c,01013403,x8,000000000000002f,000000003fc00008,LOAD
38523000,0000000000047d50,00813483,x9,000000003fc0003c,000000003fc00020,LOAD
38526000,0000000000047d54,02010113,x2,000000003fbffe60,000000003fbffe80,ALU
38582500,0000000000029068,00150513,x10,000000003fc0003c,000000003fc0003d,ALU
38590500,0000000000029070,00043703,x14,0000000000000000,000000003fc00020,LOAD
38598500,0000000000029078,01813083,x1,0000000000029064,000000000002a640,LOAD
38602500,000000000002907c,01013403,x8,000000003fc00008,0000000000000001,LOAD
38652500,0000000000029080,00813483,x9,000000003fc00020,000000003fc00008,LOAD
38655500,0000000000029084,02010113,x2,000000003fbffe80,000000003fbffea0,ALU
38709500,000000000002a640,01813083,x1,000000000002a640,00000000000105ec,LOAD
38713500,000000000002a644,01013403,x8,0000000000000001,0000000000010b00,LOAD
38717500,000000000002a648,00813483,x9,000000003fc00008,0000000000010bd8,LOAD
38721500,000000000002a64c,00013903,x18,000000003fc00018,0000000000000000,LOAD
38724500,000000000002a650,02010113,x2,000000003fbffea0,000000003fbffec0,ALU
38781500,0000000000034880,00023783,x15,000000003fc00048,0000000000095730,LOAD
38829000,0000000000034884,0007b783,x15,0000000000095730,0000000000077bd8,LOAD
38883000,0000000000034888,0407b503,x10,000000003fc0003d,0000000000079408,LOAD
38887000,000000000003488c,0487b603,x12,ffffffffffffce98,0000000000078a08,LOAD
38891000,0000000000034890,0587b703,x14,000000003fc00020,0000000000078408,LOAD
38894000,0000000000034894,10050513,x10,0000000000079408,0000000000079508,ALU
38897000,0000000000034898,20060613,x12,0000000000078a08,0000000000078c08,ALU
38900000,000000000003489c,20070713,x14,0000000000078408,0000000000078608,ALU
39215500,00000000000105f0,00000613,x12,0000000000078c08,0000000000000000,ALU
39218500,00000000000105f4,00000593,x11,7efefefefefefcf0,0000000000000000,ALU
39221500,00000000000105f8,00048513,x10,0000000000079508,0000000000010bd8,ALU
39224500,00000000000105fc,619050ef,x1,00000000000105ec,0000000000010600,JUMP
39323500,0000000000016414,fe010113,x2,000000003fbffec0,000000003fbffea0,ALU
39330500,000000000001641c,00050913,x18,0000000000000000,0000000000010bd8,ALU
39333500,0000000000016420,90818513,x10,0000000000010bd8,00000000000959f8,ALU
39348500,0000000000016430,00058493,x9,0000000000010bd8,0000000000000000,ALU
39351500,0000000000016434,00060413,x8,0000000000010b00,0000000000000000,ALU
39354500,0000000000016438,da9ff0ef,x1,0000000000010600,000000000001643c,JUMP
39407500,00000000000161e0,fd010113,x2,000000003fbffea0,000000003fbffe70,ALU
39418500,00000000000161ec,00050993,x19,0000000000000000,00000000000959f8,ALU
39421500,00000000000161f0,00100513,x10,00000000000959f8,0000000000000001,ALU
39482500,0000000000016200,4dc00893,x17,7efefefefefefeff,00000000000004dc,ALU
39485500,0000000000016204,aec18493,x9,0000000000000000,0000000000095bdc,ALU
39488500,0000000000016208,aec18593,x11,0000000000000000,0000000000095bdc,ALU
39491500,000000000001620c,00000613,x12,0000000000000000,0000000000000000,ALU
39494500,0000000000016210,00050693,x13,000000000000002f,0000000000000001,ALU
39499000,0000000000016214,00000073,x10,0000000000000001,0000000000000000,ECALL
39500000,0000000000016214,00000073,x10,0000000000000000,0000000000000000,ECALL
39501000,0000000000016214,00000073,x10,0000000000000000,0000000000000000,ECALL
39501500,0000000000016214,00000073,x10,0000000000000000,0000000000000000,ECALL
39502000,0000000000016214,00000073,x10,0000000000000000,0000000000000000,ECALL
39502500,0000000000016214,00000073,x10,0000000000000000,0000000000000000,ECALL
39503000,0000000000016214,00000073,x10,0000000000000000,0000000000000000,ECALL
39503500,0000000000016214,00000073,x10,0000000000000000,0000000000000000,ECALL
39504000,0000000000016214,00000073,x10,0000000000000000,0000000000000000,ECALL
39504500,0000000000016214,00000073,x10,0000000000000000,0000000000000000,ECALL
39505000,0000000000016214,00000073,x10,0000000000000000,0000000000000000,ECALL
39505500,0000000000016214,00000073,x10,0000000000000000,0000000000000000,ECALL
39506000,0000000000016214,00000073,x10,0000000000000000,0000000000000000,ECALL
39506500,0000000000016214,00000073,x10,0000000000000000,0000000000000000,ECALL
39507000,0000000000016214,00000073,x10,0000000000000000,0000000000000000,ECALL
39507500,0000000000016214,00000073,x10,0000000000000000,0000000000000000,ECALL
39508000,0000000000016214,00000073,x10,0000000000000000,0000000000000000,ECALL
39508500,0000000000016214,00000073,x10,0000000000000000,0000000000000000,ECALL
39585000,0000000000016220,0009b903,x18,0000000000010bd8,0000000000096388,LOAD
39588000,0000000000016224,00000593,x11,0000000000095bdc,0000000000000000,ALU
39591000,0000000000016228,00090513,x10,0000000000000000,0000000000096388,ALU
39669000,0000000000016230,00853783,x15,0000000000077bd8,0000000000000000,LOAD
39723500,0000000000016270,00053783,x15,0000000000000000,0000000000000000,LOAD
39730500,0000000000016278,00050593,x11,0000000000000000,0000000000096388,ALU
39824500,0000000000016334,00100713,x14,0000000000078608,0000000000000001,ALU
39827500,0000000000016338,01050793,x15,0000000000000000,0000000000096398,ALU
39880000,00000000000162a8,000976b7,x13,0000000000000001,0000000000097000,ALU
39930000,00000000000162ac,0486b703,x14,0000000000000001,0000000000000000,LOAD
39933000,00000000000162b0,00100613,x12,0000000000000000,0000000000000001,ALU
39940000,00000000000162b8,00c70733,x14,0000000000000000,0000000000000001,ALU
39989500,00000000000162c0,4dc00313,x6,2f2f2f2f2f2f2f2f,00000000000004dc,ALU
39992500,00000000000162c4,00100813,x16,ae2e2e2e2e2e1d47,0000000000000001,ALU
40041000,00000000000162c8,aec1a703,x14,0000000000000001,0000000000000001,LOAD
40044000,00000000000162cc,00030893,x17,00000000000004dc,00000000000004dc,ALU
40047000,00000000000162d0,00080513,x10,0000000000096388,0000000000000001,ALU
40050000,00000000000162d4,00048593,x11,0000000000096388,0000000000095bdc,ALU
40053000,00000000000162d8,00070613,x12,0000000000000001,0000000000000001,ALU
40056000,00000000000162dc,00000693,x13,0000000000097000,0000000000000000,ALU
40060500,00000000000162e0,00000073,x10,0000000000000001,0000000000000001,ECALL
40061500,00000000000162e0,00000073,x10,0000000000000001,0000000000000001,ECALL
40062500,00000000000162e0,00000073,x10,0000000000000001,0000000000000001,ECALL
40063000,00000000000162e0,00000073,x10,0000000000000001,0000000000000001,ECALL
40063500,00000000000162e0,00000073,x10,0000000000000001,0000000000000001,ECALL
40064000,00000000000162e0,00000073,x10,0000000000000001,0000000000000001,ECALL
40064500,00000000000162e0,00000073,x10,0000000000000001,0000000000000001,ECALL
40065000,00000000000162e0,00000073,x10,0000000000000001,0000000000000001,ECALL
40065500,00000000000162e0,00000073,x10,0000000000000001,0000000000000001,ECALL
40066000,00000000000162e0,00000073,x10,0000000000000001,0000000000000001,ECALL
40066500,00000000000162e0,00000073,x10,0000000000000001,0000000000000001,ECALL
40067000,00000000000162e0,00000073,x10,0000000000000001,0000000000000001,ECALL
40067500,00000000000162e0,00000073,x10,0000000000000001,0000000000000001,ECALL
40068000,00000000000162e0,00000073,x10,0000000000000001,0000000000000001,ECALL
40068500,00000000000162e0,00000073,x10,0000000000000001,0000000000000001,ECALL
40069000,00000000000162e0,00000073,x10,0000000000000001,0000000000000001,ECALL
40069500,00000000000162e0,00000073,x10,0000000000000001,0000000000000001,ECALL
40070000,00000000000162e0,00000073,x10,0000000000000001,0000000000000001,ECALL
40076500,00000000000162ec,00100613,x12,0000000000000001,0000000000000001,ALU
40083500,00000000000162f4,02813083,x1,000000000001643c,000000000001643c,LOAD
40086500,00000000000162f8,00078513,x10,0000000000000001,0000000000096398,ALU
40090500,00000000000162fc,02013403,x8,0000000000000000,0000000000000000,LOAD
40094500,0000000000016300,01813483,x9,0000000000095bdc,0000000000000000,LOAD
40098500,0000000000016304,01013903,x18,0000000000096388,0000000000010bd8,LOAD
40102500,0000000000016308,00813983,x19,00000000000959f8,0000000000000000,LOAD
40105500,000000000001630c,03010113,x2,000000003fbffe70,000000003fbffea0,ALU
40220500,0000000000016450,00400793,x15,0000000000096398,0000000000000004,ALU
40227500,0000000000016458,00000513,x10,0000000000096398,0000000000000000,ALU
40231500,000000000001645c,01813083,x1,000000000001643c,0000000000010600,LOAD
40235500,0000000000016460,01013403,x8,0000000000000000,0000000000010b00,LOAD
40239500,0000000000016464,00813483,x9,0000000000000000,0000000000010bd8,LOAD
40243500,0000000000016468,00013903,x18,0000000000010bd8,0000000000000000,LOAD
40246500,000000000001646c,02010113,x2,000000003fbffea0,000000003fbffec0,ALU
40301500,0000000000010600,000947b7,x15,0000000000000004,0000000000094000,ALU
40305500,0000000000010604,fb87a783,x15,0000000000094000,0000000000000000,LOAD
40315500,0000000000010610,b601b603,x12,0000000000000001,000000003fc00018,LOAD
40422000,0000000000010614,01013583,x11,0000000000095bdc,000000003fc00008,LOAD
40426000,0000000000010618,00c12503,x10,0000000000000000,0000000000000001,LOAD
40429000,000000000001061c,000400e7,x1,0000000000010600,0000000000010620,JUMP
40478500,0000000000010b00,fc010113,x2,000000003fbffec0,000000003fbffe80,ALU
40489500,0000000000010b0c,00094437,x8,0000000000010b00,0000000000094000,ALU
40492500,0000000000010b10,00094937,x18,0000000000000000,0000000000094000,ALU
40495500,0000000000010b14,f7040793,x15,0000000000000000,0000000000093f70,ALU
40498500,0000000000010b18,f7890913,x18,0000000000094000,0000000000093f78,ALU
40501500,0000000000010b1c,40f90933,x18,0000000000093f78,0000000000000008,ALU
40524500,0000000000010b34,40395913,x18,0000000000000008,0000000000000001,ALU
40527500,0000000000010b38,00050993,x19,0000000000000000,0000000000000001,ALU
40530500,0000000000010b3c,00058a13,x20,0000000000000000,000000003fc00008,ALU
40580500,0000000000010b40,00060a93,x21,0000000000000000,000000003fc00018,ALU
40586500,0000000000010b48,f7040413,x8,0000000000094000,0000000000093f70,ALU
40589500,0000000000010b4c,00000493,x9,0000000000010bd8,0000000000000000,ALU
40671000,0000000000010b50,00043783,x15,0000000000093f70,000000000001038c,LOAD
40674000,0000000000010b54,000a8613,x12,000000003fc00018,000000003fc00018,ALU
40677000,0000000000010b58,000a0593,x11,000000003fc00008,000000003fc00008,ALU
40680000,0000000000010b5c,00098513,x10,0000000000000001,0000000000000001,ALU
40683000,0000000000010b60,00148493,x9,0000000000000000,0000000000000001,ALU
40686000,0000000000010b64,000780e7,x1,0000000000010620,0000000000010b68,JUMP
40736500,000000000001038c,00086197,x3,00000000000960f0,000000000009638c,ALU
40739500,0000000000010390,d6418193,x3,000000000009638c,00000000000960f0,ALU
40747000,0000000000010b68,00840413,x8,0000000000093f70,0000000000093f78,ALU
40753000,0000000000010b70,00094437,x8,0000000000093f78,0000000000094000,ALU
40756000,0000000000010b74,00094937,x18,0000000000000001,0000000000094000,ALU
40759000,0000000000010b78,f7840793,x15,000000000001038c,0000000000093f78,ALU
40762000,0000000000010b7c,f8090913,x18,0000000000094000,0000000000093f80,ALU
40811500,0000000000010b80,40f90933,x18,0000000000093f80,0000000000000008,ALU
40814500,0000000000010b84,40395913,x18,0000000000000008,0000000000000001,ALU
40820500,0000000000010b8c,f7840413,x8,0000000000094000,0000000000093f78,ALU
40823500,0000000000010b90,00000493,x9,0000000000000001,0000000000000000,ALU
40827500,0000000000010b94,00043783,x15,0000000000093f78,000000000001044c,LOAD
40830500,0000000000010b98,000a8613,x12,000000003fc00018,000000003fc00018,ALU
40833500,0000000000010b9c,000a0593,x11,000000003fc00008,000000003fc00008,ALU
40836500,0000000000010ba0,00098513,x10,0000000000000001,0000000000000001,ALU
40839500,0000000000010ba4,00148493,x9,0000000000000000,0000000000000001,ALU
40842500,0000000000010ba8,000780e7,x1,0000000000010b68,0000000000010bac,JUMP
40895500,000000000001044c,000737b7,x15,000000000001044c,0000000000073000,ALU
40898500,0000000000010450,88078793,x15,0000000000073000,0000000000072880,ALU
40904500,0000000000010458,0008f537,x10,0000000000000001,000000000008f000,ALU
40907500,000000000001045c,ff010113,x2,000000003fbffe80,000000003fbffe70,ALU
40910500,0000000000010460,d9018593,x11,000000003fc00008,0000000000095e80,ALU
40913500,0000000000010464,c0850513,x10,000000000008f000,000000000008ec08,ALU
40920500,000000000001046c,414620ef,x1,0000000000010bac,0000000000010470,JUMP
41022000,0000000000072884,00052783,x15,0000000000072880,0000000000000014,LOAD
41078500,0000000000072744,fff00793,x15,0000000000000014,ffffffffffffffff,ALU
41085500,000000000007274c,7f800793,x15,ffffffffffffffff,00000000000007f8,ALU
41104500,0000000000072760,00023797,x15,00000000000007f8,0000000000095760,ALU
41178000,0000000000072764,1687b783,x15,0000000000095760,0000000000000000,LOAD
41231500,00000000000727c4,00024797,x15,0000000000000000,00000000000967c4,ALU
41283000,00000000000727c8,42c7b783,x15,00000000000967c4,0000000000000000,LOAD
41290000,00000000000727d0,00024297,x5,0000000000000000,00000000000967d0,ALU
41302500,0000000000010470,00813083,x1,0000000000010470,0000000000010bac,LOAD
41305500,0000000000010474,01010113,x2,000000003fbffe70,000000003fbffe80,ALU
41360500,00000000000103c4,00096537,x10,000000000008ec08,0000000000096000,ALU
41363500,00000000000103c8,8b050793,x15,0000000000000000,00000000000958b0,ALU
41366500,00000000000103cc,00096737,x14,0000000000000001,0000000000096000,ALU
41369500,00000000000103d0,8b070593,x11,0000000000095e80,00000000000958b0,ALU
41372500,00000000000103d4,40f585b3,x11,00000000000958b0,0000000000000000,ALU
41375500,00000000000103d8,4035d593,x11,0000000000000000,0000000000000000,ALU
41378500,00000000000103dc,03f5d793,x15,00000000000958b0,0000000000000000,ALU
41381500,00000000000103e0,00b785b3,x11,0000000000000000,0000000000000000,ALU
41384500,00000000000103e4,4015d593,x11,0000000000000000,0000000000000000,ALU
41443000,0000000000010bac,00840413,x8,0000000000093f78,0000000000093f80,ALU
41450000,0000000000010bb4,03813083,x1,0000000000010bac,0000000000010620,LOAD
41454000,0000000000010bb8,03013403,x8,0000000000093f80,0000000000010b00,LOAD
41458000,0000000000010bbc,02813483,x9,0000000000000001,0000000000010bd8,LOAD
41508500,0000000000010bc0,02013903,x18,0000000000000001,0000000000000000,LOAD
41512500,0000000000010bc4,01813983,x19,0000000000000001,0000000000000000,LOAD
41516500,0000000000010bc8,01013a03,x20,000000003fc00008,0000000000000000,LOAD
41520500,0000000000010bcc,00813a83,x21,000000003fc00018,0000000000000000,LOAD
41523500,0000000000010bd0,04010113,x2,000000003fbffe80,000000003fbffec0,ALU
41579500,0000000000010620,00000593,x11,0000000000000000,0000000000000000,ALU
41582500,0000000000010624,00000513,x10,0000000000096000,0000000000000000,ALU
41585500,0000000000010628,7e1180ef,x1,0000000000010620,000000000001062c,JUMP
41681500,0000000000029674,000977b7,x15,0000000000000000,0000000000097000,ALU
41684500,0000000000029678,05078793,x15,0000000000097000,0000000000097050,ALU
41688500,000000000002967c,0087b703,x14,0000000000096000,0000000000000000,LOAD
41694500,0000000000029684,00100713,x14,0000000000000000,0000000000000001,ALU
41704500,0000000000029690,00097737,x14,0000000000000001,0000000000097000,ALU
41708500,0000000000029694,07073503,x10,0000000000000000,0000000000000000,LOAD
41716000,000000000002963c,00359713,x14,0000000000097000,0000000000000000,ALU
41719000,0000000000029640,00b705b3,x11,0000000000000000,0000000000000000,ALU
41722000,0000000000029644,00095737,x14,0000000000000000,0000000000095000,ALU
41725000,0000000000029648,3e870713,x14,0000000000095000,00000000000953e8,ALU
41728000,000000000002964c,00459593,x11,0000000000000000,0000000000000000,ALU
41731000,0000000000029650,00e585b3,x11,0000000000000000,00000000000953e8,ALU
41805000,0000000000029654,0005b703,x14,00000000000953e8,0000000000094f28,LOAD
41816000,0000000000029660,00029737,x14,0000000000094f28,0000000000029000,ALU
41819000,0000000000029664,60470713,x14,0000000000029000,0000000000029604,ALU
41826000,000000000002966c,00078513,x10,0000000000000000,0000000000097050,ALU
41879500,000000000001062c,02810513,x10,0000000000097050,000000003fbffee8,ALU
41882500,0000000000010630,689040ef,x1,000000000001062c,0000000000010634,JUMP
41930500,00000000000154b8,00000593,x11,00000000000953e8,0000000000000000,ALU
42237000,0000000000015500,ff010113,x2,000000003fbffec0,000000003fbffeb0,ALU
42248000,000000000001550c,00050413,x8,0000000000010b00,000000003fbffee8,ALU
42256500,0000000000015528,00813083,x1,0000000000010634,0000000000010634,LOAD
