TIME,PC,INSTRUCTION,REG_DEST,PREV_VALUE,NEW_VALUE,UPDATE_TYPE
20681000,0000000000015fa8,0004b403,x8,0000000000000001,0000000000000000,LOAD
20687000,0000000000015fb0,0087991b,x18,0000000000097000,0000000000004400,ALU
20690000,0000000000015fb4,00d96933,x18,0000000000004400,000000000000444c,ALU
20693000,0000000000015fb8,0109191b,x18,000000000000444c,00000000444c0000,ALU
20696000,0000000000015fbc,00050993,x19,0000000000097000,000000000000000f,ALU
20699000,0000000000015fc0,4109591b,x18,00000000444c0000,000000000000444c,ALU
20702000,0000000000015fc4,ffe50a93,x21,0000000000000000,000000000000000d,ALU
20705000,0000000000015fc8,002a0a13,x20,0000000000076388,000000000007638a,ALU
20713500,000000000001606c,03813083,x1,0000000000015f94,0000000000029d70,LOAD
20716500,0000000000016070,00040513,x10,000000000000000f,0000000000000000,ALU
20720500,0000000000016074,02813483,x9,000000003fc00018,0000000000097000,LOAD
20724500,0000000000016078,03013403,x8,0000000000000000,0000000000000001,LOAD
20728500,000000000001607c,02013903,x18,000000000000444c,0000000000097000,LOAD
20732500,0000000000016080,01813983,x19,000000000000000f,0000000000097000,LOAD
20736500,0000000000016084,01013a03,x20,000000000007638a,0000000000000000,LOAD
20740500,0000000000016088,00813a83,x21,000000000000000d,0000000000000000,LOAD
20744500,000000000001608c,00013b03,x22,0000000000000000,0000000000000000,LOAD
20747500,0000000000016090,04010113,x2,000000003fbffe00,000000003fbffe40,ALU
20801500,0000000000029d70,55d240ef,x1,0000000000029d70,0000000000029d74,JUMP
20849500,000000000004eacc,000977b7,x15,0000000000000044,0000000000097000,ALU
20852500,000000000004ead0,fc010113,x2,000000003fbffe40,000000003fbffe00,ALU
20925000,000000000004ead4,0807b583,x11,0000000000000010,0000000000000000,LOAD
20928000,000000000004ead8,000977b7,x15,0000000000097000,0000000000097000,ALU
20939000,000000000004eae4,00094a37,x20,0000000000000000,0000000000094000,ALU
20942000,000000000004eae8,00050a93,x21,0000000000000000,0000000000000000,ALU
20946000,000000000004eaec,0b07b503,x10,0000000000000000,0000000000000000,LOAD
20949000,000000000004eaf0,fc0a0a13,x20,0000000000094000,0000000000093fc0,ALU
20956000,000000000004eaf8,008a0693,x13,000000000000004c,0000000000093fc8,ALU
20959000,000000000004eafc,04010413,x8,0000000000000001,000000003fbffe40,ALU
21008500,000000000004eb00,010a0613,x12,ffffffffffffffff,0000000000093fd0,ALU
21027500,000000000004eb14,57c030ef,x1,0000000000029d74,000000000004eb18,JUMP
21080500,0000000000052090,f4010113,x2,000000003fbffe00,000000003fbffd40,ALU
21160000,0000000000052098,b881b283,x5,0000000000000000,0000000000000000,LOAD
21164000,000000000005209c,b701bf83,x31,0000000000097000,0000000000000000,LOAD
21240000,00000000000520a4,0c010413,x8,000000003fbffe40,000000003fbffe00,ALU
21407500,00000000000520d8,01f2f4b3,x9,0000000000097000,0000000000000000,ALU
21414500,00000000000520e0,00050a13,x20,0000000000093fc0,0000000000000000,ALU
21417500,00000000000520e4,00058a93,x21,0000000000000000,0000000000000000,ALU
21420500,00000000000520e8,00a03633,x12,0000000000093fd0,0000000000000000,ALU
21476500,000000000005277c,00160913,x18,0000000000097000,0000000000000001,ALU
21569500,0000000000052134,000977b7,x15,0000000000097000,0000000000097000,ALU
21573500,0000000000052138,0c07bb03,x22,0000000000000000,0000000000000000,LOAD
21668500,00000000000522bc,00491793,x15,0000000000097000,0000000000000010,ALU
21713500,00000000000522c0,40f10133,x2,000000003fbffd40,000000003fbffd30,ALU
21716500,00000000000522c4,00010993,x19,0000000000097000,000000003fbffd30,ALU
21719500,00000000000522c8,00100813,x16,0000000000098fa8,0000000000000001,ALU
21722500,00000000000522cc,00000c93,x25,0000000000000000,0000000000000000,ALU
21725500,00000000000522d0,000c8513,x10,0000000000000000,0000000000000000,ALU
21830500,0000000000052724,00080613,x12,0000000000000000,0000000000000001,ALU
21833500,0000000000052728,00050813,x16,0000000000000001,0000000000000000,ALU
21841000,000000000005236c,00481793,x15,0000000000000010,0000000000000000,ALU
21844000,0000000000052370,000866b7,x13,0000000000093fc8,0000000000086000,ALU
21847000,0000000000052374,00f987b3,x15,0000000000000000,000000003fbffd30,ALU
21850000,0000000000052378,0a068693,x13,0000000000086000,00000000000860a0,ALU
21970500,0000000000052380,00300693,x13,00000000000860a0,0000000000000003,ALU
21980500,000000000005238c,00100793,x15,000000003fbffd30,0000000000000001,ALU
21984500,0000000000052390,0089bc83,x25,0000000000000000,0000000000000003,LOAD
22041500,00000000000526c0,f7843783,x15,0000000000000001,0000000000093fd0,LOAD
22044500,00000000000526c4,00200493,x9,0000000000000000,0000000000000002,ALU
22047500,00000000000526c8,021c8513,x10,0000000000000000,0000000000000024,ALU
22098000,00000000000526d0,871d00ef,x1,000000000004eb18,00000000000526d4,JUMP
22221000,0000000000022f40,9681b303,x6,0000000000000830,0000000000000000,LOAD
22227000,0000000000022f48,fe010113,x2,000000003fbffd30,000000003fbffd10,ALU
22305000,0000000000022f50,02823403,x8,000000003fbffe00,0000000000094698,LOAD
22316000,0000000000022f5c,00050493,x9,0000000000000002,0000000000000024,ALU
22371000,0000000000022f64,00442783,x15,0000000000093fd0,0000000000000000,LOAD
22374000,0000000000022f68,0047f793,x15,0000000000000000,0000000000000000,ALU
22380000,0000000000022f70,00100513,x10,0000000000000024,0000000000000001,ALU
22383000,0000000000022f74,4dc00893,x17,000000003fbfee5b,00000000000004dc,ALU
22386000,0000000000022f78,00040593,x11,0000000000000000,0000000000094698,ALU
22389000,0000000000022f7c,00000613,x12,0000000000000001,0000000000000000,ALU
22442500,0000000000022f80,00050693,x13,0000000000000003,0000000000000001,ALU
22447000,0000000000022f84,00000073,x10,0000000000000001,0000000000000000,ECALL
22448000,0000000000022f84,00000073,x10,0000000000000000,0000000000000000,ECALL
22449000,0000000000022f84,00000073,x10,0000000000000000,0000000000000000,ECALL
22449500,0000000000022f84,00000073,x10,0000000000000000,0000000000000000,ECALL
22450000,0000000000022f84,00000073,x10,0000000000000000,0000000000000000,ECALL
22450500,0000000000022f84,00000073,x10,0000000000000000,0000000000000000,ECALL
22451000,0000000000022f84,00000073,x10,0000000000000000,0000000000000000,ECALL
22451500,0000000000022f84,00000073,x10,0000000000000000,0000000000000000,ECALL
22452000,0000000000022f84,00000073,x10,0000000000000000,0000000000000000,ECALL
22452500,0000000000022f84,00000073,x10,0000000000000000,0000000000000000,ECALL
22453000,0000000000022f84,00000073,x10,0000000000000000,0000000000000000,ECALL
22453500,0000000000022f84,00000073,x10,0000000000000000,0000000000000000,ECALL
22454000,0000000000022f84,00000073,x10,0000000000000000,0000000000000000,ECALL
22454500,0000000000022f84,00000073,x10,0000000000000000,0000000000000000,ECALL
22455000,0000000000022f84,00000073,x10,0000000000000000,0000000000000000,ECALL
22455500,0000000000022f84,00000073,x10,0000000000000000,0000000000000000,ECALL
22456000,0000000000022f84,00000073,x10,0000000000000000,0000000000000000,ECALL
22456500,0000000000022f84,00000073,x10,0000000000000000,0000000000000000,ECALL
22463000,0000000000022f90,00048593,x11,0000000000094698,0000000000000024,ALU
22466000,0000000000022f94,00040513,x10,0000000000000000,0000000000094698,ALU
22469000,0000000000022f98,c60fe0ef,x1,00000000000526d4,0000000000022f9c,JUMP
22520500,00000000000213f8,f4010113,x2,000000003fbffd10,000000003fbffc50,ALU
22784000,0000000000021430,fbf00793,x15,0000000000000000,ffffffffffffffbf,ALU
22845000,000000000002143c,01758313,x6,0000000000000000,000000000000003b,ALU
22898500,0000000000021440,01f00793,x15,ffffffffffffffbf,000000000000001f,ALU
22901500,0000000000021444,00050d93,x27,0000000000000000,0000000000094698,ALU
22907500,000000000002144c,ff037c93,x25,0000000000000003,0000000000000030,ALU
22913500,0000000000021454,000c8a1b,x20,0000000000000000,0000000000000030,ALU
23019000,0000000000021458,b581b783,x15,000000000000001f,0000000000000080,LOAD
23022000,000000000002145c,004a571b,x14,0000000000000041,0000000000000003,ALU
23123500,0000000000021b04,ffe70e9b,x29,0000000000094000,0000000000000001,ALU
23126500,0000000000021b08,020e9793,x15,0000000000000080,0000000100000000,ALU
23129500,0000000000021b0c,0207d793,x15,0000000100000000,0000000000000001,ALU
23132500,0000000000021b10,00379713,x14,0000000000000003,0000000000000008,ALU
23135500,0000000000021b14,00e50733,x14,0000000000000008,00000000000946a0,ALU
23190000,0000000000021b18,00873603,x12,0000000000000000,0000000000000000,LOAD
23193000,0000000000021b1c,00178713,x14,00000000000946a0,0000000000000002,ALU
23196000,0000000000021b20,00371713,x14,0000000000000002,0000000000000010,ALU
23199000,0000000000021b24,00e50733,x14,0000000000000010,00000000000946a8,ALU
23209500,0000000000021468,3ff00793,x15,0000000000000001,00000000000003ff,ALU
23216500,0000000000021470,02012783,x15,00000000000003ff,0000000000000003,LOAD
23219500,0000000000021474,0017971b,x14,00000000000946a8,0000000000000006,ALU
23222500,0000000000021478,ffe7071b,x14,0000000000000006,0000000000000004,ALU
23225500,000000000002147c,02071713,x14,0000000000000004,0000000400000000,ALU
23273500,0000000000021480,02075713,x14,0000000400000000,0000000000000004,ALU
23276500,0000000000021484,00d70713,x14,0000000000000004,0000000000000011,ALU
23279500,0000000000021488,00371713,x14,0000000000000011,0000000000000088,ALU
23342500,00000000000216e8,00ed8733,x14,0000000000000088,0000000000094720,ALU
23346500,00000000000216ec,00873783,x15,0000000000000003,0000000000094710,LOAD
23349500,00000000000216f0,ff070693,x13,0000000000000001,0000000000094710,ALU
23411500,0000000000021b64,009cd713,x14,0000000000094720,0000000000000000,ALU
23414500,0000000000021b68,006cd793,x15,0000000000094710,0000000000000000,ALU
23421500,0000000000021b70,05b7071b,x14,0000000000000000,000000000000005b,ALU
23432500,0000000000021b7c,0307879b,x15,0000000000000000,0000000000000030,ALU
23599500,0000000000021b84,00412783,x15,0000000000000030,0000000000000003,LOAD
23614500,0000000000021b94,06e00793,x15,0000000000000003,000000000000006e,ALU
23621500,0000000000021b9c,07700793,x15,000000000000006e,0000000000000077,ALU
23628500,0000000000021ba4,07c00793,x15,0000000000000077,000000000000007c,ALU
23687500,00000000000215b8,00001ab7,x21,0000000000000000,0000000000001000,ALU
23690500,00000000000215bc,020c8793,x15,000000000000007c,0000000000000050,ALU
23735500,00000000000215c0,058d8c13,x24,0000000000000000,00000000000946f0,ALU
23738500,00000000000215c4,015d8a33,x20,0000000000000030,0000000000095698,ALU
23745500,00000000000215cc,00002937,x18,0000000000000001,0000000000002000,ALU
23748500,00000000000215d0,7109091b,x18,0000000000002000,0000000000002710,ALU
23751500,00000000000215d4,01000b13,x22,0000000000000000,0000000000000010,ALU
23754500,00000000000215d8,3ff00b93,x23,0000000000000000,00000000000003ff,ALU
23757500,00000000000215dc,03000413,x8,0000000000094698,0000000000000030,ALU
23814500,0000000000021644,070dbd03,x26,0000000000000000,00000000000946f0,LOAD
23867500,00000000000218d0,3ff00793,x15,0000000000000050,00000000000003ff,ALU
23919500,000000000002190c,00412703,x14,000000000000005b,0000000000000003,LOAD
23922500,0000000000021910,00400813,x16,0000000000000000,0000000000000004,ALU
23925500,0000000000021914,0017061b,x12,0000000000000000,0000000000000004,ALU
23928500,0000000000021918,0056559b,x11,0000000000000024,0000000000000000,ALU
23931500,000000000002191c,02059513,x10,0000000000094698,0000000000000000,ALU
23934500,0000000000021920,02055513,x10,0000000000000000,0000000000000000,ALU
23937500,0000000000021924,0017171b,x14,0000000000000003,0000000000000006,ALU
23940500,0000000000021928,21450793,x15,00000000000003ff,0000000000000214,ALU
23943500,000000000002192c,02071713,x14,0000000000000006,0000000600000000,ALU
23946500,0000000000021930,00279793,x15,0000000000000214,0000000000000850,ALU
23949500,0000000000021934,02075713,x14,0000000600000000,0000000000000006,ALU
23952500,0000000000021938,00fd87b3,x15,0000000000000850,0000000000094ee8,ALU
23955500,000000000002193c,00371713,x14,0000000000000006,0000000000000030,ALU
24075000,0000000000021940,0087a683,x13,0000000000094710,0000000000000000,LOAD
24078000,0000000000021944,05870713,x14,0000000000000030,0000000000000088,ALU
24081000,0000000000021948,00100793,x15,0000000000094ee8,0000000000000001,ALU
24084000,000000000002194c,00ed8733,x14,0000000000000088,0000000000094720,ALU
24087000,0000000000021950,00c797bb,x15,0000000000000001,0000000000000010,ALU
24140500,00000000000219bc,0015859b,x11,0000000000000000,0000000000000001,ALU
24190000,00000000000219a0,02059513,x10,0000000000000000,0000000100000000,ALU
24193000,00000000000219a4,02055513,x10,0000000100000000,0000000000000001,ALU
24196000,00000000000219a8,21450793,x15,0000000000000010,0000000000000215,ALU
24199000,00000000000219ac,00279793,x15,0000000000000215,0000000000000854,ALU
24202000,00000000000219b0,00fd87b3,x15,0000000000000854,0000000000094eec,ALU
24206000,00000000000219b4,0087a683,x13,0000000000000000,0000000000000000,LOAD
24212000,00000000000219bc,0015859b,x11,0000000000000001,0000000000000002,ALU
24219500,00000000000219a0,02059513,x10,0000000000000001,0000000200000000,ALU
24222500,00000000000219a4,02055513,x10,0000000200000000,0000000000000002,ALU
24225500,00000000000219a8,21450793,x15,0000000000094eec,0000000000000216,ALU
24228500,00000000000219ac,00279793,x15,0000000000000216,0000000000000858,ALU
24231500,00000000000219b0,00fd87b3,x15,0000000000000858,0000000000094ef0,ALU
24235500,00000000000219b4,0087a683,x13,0000000000000000,0000000000000000,LOAD
24241500,00000000000219bc,0015859b,x11,0000000000000002,0000000000000003,ALU
24249000,00000000000219a0,02059513,x10,0000000000000002,0000000300000000,ALU
24252000,00000000000219a4,02055513,x10,0000000300000000,0000000000000003,ALU
24255000,00000000000219a8,21450793,x15,0000000000094ef0,0000000000000217,ALU
24258000,00000000000219ac,00279793,x15,0000000000000217,000000000000085c,ALU
24261000,00000000000219b0,00fd87b3,x15,000000000000085c,0000000000094ef4,ALU
24265000,00000000000219b4,0087a683,x13,0000000000000000,0000000000000000,LOAD
24271000,00000000000219bc,0015859b,x11,0000000000000003,0000000000000004,ALU
24327000,00000000000219c4,058db783,x15,0000000000094ef4,0000000000098fb0,LOAD
24331000,00000000000219c8,00813683,x13,0000000000000000,0000000000000050,LOAD
24335000,00000000000219cc,0087b703,x14,0000000000094720,0000000000021051,LOAD
24338000,00000000000219d0,ff877713,x14,0000000000021051,0000000000021050,ALU
24398500,0000000000021df0,000946b7,x13,0000000000000050,0000000000094000,ALU
24401500,0000000000021df4,69868693,x13,0000000000094000,0000000000094698,ALU
24404500,0000000000021df8,40dd86b3,x13,0000000000094698,0000000000000000,ALU
24407500,0000000000021dfc,00d036b3,x13,0000000000000000,0000000000000000,ALU
24452500,0000000000021e00,001ce613,x12,0000000000000004,0000000000000031,ALU
24455500,0000000000021e04,00269693,x13,0000000000000000,0000000000000000,ALU
24458500,0000000000021e08,01978533,x10,0000000000000003,0000000000098fe0,ALU
24461500,0000000000021e0c,00d666b3,x13,0000000000000000,0000000000000031,ALU
24468500,0000000000021e14,41970733,x14,0000000000021050,0000000000021020,ALU
24472500,0000000000021e18,b441a583,x11,0000000000000004,0000000000000000,LOAD
24479500,0000000000021e20,00176713,x14,0000000000021020,0000000000021021,ALU
24558000,0000000000021e28,01078d13,x26,00000000000946f0,0000000000098fc0,ALU
24612500,0000000000021ac4,0b813083,x1,0000000000022f9c,0000000000022f9c,LOAD
24615500,0000000000021ac8,000d0513,x10,0000000000098fe0,0000000000098fc0,ALU
24619500,0000000000021acc,0b013403,x8,0000000000000030,0000000000094698,LOAD
24623500,0000000000021ad0,0a813483,x9,0000000000000024,0000000000000024,LOAD
24627500,0000000000021ad4,0a013903,x18,0000000000002710,0000000000000001,LOAD
24631500,0000000000021ad8,09813983,x19,000000003fbffd30,000000003fbffd30,LOAD
24635500,0000000000021adc,09013a03,x20,0000000000095698,0000000000000000,LOAD
24639500,0000000000021ae0,08813a83,x21,0000000000001000,0000000000000000,LOAD
24643500,0000000000021ae4,08013b03,x22,0000000000000010,0000000000000000,LOAD
24647500,0000000000021ae8,07813b83,x23,00000000000003ff,0000000000000000,LOAD
24651500,0000000000021aec,07013c03,x24,00000000000946f0,0000000000000000,LOAD
24655500,0000000000021af0,06813c83,x25,0000000000000030,0000000000000003,LOAD
24659500,0000000000021af4,06013d03,x26,0000000000098fc0,0000000000000000,LOAD
24663500,0000000000021af8,05813d83,x27,0000000000094698,0000000000000000,LOAD
24666500,0000000000021afc,0c010113,x2,000000003fbffc50,000000003fbffd10,ALU
24764500,0000000000022f9c,00050793,x15,0000000000098fb0,0000000000098fc0,ALU
24770500,0000000000022fa4,4dc00313,x6,000000000000003b,00000000000004dc,ALU
24773500,0000000000022fa8,00100813,x16,0000000000000004,0000000000000001,ALU
24777500,0000000000022fac,00042703,x14,0000000000021021,0000000000000001,LOAD
24780500,0000000000022fb0,00030893,x17,00000000000004dc,00000000000004dc,ALU
24783500,0000000000022fb4,00080513,x10,0000000000098fc0,0000000000000001,ALU
24786500,0000000000022fb8,00040593,x11,0000000000000000,0000000000094698,ALU
24789500,0000000000022fbc,00070613,x12,0000000000000031,0000000000000001,ALU
24839500,0000000000022fc0,00000693,x13,0000000000000031,0000000000000000,ALU
24844000,0000000000022fc4,00000073,x10,0000000000000001,0000000000000001,ECALL
24845000,0000000000022fc4,00000073,x10,0000000000000001,0000000000000001,ECALL
24846000,0000000000022fc4,00000073,x10,0000000000000001,0000000000000001,ECALL
24846500,0000000000022fc4,00000073,x10,0000000000000001,0000000000000001,ECALL
24847000,0000000000022fc4,00000073,x10,0000000000000001,0000000000000001,ECALL
24847500,0000000000022fc4,00000073,x10,0000000000000001,0000000000000001,ECALL
24848000,0000000000022fc4,00000073,x10,0000000000000001,0000000000000001,ECALL
24848500,0000000000022fc4,00000073,x10,0000000000000001,0000000000000001,ECALL
24849000,0000000000022fc4,00000073,x10,0000000000000001,0000000000000001,ECALL
24849500,0000000000022fc4,00000073,x10,0000000000000001,0000000000000001,ECALL
24850000,0000000000022fc4,00000073,x10,0000000000000001,0000000000000001,ECALL
24850500,0000000000022fc4,00000073,x10,0000000000000001,0000000000000001,ECALL
24851000,0000000000022fc4,00000073,x10,0000000000000001,0000000000000001,ECALL
24851500,0000000000022fc4,00000073,x10,0000000000000001,0000000000000001,ECALL
24852000,0000000000022fc4,00000073,x10,0000000000000001,0000000000000001,ECALL
24852500,0000000000022fc4,00000073,x10,0000000000000001,0000000000000001,ECALL
24853000,0000000000022fc4,00000073,x10,0000000000000001,0000000000000001,ECALL
24853500,0000000000022fc4,00000073,x10,0000000000000001,0000000000000001,ECALL
24860000,0000000000022fd0,00100613,x12,0000000000000001,0000000000000001,ALU
24870000,0000000000022fdc,ff87b703,x14,0000000000000001,0000000000000031,LOAD
24873000,0000000000022fe0,00277693,x13,0000000000000000,0000000000000000,ALU
24879000,0000000000022fe8,00477713,x14,0000000000000031,0000000000000000,ALU
24932500,0000000000023090,00094737,x14,0000000000000000,0000000000094000,ALU
24935500,0000000000023094,69870713,x14,0000000000094000,0000000000094698,ALU
24987500,0000000000023004,01813083,x1,0000000000022f9c,00000000000526d4,LOAD
24990500,0000000000023008,00078513,x10,0000000000000001,0000000000098fc0,ALU
24994500,000000000002300c,01013403,x8,0000000000094698,000000003fbffe00,LOAD
24998500,0000000000023010,00813483,x9,0000000000000024,0000000000000002,LOAD
25001500,0000000000023014,02010113,x2,000000003fbffd10,000000003fbffd30,ALU
25055500,00000000000526d4,00050b93,x23,0000000000000000,0000000000098fc0,ALU
25058500,00000000000526d8,001c8793,x15,0000000000098fc0,0000000000000004,ALU
25065500,00000000000526e0,0009b583,x11,0000000000094698,00000000000860a0,LOAD
25068500,00000000000526e4,02050513,x10,0000000000098fc0,0000000000098fe0,ALU
25087500,00000000000526f8,000c8613,x12,0000000000000001,0000000000000003,ALU
25090500,00000000000526fc,b49d30ef,x1,00000000000526d4,0000000000052700,JUMP
25184500,0000000000026244,00a5c7b3,x15,0000000000000004,000000000001ef40,ALU
25187500,0000000000026248,0077f793,x15,000000000001ef40,0000000000000000,ALU
25190500,000000000002624c,00c508b3,x17,00000000000004dc,0000000000098fe3,ALU
25196500,0000000000026254,00700793,x15,0000000000000000,0000000000000007,ALU
25253500,0000000000026340,00050713,x14,0000000000094698,0000000000098fe0,ALU
25259500,0000000000026348,40e888b3,x17,0000000000098fe3,0000000000000003,ALU
25262500,000000000002634c,011588b3,x17,0000000000000003,00000000000860a3,ALU
25320000,0000000000026350,0005c783,x15,0000000000000007,0000000000000074,LOAD
25323000,0000000000026354,00170713,x14,0000000000098fe0,0000000000098fe1,ALU
25326000,0000000000026358,00158593,x11,00000000000860a0,00000000000860a1,ALU
25338500,0000000000026350,0005c783,x15,0000000000000074,000000000000006c,LOAD
25341500,0000000000026354,00170713,x14,0000000000098fe1,0000000000098fe2,ALU
25344500,0000000000026358,00158593,x11,00000000000860a1,00000000000860a2,ALU
25357000,0000000000026350,0005c783,x15,000000000000006c,0000000000000073,LOAD
25360000,0000000000026354,00170713,x14,0000000000098fe2,0000000000098fe3,ALU
25363000,0000000000026358,00158593,x11,00000000000860a2,00000000000860a3,ALU
25378500,0000000000052700,f7843703,x14,0000000000098fe3,0000000000093fd0,LOAD
25381500,0000000000052704,02f00793,x15,0000000000000073,000000000000002f,ALU
25384500,0000000000052708,01950533,x10,0000000000098fe0,0000000000098fe3,ALU
25396500,0000000000052714,008bb783,x15,000000000000002f,0000000000000004,LOAD
25400500,0000000000052718,f4843703,x14,0000000000093fd0,0000000000093fc8,LOAD
25460500,000000000005267c,f4040113,x2,000000003fbffd30,000000003fbffd40,ALU
25506500,0000000000052680,0b813083,x1,0000000000052700,000000000004eb18,LOAD
25509500,0000000000052684,000b8513,x10,0000000000098fe3,0000000000098fc0,ALU
25513500,0000000000052688,0b013403,x8,000000003fbffe00,000000003fbffe40,LOAD
25517500,000000000005268c,0a813483,x9,0000000000000002,0000000000097000,LOAD
25521500,0000000000052690,0a013903,x18,0000000000000001,0000000000097000,LOAD
25525500,0000000000052694,09813983,x19,000000003fbffd30,0000000000097000,LOAD
25529500,0000000000052698,09013a03,x20,0000000000000000,0000000000093fc0,LOAD
25533500,000000000005269c,08813a83,x21,0000000000000000,0000000000000000,LOAD
25537500,00000000000526a0,08013b03,x22,0000000000000000,0000000000000000,LOAD
25541500,00000000000526a4,07813b83,x23,0000000000098fc0,0000000000000000,LOAD
25545500,00000000000526a8,07013c03,x24,0000000000000000,0000000000000000,LOAD
25549500,00000000000526ac,06813c83,x25,0000000000000003,0000000000000000,LOAD
25553500,00000000000526b0,06013d03,x26,0000000000000000,0000000000000000,LOAD
25557500,00000000000526b4,05813d83,x27,0000000000000000,0000000000000000,LOAD
25560500,00000000000526b8,0c010113,x2,000000003fbffd40,000000003fbffe00,ALU
25620500,000000000004eb1c,01800513,x10,0000000000098fc0,0000000000000018,ALU
25623500,000000000004eb20,c20d40ef,x1,000000000004eb18,000000000004eb24,JUMP
25674500,0000000000022f40,9681b303,x6,00000000000004dc,0000000000000000,LOAD
25680500,0000000000022f48,fe010113,x2,000000003fbffe00,000000003fbffde0,ALU
25688500,0000000000022f50,02823403,x8,000000003fbffe40,0000000000094698,LOAD
25699500,0000000000022f5c,00050493,x9,0000000000097000,0000000000000018,ALU
25755000,0000000000022f64,00442783,x15,0000000000000004,0000000000000000,LOAD
25758000,0000000000022f68,0047f793,x15,0000000000000000,0000000000000000,ALU
25764000,0000000000022f70,00100513,x10,0000000000000018,0000000000000001,ALU
25767000,0000000000022f74,4dc00893,x17,00000000000860a3,00000000000004dc,ALU
25770000,0000000000022f78,00040593,x11,00000000000860a3,0000000000094698,ALU
25773000,0000000000022f7c,00000613,x12,0000000000000003,0000000000000000,ALU
25776000,0000000000022f80,00050693,x13,0000000000000000,0000000000000001,ALU
25780500,0000000000022f84,00000073,x10,0000000000000001,0000000000000000,ECALL
25781500,0000000000022f84,00000073,x10,0000000000000000,0000000000000000,ECALL
25782500,0000000000022f84,00000073,x10,0000000000000000,0000000000000000,ECALL
25783000,0000000000022f84,00000073,x10,0000000000000000,0000000000000000,ECALL
25783500,0000000000022f84,00000073,x10,0000000000000000,0000000000000000,ECALL
25784000,0000000000022f84,00000073,x10,0000000000000000,0000000000000000,ECALL
25784500,0000000000022f84,00000073,x10,0000000000000000,0000000000000000,ECALL
25785000,0000000000022f84,00000073,x10,0000000000000000,0000000000000000,ECALL
25785500,0000000000022f84,00000073,x10,0000000000000000,0000000000000000,ECALL
25786000,0000000000022f84,00000073,x10,0000000000000000,0000000000000000,ECALL
25786500,0000000000022f84,00000073,x10,0000000000000000,0000000000000000,ECALL
25787000,0000000000022f84,00000073,x10,0000000000000000,0000000000000000,ECALL
25787500,0000000000022f84,00000073,x10,0000000000000000,0000000000000000,ECALL
25788000,0000000000022f84,00000073,x10,0000000000000000,0000000000000000,ECALL
25788500,0000000000022f84,00000073,x10,0000000000000000,0000000000000000,ECALL
25789000,0000000000022f84,00000073,x10,0000000000000000,0000000000000000,ECALL
25789500,0000000000022f84,00000073,x10,0000000000000000,0000000000000000,ECALL
25790000,0000000000022f84,00000073,x10,0000000000000000,0000000000000000,ECALL
25796500,0000000000022f90,00048593,x11,0000000000094698,0000000000000018,ALU
25799500,0000000000022f94,00040513,x10,0000000000000000,0000000000094698,ALU
25802500,0000000000022f98,c60fe0ef,x1,000000000004eb24,0000000000022f9c,JUMP
25853500,00000000000213f8,f4010113,x2,000000003fbffde0,000000003fbffd20,ALU
25949500,0000000000021430,fbf00793,x15,0000000000000000,ffffffffffffffbf,ALU
25959500,000000000002143c,01758313,x6,0000000000000000,000000000000002f,ALU
26009500,0000000000021440,01f00793,x15,ffffffffffffffbf,000000000000001f,ALU
26012500,0000000000021444,00050d93,x27,0000000000000000,0000000000094698,ALU
26018500,000000000002144c,ff037c93,x25,0000000000000000,0000000000000020,ALU
26024500,0000000000021454,000c8a1b,x20,0000000000093fc0,0000000000000020,ALU
26130000,0000000000021458,b581b783,x15,000000000000001f,0000000000000080,LOAD
26133000,000000000002145c,004a571b,x14,0000000000093fc8,0000000000000002,ALU
26189500,0000000000021b04,ffe70e9b,x29,0000000000000001,0000000000000000,ALU
26192500,0000000000021b08,020e9793,x15,0000000000000080,0000000000000000,ALU
26195500,0000000000021b0c,0207d793,x15,0000000000000000,0000000000000000,ALU
26198500,0000000000021b10,00379713,x14,0000000000000002,0000000000000000,ALU
26201500,0000000000021b14,00e50733,x14,0000000000000000,0000000000094698,ALU
26256000,0000000000021b18,00873603,x12,0000000000000000,0000000000000000,LOAD
26259000,0000000000021b1c,00178713,x14,0000000000094698,0000000000000001,ALU
26262000,0000000000021b20,00371713,x14,0000000000000001,0000000000000008,ALU
26265000,0000000000021b24,00e50733,x14,0000000000000008,00000000000946a0,ALU
26275500,0000000000021468,3ff00793,x15,0000000000000000,00000000000003ff,ALU
26282500,0000000000021470,02012783,x15,00000000000003ff,0000000000000002,LOAD
26285500,0000000000021474,0017971b,x14,00000000000946a0,0000000000000004,ALU
26288500,0000000000021478,ffe7071b,x14,0000000000000004,0000000000000002,ALU
26291500,000000000002147c,02071713,x14,0000000000000002,0000000200000000,ALU
26339500,0000000000021480,02075713,x14,0000000200000000,0000000000000002,ALU
26342500,0000000000021484,00d70713,x14,0000000000000002,000000000000000f,ALU
26345500,0000000000021488,00371713,x14,000000000000000f,0000000000000078,ALU
26408500,00000000000216e8,00ed8733,x14,0000000000000078,0000000000094710,ALU
26412500,00000000000216ec,00873783,x15,0000000000000002,0000000000094700,LOAD
26415500,00000000000216f0,ff070693,x13,0000000000000001,0000000000094700,ALU
26477500,0000000000021b64,009cd713,x14,0000000000094710,0000000000000000,ALU
26480500,0000000000021b68,006cd793,x15,0000000000094700,0000000000000000,ALU
26487500,0000000000021b70,05b7071b,x14,0000000000000000,000000000000005b,ALU
26498500,0000000000021b7c,0307879b,x15,0000000000000000,0000000000000030,ALU
