TIME,OP,PC,ADDR,SIZE,SIGN,DATA,HIT_MISS,SET,TAG,WAY,INSTRUCTION
175000, READ,0000000000010368,000000003fc00000,7,1,0000000000000001, HIT,0,0000000007f800,1,00013583
175500, READ,0000000000010368,000000003fc00000,7,1,0000000000000001, HIT,0,0000000007f800,1,00013583
301000,WRITE,0000000000010488,000000003fbffff0,7,1,0000000000000000, HIT,31,0000000007f7ff,1,12813823
301500,WRITE,0000000000010488,000000003fbffff0,7,1,0000000000000000, HIT,31,0000000007f7ff,1,12813823
305000,WRITE,000000000001048c,000000003fbfffe8,7,1,0000000000000000, HIT,31,0000000007f7ff,1,12913423
305500,WRITE,000000000001048c,000000003fbfffe8,7,1,0000000000000000, HIT,31,0000000007f7ff,1,12913423
309000,WRITE,0000000000010490,000000003fbfffe0,7,1,0000000000000000, HIT,31,0000000007f7ff,1,13213023
309500,WRITE,0000000000010490,000000003fbfffe0,7,1,0000000000000000, HIT,31,0000000007f7ff,1,13213023
313000,WRITE,0000000000010494,000000003fbffff8,7,1,000000000001035c, HIT,31,0000000007f7ff,1,12113c23
313500,WRITE,0000000000010494,000000003fbffff8,7,1,000000000001035c, HIT,31,0000000007f7ff,1,12113c23
370000,WRITE,000000000001049c,000000003fbffed8,7,1,00000000000102ec, HIT,27,0000000007f7ff,1,00a13c23
370500,WRITE,000000000001049c,000000003fbffed8,7,1,00000000000102ec, HIT,27,0000000007f7ff,1,00a13c23
374000,WRITE,00000000000104a0,000000003fbffecc,4,1,0000000000000001, HIT,27,0000000007f7ff,1,00b12623
374500,WRITE,00000000000104a0,000000003fbffecc,4,1,0000000000000001, HIT,27,0000000007f7ff,1,00b12623
378000,WRITE,00000000000104a4,000000003fbffed0,7,1,000000003fc00008, HIT,27,0000000007f7ff,1,00c13823
378500,WRITE,00000000000104a4,000000003fbffed0,7,1,000000003fc00008, HIT,27,0000000007f7ff,1,00c13823
445500, READ,00000000000104c4,000000003fbffecc,4,1,0000000000000001, HIT,27,0000000007f7ff,1,00c12503
446000, READ,00000000000104c4,000000003fbffecc,4,1,0000000000000001, HIT,27,0000000007f7ff,1,00c12503
449500, READ,00000000000104c8,000000003fbffed0,7,1,000000003fc00008, HIT,27,0000000007f7ff,1,01013703
450000, READ,00000000000104c8,000000003fbffed0,7,1,000000003fc00008, HIT,27,0000000007f7ff,1,01013703
511000,WRITE,00000000000104d8,0000000000095ad0,4,1,0000000000000000, HIT,11,0000000000012b,1,9ef1a023
511500,WRITE,00000000000104d8,0000000000095ad0,4,1,0000000000000000, HIT,11,0000000000012b,1,9ef1a023
559000,WRITE,00000000000104dc,0000000000095c50,7,1,000000003fc00018, HIT,17,0000000000012b,1,b6a1b023
559500,WRITE,00000000000104dc,0000000000095c50,7,1,000000003fc00018, HIT,17,0000000000012b,1,b6a1b023
610000,WRITE,00000000000104e4,0000000000093fb0,7,1,000000003fc00000, HIT,30,00000000000127,1,fb07b823
610500,WRITE,00000000000104e4,0000000000093fb0,7,1,000000003fc00000, HIT,30,00000000000127,1,fb07b823
617000, READ,00000000000104ec,000000003fc00018,7,1,0000000000000000, HIT,0,0000000007f800,1,ff853783
617500, READ,00000000000104ec,000000003fc00018,7,1,0000000000000000, HIT,0,0000000007f800,1,ff853783
682500, READ,00000000000296ac,000000003fc00020,7,1,2f6465726168732f, HIT,0,0000000007f800,1,00053783
683000, READ,00000000000296ac,000000003fc00020,7,1,2f6465726168732f, HIT,0,0000000007f800,1,00053783
736000,WRITE,00000000000296b4,00000000000970a8,7,1,000000003fc00020, HIT,2,0000000000012e,1,0aa73423
736500,WRITE,00000000000296b4,00000000000970a8,7,1,000000003fc00020, HIT,2,0000000000012e,1,0aa73423
841000, READ,00000000000296c0,00000000000970f0,7,1,0000000000000000, HIT,3,0000000000012e,1,0f0fb703
841500, READ,00000000000296c0,00000000000970f0,7,1,0000000000000000, HIT,3,0000000000012e,1,0f0fb703
892000,WRITE,00000000000296c8,000000003fbffe28,7,1,0000000000000000, HIT,24,0000000007f7ff,1,04e13423
892500,WRITE,00000000000296c8,000000003fbffe28,7,1,0000000000000000, HIT,24,0000000007f7ff,1,04e13423
896000, READ,00000000000296cc,0000000000095c70,7,1,0000000000000000, HIT,17,0000000000012b,1,b801b703
896500, READ,00000000000296cc,0000000000095c70,7,1,0000000000000000, HIT,17,0000000000012b,1,b801b703
906000,WRITE,00000000000296d8,000000003fbffe08,7,1,0000000000000000, HIT,24,0000000007f7ff,1,02e13423
906500,WRITE,00000000000296d8,000000003fbffe08,7,1,0000000000000000, HIT,24,0000000007f7ff,1,02e13423
910000, READ,00000000000296dc,0000000000093fb8,4,1,0000000000000001, HIT,30,00000000000127,1,fb8ea703
910500, READ,00000000000296dc,0000000000093fb8,4,1,0000000000000001, HIT,30,00000000000127,1,fb8ea703
961000,WRITE,00000000000296e0,000000003fbffeb8,7,1,0000000000010b00, HIT,26,0000000007f7ff,1,0c813c23
961500,WRITE,00000000000296e0,000000003fbffeb8,7,1,0000000000010b00, HIT,26,0000000007f7ff,1,0c813c23
1009000,WRITE,00000000000296e4,000000003fbffe40,4,1,0000000000000001, HIT,25,0000000007f7ff,1,06e12023
1009500,WRITE,00000000000296e4,000000003fbffe40,4,1,0000000000000001, HIT,25,0000000007f7ff,1,06e12023
1057000, READ,00000000000296e8,0000000000097138,4,1,0000000000000000, HIT,4,0000000000012e,1,138e2703
1057500, READ,00000000000296e8,0000000000097138,4,1,0000000000000000, HIT,4,0000000000012e,1,138e2703
1061000,WRITE,00000000000296ec,000000003fbffeb0,7,1,0000000000010bd8, HIT,26,0000000007f7ff,1,0c913823
1061500,WRITE,00000000000296ec,000000003fbffeb0,7,1,0000000000010bd8, HIT,26,0000000007f7ff,1,0c913823
1065000,WRITE,00000000000296f0,000000003fbffe44,4,1,0000000000000000, HIT,25,0000000007f7ff,1,06e12223
1065500,WRITE,00000000000296f0,000000003fbffe44,4,1,0000000000000000, HIT,25,0000000007f7ff,1,06e12223
1069000, READ,00000000000296f4,0000000000095c68,4,1,0000000000000000, HIT,17,0000000000012b,1,b781a703
1069500, READ,00000000000296f4,0000000000095c68,4,1,0000000000000000, HIT,17,0000000000012b,1,b781a703
1076000,WRITE,00000000000296fc,000000003fbffe90,7,1,0000000000000000, HIT,26,0000000007f7ff,1,0b513823
1076500,WRITE,00000000000296fc,000000003fbffe90,7,1,0000000000000000, HIT,26,0000000007f7ff,1,0b513823
1129500,WRITE,0000000000029700,000000003fbffe1c,4,1,0000000000000000, HIT,24,0000000007f7ff,1,02e12e23
1130000,WRITE,0000000000029700,000000003fbffe1c,4,1,0000000000000000, HIT,24,0000000007f7ff,1,02e12e23
1133500, READ,0000000000029704,0000000000095c78,7,1,0000000000000000, HIT,17,0000000000012b,1,b881b703
1134000, READ,0000000000029704,0000000000095c78,7,1,0000000000000000, HIT,17,0000000000012b,1,b881b703
1137500,WRITE,0000000000029708,000000003fbffea8,7,1,0000000000000000, HIT,26,0000000007f7ff,1,0d213423
1138000,WRITE,0000000000029708,000000003fbffea8,7,1,0000000000000000, HIT,26,0000000007f7ff,1,0d213423
1195000,WRITE,000000000002970c,000000003fbffdf8,7,1,0000000000000000, HIT,23,0000000007f7ff,1,00e13c23
1195500,WRITE,000000000002970c,000000003fbffdf8,7,1,0000000000000000, HIT,23,0000000007f7ff,1,00e13c23
1199000, READ,0000000000029710,00000000000970b0,7,1,0000000000000000, HIT,2,0000000000012e,1,0b04b703
1199500, READ,0000000000029710,00000000000970b0,7,1,0000000000000000, HIT,2,0000000000012e,1,0b04b703
1209000,WRITE,000000000002971c,000000003fbffde8,7,1,0000000000000000, HIT,23,0000000007f7ff,1,00e13423
1209500,WRITE,000000000002971c,000000003fbffde8,7,1,0000000000000000, HIT,23,0000000007f7ff,1,00e13423
1264000, READ,0000000000029720,0000000000095a98,7,1,0000000000001000, HIT,10,0000000000012b,1,9a81b703
1264500, READ,0000000000029720,0000000000095a98,7,1,0000000000001000, HIT,10,0000000000012b,1,9a81b703
1268000,WRITE,0000000000029724,000000003fbffea0,7,1,0000000000000000, HIT,26,0000000007f7ff,1,0d313023
1268500,WRITE,0000000000029724,000000003fbffea0,7,1,0000000000000000, HIT,26,0000000007f7ff,1,0d313023
1272000,WRITE,0000000000029728,000000003fbffe98,7,1,0000000000000000, HIT,26,0000000007f7ff,1,0b413c23
1272500,WRITE,0000000000029728,000000003fbffe98,7,1,0000000000000000, HIT,26,0000000007f7ff,1,0b413c23
1276000,WRITE,000000000002972c,000000003fbffe58,7,1,0000000000001000, HIT,25,0000000007f7ff,1,06e13c23
1276500,WRITE,000000000002972c,000000003fbffe58,7,1,0000000000001000, HIT,25,0000000007f7ff,1,06e13c23
1280000, READ,0000000000029730,0000000000097108,7,1,0000000000000000, HIT,4,0000000000012e,1,10893703
1280500, READ,0000000000029730,0000000000097108,7,1,0000000000000000, HIT,4,0000000000012e,1,10893703
1290000,WRITE,000000000002973c,000000003fbffde0,7,1,0000000000000000, HIT,23,0000000007f7ff,1,00e13023
1290500,WRITE,000000000002973c,000000003fbffde0,7,1,0000000000000000, HIT,23,0000000007f7ff,1,00e13023
1345500,WRITE,0000000000029748,000000003fbffe88,7,1,0000000000000000, HIT,26,0000000007f7ff,1,0b613423
1346000,WRITE,0000000000029748,000000003fbffe88,7,1,0000000000000000, HIT,26,0000000007f7ff,1,0b613423
1349500,WRITE,000000000002974c,000000003fbffe78,7,1,0000000000000000, HIT,25,0000000007f7ff,1,09813c23
1350000,WRITE,000000000002974c,000000003fbffe78,7,1,0000000000000000, HIT,25,0000000007f7ff,1,09813c23
1353500,WRITE,0000000000029750,000000003fbffe70,7,1,0000000000000000, HIT,25,0000000007f7ff,1,09913823
1354000,WRITE,0000000000029750,000000003fbffe70,7,1,0000000000000000, HIT,25,0000000007f7ff,1,09913823
1357500,WRITE,0000000000029754,000000003fbffe68,7,1,0000000000000000, HIT,25,0000000007f7ff,1,09a13423
1358000,WRITE,0000000000029754,000000003fbffe68,7,1,0000000000000000, HIT,25,0000000007f7ff,1,09a13423
1361500,WRITE,0000000000029758,000000003fbffe60,7,1,0000000000000000, HIT,25,0000000007f7ff,1,09b13023
1362000,WRITE,0000000000029758,000000003fbffe60,7,1,0000000000000000, HIT,25,0000000007f7ff,1,09b13023
1365500,WRITE,000000000002975c,000000003fbffe80,7,1,0000000000000000, HIT,26,0000000007f7ff,1,0b713023
1366000,WRITE,000000000002975c,000000003fbffe80,7,1,0000000000000000, HIT,26,0000000007f7ff,1,0b713023
1369500, READ,0000000000029760,0000000000093fa0,7,1,0000000000000000, HIT,30,00000000000127,1,00083d83
1370000, READ,0000000000029760,0000000000093fa0,7,1,0000000000000000, HIT,30,00000000000127,1,00083d83
1373500, READ,0000000000029764,00000000000970e8,4,1,0000000000000000, HIT,3,0000000000012e,1,0e8a2c83
1374000, READ,0000000000029764,00000000000970e8,4,1,0000000000000000, HIT,3,0000000000012e,1,0e8a2c83
1380500, READ,000000000002976c,00000000000970d0,7,1,0000000000000000, HIT,3,0000000000012e,1,0d09bb83
1381000, READ,000000000002976c,00000000000970d0,7,1,0000000000000000, HIT,3,0000000000012e,1,0d09bb83
1387500,WRITE,0000000000029774,000000003fbffe50,7,1,0000000000000000, HIT,25,0000000007f7ff,1,06013823
1388000,WRITE,0000000000029774,000000003fbffe50,7,1,0000000000000000, HIT,25,0000000007f7ff,1,06013823
1391500,WRITE,0000000000029778,000000003fbffe48,7,1,0000000000000000, HIT,25,0000000007f7ff,1,06013423
1392000,WRITE,0000000000029778,000000003fbffe48,7,1,0000000000000000, HIT,25,0000000007f7ff,1,06013423
1395500,WRITE,000000000002977c,000000003fbffe38,7,1,0000000000000000, HIT,24,0000000007f7ff,1,04013c23
1396000,WRITE,000000000002977c,000000003fbffe38,7,1,0000000000000000, HIT,24,0000000007f7ff,1,04013c23
1444500,WRITE,0000000000029780,000000003fbffe30,7,1,0000000000000000, HIT,24,0000000007f7ff,1,04013823
1445000,WRITE,0000000000029780,000000003fbffe30,7,1,0000000000000000, HIT,24,0000000007f7ff,1,04013823
1448500,WRITE,0000000000029784,000000003fbffe20,7,1,0000000000000000, HIT,24,0000000007f7ff,1,04013023
1449000,WRITE,0000000000029784,000000003fbffe20,7,1,0000000000000000, HIT,24,0000000007f7ff,1,04013023
1452500,WRITE,0000000000029788,000000003fbffe10,7,1,0000000000000000, HIT,24,0000000007f7ff,1,02013823
1453000,WRITE,0000000000029788,000000003fbffe10,7,1,0000000000000000, HIT,24,0000000007f7ff,1,02013823
1456500,WRITE,000000000002978c,000000003fbffe00,7,1,0000000000000000, HIT,24,0000000007f7ff,1,02013023
1457000,WRITE,000000000002978c,000000003fbffe00,7,1,0000000000000000, HIT,24,0000000007f7ff,1,02013023
1460500,WRITE,0000000000029790,000000003fbffdf0,7,1,0000000000000000, HIT,23,0000000007f7ff,1,00013823
1461000,WRITE,0000000000029790,000000003fbffdf0,7,1,0000000000000000, HIT,23,0000000007f7ff,1,00013823
1546500, READ,00000000000297e0,000000003fc00030,7,1,6f72702f73747365, HIT,0,0000000007f800,1,00053783
1547000, READ,00000000000297e0,000000003fc00030,7,1,6f72702f73747365, HIT,0,0000000007f800,1,00053783
1612000, READ,00000000000297e0,000000003fc00040,7,1,0000000000003167, HIT,1,0000000007f800,1,00053783
1612500, READ,00000000000297e0,000000003fc00040,7,1,0000000000003167, HIT,1,0000000007f800,1,00053783
1631000, READ,00000000000297e0,000000003fc00050,7,1,0000000000000000, HIT,1,0000000007f800,1,00053783
1631500, READ,00000000000297e0,000000003fc00050,7,1,0000000000000000, HIT,1,0000000007f800,1,00053783
1700000, READ,0000000000029808,000000003fbffdf0,7,1,0000000000000000, HIT,23,0000000007f7ff,1,01013783
1700500, READ,0000000000029808,000000003fbffdf0,7,1,0000000000000000, HIT,23,0000000007f7ff,1,01013783
1708500, READ,0000000000029818,000000003fbffe00,7,1,0000000000000000, HIT,24,0000000007f7ff,1,02013783
1709000, READ,0000000000029818,000000003fbffe00,7,1,0000000000000000, HIT,24,0000000007f7ff,1,02013783
1717000, READ,0000000000029828,000000003fbffe10,7,1,0000000000000000, HIT,24,0000000007f7ff,1,03013783
1717500, READ,0000000000029828,000000003fbffe10,7,1,0000000000000000, HIT,24,0000000007f7ff,1,03013783
1725500, READ,0000000000029838,000000003fbffe20,7,1,0000000000000000, HIT,24,0000000007f7ff,1,04013783
1726000, READ,0000000000029838,000000003fbffe20,7,1,0000000000000000, HIT,24,0000000007f7ff,1,04013783
1778000, READ,0000000000029848,000000003fbffe30,7,1,0000000000000000, HIT,24,0000000007f7ff,1,05013783
1778500, READ,0000000000029848,000000003fbffe30,7,1,0000000000000000, HIT,24,0000000007f7ff,1,05013783
1786500, READ,0000000000029858,000000003fbffe38,7,1,0000000000000000, HIT,24,0000000007f7ff,1,05813783
1787000, READ,0000000000029858,000000003fbffe38,7,1,0000000000000000, HIT,24,0000000007f7ff,1,05813783
1795000, READ,0000000000029868,000000003fbffe48,7,1,0000000000000000, HIT,25,0000000007f7ff,1,06813783
1795500, READ,0000000000029868,000000003fbffe48,7,1,0000000000000000, HIT,25,0000000007f7ff,1,06813783
1803500, READ,0000000000029878,000000003fbffe50,7,1,0000000000000000, HIT,25,0000000007f7ff,1,07013783
1804000, READ,0000000000029878,000000003fbffe50,7,1,0000000000000000, HIT,25,0000000007f7ff,1,07013783
1862000, READ,000000000002988c,000000003fbffeb8,7,1,0000000000010b00, HIT,26,0000000007f7ff,1,0d813403
1862500, READ,000000000002988c,000000003fbffeb8,7,1,0000000000010b00, HIT,26,0000000007f7ff,1,0d813403
1866000, READ,0000000000029890,000000003fbffeb0,7,1,0000000000010bd8, HIT,26,0000000007f7ff,1,0d013483
1866500, READ,0000000000029890,000000003fbffeb0,7,1,0000000000010bd8, HIT,26,0000000007f7ff,1,0d013483
1870000, READ,0000000000029894,000000003fbffea8,7,1,0000000000000000, HIT,26,0000000007f7ff,1,0c813903
1870500, READ,0000000000029894,000000003fbffea8,7,1,0000000000000000, HIT,26,0000000007f7ff,1,0c813903
1874000, READ,0000000000029898,000000003fbffea0,7,1,0000000000000000, HIT,26,0000000007f7ff,1,0c013983
1874500, READ,0000000000029898,000000003fbffea0,7,1,0000000000000000, HIT,26,0000000007f7ff,1,0c013983
1878000, READ,000000000002989c,000000003fbffe98,7,1,0000000000000000, HIT,26,0000000007f7ff,1,0b813a03
1878500, READ,000000000002989c,000000003fbffe98,7,1,0000000000000000, HIT,26,0000000007f7ff,1,0b813a03
1882000, READ,00000000000298a0,000000003fbffe90,7,1,0000000000000000, HIT,26,0000000007f7ff,1,0b013a83
1882500, READ,00000000000298a0,000000003fbffe90,7,1,0000000000000000, HIT,26,0000000007f7ff,1,0b013a83
1886000, READ,00000000000298a4,000000003fbffe88,7,1,0000000000000000, HIT,26,0000000007f7ff,1,0a813b03
1886500, READ,00000000000298a4,000000003fbffe88,7,1,0000000000000000, HIT,26,0000000007f7ff,1,0a813b03
1890000, READ,00000000000298a8,000000003fbffe80,7,1,0000000000000000, HIT,26,0000000007f7ff,1,0a013b83
1890500, READ,00000000000298a8,000000003fbffe80,7,1,0000000000000000, HIT,26,0000000007f7ff,1,0a013b83
1894000, READ,00000000000298ac,000000003fbffe78,7,1,0000000000000000, HIT,25,0000000007f7ff,1,09813c03
1894500, READ,00000000000298ac,000000003fbffe78,7,1,0000000000000000, HIT,25,0000000007f7ff,1,09813c03
1898000, READ,00000000000298b0,000000003fbffe70,7,1,0000000000000000, HIT,25,0000000007f7ff,1,09013c83
1898500, READ,00000000000298b0,000000003fbffe70,7,1,0000000000000000, HIT,25,0000000007f7ff,1,09013c83
1902000, READ,00000000000298b4,000000003fbffe68,7,1,0000000000000000, HIT,25,0000000007f7ff,1,08813d03
1902500, READ,00000000000298b4,000000003fbffe68,7,1,0000000000000000, HIT,25,0000000007f7ff,1,08813d03
1906000, READ,00000000000298b8,000000003fbffe60,7,1,0000000000000000, HIT,25,0000000007f7ff,1,08013d83
1906500, READ,00000000000298b8,000000003fbffe60,7,1,0000000000000000, HIT,25,0000000007f7ff,1,08013d83
2017500, READ,00000000000104fc,00000000000970d0,7,1,0000000000000000, HIT,3,0000000000012e,1,0d07b703
2018000, READ,00000000000104fc,00000000000970d0,7,1,0000000000000000, HIT,3,0000000000012e,1,0d07b703
2164000, READ,00000000000106a8,0000000000010036,2,0,0000000000000038, HIT,0,00000000000020,0,03675683
2164500, READ,00000000000106a8,0000000000010036,2,0,0000000000000038, HIT,0,00000000000020,0,03675683
2218500, READ,00000000000106d4,0000000000010020,7,1,0000000000000040, HIT,0,00000000000020,0,02073683
2219000, READ,00000000000106d4,0000000000010020,7,1,0000000000000040, HIT,0,00000000000020,0,02073683
2222500, READ,00000000000106d8,0000000000010038,2,0,0000000000000005, HIT,0,00000000000020,0,03875603
2223000, READ,00000000000106d8,0000000000010038,2,0,0000000000000005, HIT,0,00000000000020,0,03875603
2229500,WRITE,00000000000106e0,00000000000970d0,7,1,0000000000010040, HIT,3,0000000000012e,1,0ce7b823
2230000,WRITE,00000000000106e0,00000000000970d0,7,1,0000000000010040, HIT,3,0000000000012e,1,0ce7b823
2236500,WRITE,00000000000106e8,0000000000097108,7,1,0000000000000005, HIT,4,0000000000012e,1,10c7b423
2237000,WRITE,00000000000106e8,0000000000097108,7,1,0000000000000005, HIT,4,0000000000012e,1,10c7b423
2245000, READ,0000000000010504,0000000000095ad0,4,1,0000000000000000, HIT,11,0000000000012b,1,9e01a783
2245500, READ,0000000000010504,0000000000095ad0,4,1,0000000000000000, HIT,11,0000000000012b,1,9e01a783
2353500,WRITE,000000000002a498,000000003fbffeb8,7,1,000000000001066c, HIT,26,0000000007f7ff,1,1e113423
2354000,WRITE,000000000002a498,000000003fbffeb8,7,1,000000000001066c, HIT,26,0000000007f7ff,1,1e113423
2357500,WRITE,000000000002a49c,000000003fbffeb0,7,1,0000000000010b00, HIT,26,0000000007f7ff,1,1e813023
2358000,WRITE,000000000002a49c,000000003fbffeb0,7,1,0000000000010b00, HIT,26,0000000007f7ff,1,1e813023
2361500,WRITE,000000000002a4a0,000000003fbffea8,7,1,0000000000010bd8, HIT,26,0000000007f7ff,1,1c913c23
2362000,WRITE,000000000002a4a0,000000003fbffea8,7,1,0000000000010bd8, HIT,26,0000000007f7ff,1,1c913c23
2611000, READ,000000000002a4c4,000000003fbffd9a,1,0,0000000000000032, HIT,22,0000000007f7ff,1,0006c783
2611500, READ,000000000002a4c4,000000003fbffd9a,1,0,0000000000000032, HIT,22,0000000007f7ff,1,0006c783
2624000, READ,000000000002a4d4,000000003fbffd9b,1,0,000000000000002e, HIT,22,0000000007f7ff,1,0016c583
2624500, READ,000000000002a4d4,000000003fbffd9b,1,0,000000000000002e, HIT,22,0000000007f7ff,1,0016c583
2712000, READ,000000000002a4c4,000000003fbffd9c,1,0,0000000000000036, HIT,22,0000000007f7ff,1,0006c783
2712500, READ,000000000002a4c4,000000003fbffd9c,1,0,0000000000000036, HIT,22,0000000007f7ff,1,0006c783
2725000, READ,000000000002a4d4,000000003fbffd9d,1,0,000000000000002e, HIT,22,0000000007f7ff,1,0016c583
2725500, READ,000000000002a4d4,000000003fbffd9d,1,0,000000000000002e, HIT,22,0000000007f7ff,1,0016c583
2765000, READ,000000000002a4c4,000000003fbffd9e,1,0,0000000000000033, HIT,22,0000000007f7ff,1,0006c783
2765500, READ,000000000002a4c4,000000003fbffd9e,1,0,0000000000000033, HIT,22,0000000007f7ff,1,0006c783
2778000, READ,000000000002a4d4,000000003fbffd9f,1,0,0000000000000032, HIT,22,0000000007f7ff,1,0016c583
2778500, READ,000000000002a4d4,000000003fbffd9f,1,0,0000000000000032, HIT,22,0000000007f7ff,1,0016c583
2803000, READ,000000000002a4f4,000000003fbffda0,1,0,000000000000002d, HIT,22,0000000007f7ff,1,0006c583
2803500, READ,000000000002a4f4,000000003fbffda0,1,0,000000000000002d, HIT,22,0000000007f7ff,1,0006c583
2941000, READ,000000000002a528,000000003fbffeb8,7,1,000000000001066c, HIT,26,0000000007f7ff,1,1e813083
2941500, READ,000000000002a528,000000003fbffeb8,7,1,000000000001066c, HIT,26,0000000007f7ff,1,1e813083
2945000, READ,000000000002a52c,000000003fbffeb0,7,1,0000000000010b00, HIT,26,0000000007f7ff,1,1e013403
2945500, READ,000000000002a52c,000000003fbffeb0,7,1,0000000000010b00, HIT,26,0000000007f7ff,1,1e013403
2949000, READ,000000000002a530,000000003fbffea8,7,1,0000000000010bd8, HIT,26,0000000007f7ff,1,1d813483
2949500, READ,000000000002a530,000000003fbffea8,7,1,0000000000010bd8, HIT,26,0000000007f7ff,1,1d813483
2966500, READ,0000000000010674,0000000000097128,4,1,0000000000000000, HIT,4,0000000000012e,1,1287a783
2967000, READ,0000000000010674,0000000000097128,4,1,0000000000000000, HIT,4,0000000000012e,1,1287a783
3022500,WRITE,0000000000010680,0000000000097128,4,1,0000000000020620, HIT,4,0000000000012e,1,12a7a423
3023000,WRITE,0000000000010680,0000000000097128,4,1,0000000000020620, HIT,4,0000000000012e,1,12a7a423
3148500, READ,0000000000010888,00000000000970d0,7,1,0000000000010040, HIT,3,0000000000012e,1,0d07b783
3149000, READ,0000000000010888,00000000000970d0,7,1,0000000000010040, HIT,3,0000000000012e,1,0d07b783
3155500,WRITE,0000000000010890,000000003fbffe88,7,1,0000000000000000, HIT,26,0000000007f7ff,1,03513423
3156000,WRITE,0000000000010890,000000003fbffe88,7,1,0000000000000000, HIT,26,0000000007f7ff,1,03513423
3159500,WRITE,0000000000010894,000000003fbffeb8,7,1,0000000000010510, HIT,26,0000000007f7ff,1,04113c23
3160000,WRITE,0000000000010894,000000003fbffeb8,7,1,0000000000010510, HIT,26,0000000007f7ff,1,04113c23
3163500,WRITE,0000000000010898,000000003fbffeb0,7,1,0000000000010b00, HIT,26,0000000007f7ff,1,04813823
3164000,WRITE,0000000000010898,000000003fbffeb0,7,1,0000000000010b00, HIT,26,0000000007f7ff,1,04813823
3167500,WRITE,000000000001089c,000000003fbffea8,7,1,0000000000010bd8, HIT,26,0000000007f7ff,1,04913423
3168000,WRITE,000000000001089c,000000003fbffea8,7,1,0000000000010bd8, HIT,26,0000000007f7ff,1,04913423
3171500,WRITE,00000000000108a0,000000003fbffea0,7,1,0000000000000000, HIT,26,0000000007f7ff,1,05213023
3172000,WRITE,00000000000108a0,000000003fbffea0,7,1,0000000000000000, HIT,26,0000000007f7ff,1,05213023
3175500,WRITE,00000000000108a4,000000003fbffe98,7,1,0000000000000000, HIT,26,0000000007f7ff,1,03313c23
3176000,WRITE,00000000000108a4,000000003fbffe98,7,1,0000000000000000, HIT,26,0000000007f7ff,1,03313c23
3179500,WRITE,00000000000108a8,000000003fbffe90,7,1,0000000000000000, HIT,26,0000000007f7ff,1,03413823
3180000,WRITE,00000000000108a8,000000003fbffe90,7,1,0000000000000000, HIT,26,0000000007f7ff,1,03413823
3183500,WRITE,00000000000108ac,000000003fbffe80,7,1,0000000000000000, HIT,26,0000000007f7ff,1,03613023
3184000,WRITE,00000000000108ac,000000003fbffe80,7,1,0000000000000000, HIT,26,0000000007f7ff,1,03613023
3235000,WRITE,00000000000108b0,000000003fbffe78,7,1,0000000000000000, HIT,25,0000000007f7ff,1,01713c23
3235500,WRITE,00000000000108b0,000000003fbffe78,7,1,0000000000000000, HIT,25,0000000007f7ff,1,01713c23
3239000,WRITE,00000000000108b4,000000003fbffe70,7,1,0000000000000000, HIT,25,0000000007f7ff,1,01813823
3239500,WRITE,00000000000108b4,000000003fbffe70,7,1,0000000000000000, HIT,25,0000000007f7ff,1,01813823
3243000,WRITE,00000000000108b8,000000003fbffe68,7,1,0000000000000000, HIT,25,0000000007f7ff,1,01913423
3243500,WRITE,00000000000108b8,000000003fbffe68,7,1,0000000000000000, HIT,25,0000000007f7ff,1,01913423
3247000,WRITE,00000000000108bc,000000003fbffe60,7,1,0000000000000000, HIT,25,0000000007f7ff,1,01a13023
3247500,WRITE,00000000000108bc,000000003fbffe60,7,1,0000000000000000, HIT,25,0000000007f7ff,1,01a13023
3301500, READ,00000000000108cc,0000000000097108,7,1,0000000000000005, HIT,4,0000000000012e,1,10873683
3302000, READ,00000000000108cc,0000000000097108,7,1,0000000000000005, HIT,4,0000000000012e,1,10873683
3367000, READ,00000000000108e4,0000000000010040,4,1,0000000000000001, HIT,1,00000000000020,0,0007a683
3367500, READ,00000000000108e4,0000000000010040,4,1,0000000000000001, HIT,1,00000000000020,0,0007a683
3429000, READ,00000000000108f4,0000000000010078,4,1,0000000000000001, HIT,1,00000000000020,0,0007a683
3429500, READ,00000000000108f4,0000000000010078,4,1,0000000000000001, HIT,1,00000000000020,0,0007a683
3490000, READ,00000000000108f4,00000000000100b0,4,1,0000000000000004, HIT,2,00000000000020,0,0007a683
3490500, READ,00000000000108f4,00000000000100b0,4,1,0000000000000004, HIT,2,00000000000020,0,0007a683
3559000, READ,00000000000108f4,00000000000100e8,4,1,0000000000000007, HIT,3,00000000000020,0,0007a683
3559500, READ,00000000000108f4,00000000000100e8,4,1,0000000000000007, HIT,3,00000000000020,0,0007a683
3655000, READ,0000000000010a4c,0000000000010118,7,1,0000000000000008, HIT,4,00000000000020,0,0307bb83
3655500, READ,0000000000010a4c,0000000000010118,7,1,0000000000000008, HIT,4,00000000000020,0,0307bb83
3659000, READ,0000000000010a50,0000000000010110,7,1,0000000000000050, HIT,4,00000000000020,0,0287bc03
3659500, READ,0000000000010a50,0000000000010110,7,1,0000000000000050, HIT,4,00000000000020,0,0287bc03
3663000, READ,0000000000010a54,0000000000010108,7,1,0000000000000020, HIT,4,00000000000020,0,0207b983
3663500, READ,0000000000010a54,0000000000010108,7,1,0000000000000020, HIT,4,00000000000020,0,0207b983
