TIME,PC,INSTRUCTION,REG_A_CONTENTS,REG_B_CONTENTS,REGA_FINAL,REGB_FINAL,ALU_RESULT,JUMP_TARGET,JUMP_TAKEN,ALU_OP,ALU_OP_NAME,OPCODE,OPCODE_NAME,IMMEDIATE
57419000,0000000000026354,00170713,000000000009954a,0000000000000000,0000000000000000,000000000009954a,0000000000000001,000000000009954b,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000001
57422000,0000000000026358,00158593,000000003fc0002b,0000000000000000,0000000000000000,000000003fc0002b,0000000000000001,000000003fc0002c,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000001
57425000,000000000002635c,fef70fa3,000000000009954b,0000000000000035,0000000000000035,000000000009954b,ffffffffffffffff,000000000009954a,0000000000000000,0, 50,ALU_SB, 35,OP_STORE,ffffffffffffffff
57429000,0000000000026360,feb898e3,000000003fc00042,000000003fc0002c,000000003fc0002c,000000003fc00042,000000003fc0002c,0000000000000001,0000000000026350,1, 61,ALU_BNE, 99,OP_BRANCH,fffffffffffffff0
57433500,0000000000026350,0005c783,000000003fc0002c,0000000000000000,0000000000000000,000000003fc0002c,0000000000000000,000000003fc0002c,0000000000000000,0, 83,ALU_LBU,  3,OP_LOAD,0000000000000000
57437500,0000000000026354,00170713,000000000009954b,0000000000000000,0000000000000000,000000000009954b,0000000000000001,000000000009954c,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000001
57440500,0000000000026358,00158593,000000003fc0002c,0000000000000000,0000000000000000,000000003fc0002c,0000000000000001,000000003fc0002d,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000001
57443500,000000000002635c,fef70fa3,000000000009954c,0000000000000030,0000000000000030,000000000009954c,ffffffffffffffff,000000000009954b,0000000000000000,0, 50,ALU_SB, 35,OP_STORE,ffffffffffffffff
57447500,0000000000026360,feb898e3,000000003fc00042,000000003fc0002d,000000003fc0002d,000000003fc00042,000000003fc0002d,0000000000000001,0000000000026350,1, 61,ALU_BNE, 99,OP_BRANCH,fffffffffffffff0
57452000,0000000000026350,0005c783,000000003fc0002d,0000000000000000,0000000000000000,000000003fc0002d,0000000000000000,000000003fc0002d,0000000000000000,0, 83,ALU_LBU,  3,OP_LOAD,0000000000000000
57456000,0000000000026354,00170713,000000000009954c,0000000000000000,0000000000000000,000000000009954c,0000000000000001,000000000009954d,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000001
57459000,0000000000026358,00158593,000000003fc0002d,0000000000000000,0000000000000000,000000003fc0002d,0000000000000001,000000003fc0002e,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000001
57462000,000000000002635c,fef70fa3,000000000009954d,0000000000000032,0000000000000032,000000000009954d,ffffffffffffffff,000000000009954c,0000000000000000,0, 50,ALU_SB, 35,OP_STORE,ffffffffffffffff
57466000,0000000000026360,feb898e3,000000003fc00042,000000003fc0002e,000000003fc0002e,000000003fc00042,000000003fc0002e,0000000000000001,0000000000026350,1, 61,ALU_BNE, 99,OP_BRANCH,fffffffffffffff0
57470500,0000000000026350,0005c783,000000003fc0002e,0000000000000000,0000000000000000,000000003fc0002e,0000000000000000,000000003fc0002e,0000000000000000,0, 83,ALU_LBU,  3,OP_LOAD,0000000000000000
57474500,0000000000026354,00170713,000000000009954d,0000000000000000,0000000000000000,000000000009954d,0000000000000001,000000000009954e,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000001
57477500,0000000000026358,00158593,000000003fc0002e,0000000000000000,0000000000000000,000000003fc0002e,0000000000000001,000000003fc0002f,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000001
57480500,000000000002635c,fef70fa3,000000000009954e,000000000000002f,000000000000002f,000000000009954e,ffffffffffffffff,000000000009954d,0000000000000000,0, 50,ALU_SB, 35,OP_STORE,ffffffffffffffff
57484500,0000000000026360,feb898e3,000000003fc00042,000000003fc0002f,000000003fc0002f,000000003fc00042,000000003fc0002f,0000000000000001,0000000000026350,1, 61,ALU_BNE, 99,OP_BRANCH,fffffffffffffff0
57489000,0000000000026350,0005c783,000000003fc0002f,0000000000000000,0000000000000000,000000003fc0002f,0000000000000000,000000003fc0002f,0000000000000000,0, 83,ALU_LBU,  3,OP_LOAD,0000000000000000
57493000,0000000000026354,00170713,000000000009954e,0000000000000000,0000000000000000,000000000009954e,0000000000000001,000000000009954f,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000001
57496000,0000000000026358,00158593,000000003fc0002f,0000000000000000,0000000000000000,000000003fc0002f,0000000000000001,000000003fc00030,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000001
57499000,000000000002635c,fef70fa3,000000000009954f,0000000000000074,0000000000000074,000000000009954f,ffffffffffffffff,000000000009954e,0000000000000000,0, 50,ALU_SB, 35,OP_STORE,ffffffffffffffff
57503000,0000000000026360,feb898e3,000000003fc00042,000000003fc00030,000000003fc00030,000000003fc00042,000000003fc00030,0000000000000001,0000000000026350,1, 61,ALU_BNE, 99,OP_BRANCH,fffffffffffffff0
57507500,0000000000026350,0005c783,000000003fc00030,0000000000000000,0000000000000000,000000003fc00030,0000000000000000,000000003fc00030,0000000000000000,0, 83,ALU_LBU,  3,OP_LOAD,0000000000000000
57511500,0000000000026354,00170713,000000000009954f,0000000000000000,0000000000000000,000000000009954f,0000000000000001,0000000000099550,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000001
57514500,0000000000026358,00158593,000000003fc00030,0000000000000000,0000000000000000,000000003fc00030,0000000000000001,000000003fc00031,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000001
57517500,000000000002635c,fef70fa3,0000000000099550,0000000000000065,0000000000000065,0000000000099550,ffffffffffffffff,000000000009954f,0000000000000000,0, 50,ALU_SB, 35,OP_STORE,ffffffffffffffff
57521500,0000000000026360,feb898e3,000000003fc00042,000000003fc00031,000000003fc00031,000000003fc00042,000000003fc00031,0000000000000001,0000000000026350,1, 61,ALU_BNE, 99,OP_BRANCH,fffffffffffffff0
57526000,0000000000026350,0005c783,000000003fc00031,0000000000000000,0000000000000000,000000003fc00031,0000000000000000,000000003fc00031,0000000000000000,0, 83,ALU_LBU,  3,OP_LOAD,0000000000000000
57530000,0000000000026354,00170713,0000000000099550,0000000000000000,0000000000000000,0000000000099550,0000000000000001,0000000000099551,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000001
57533000,0000000000026358,00158593,000000003fc00031,0000000000000000,0000000000000000,000000003fc00031,0000000000000001,000000003fc00032,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000001
57536000,000000000002635c,fef70fa3,0000000000099551,0000000000000073,0000000000000073,0000000000099551,ffffffffffffffff,0000000000099550,0000000000000000,0, 50,ALU_SB, 35,OP_STORE,ffffffffffffffff
57540000,0000000000026360,feb898e3,000000003fc00042,000000003fc00032,000000003fc00032,000000003fc00042,000000003fc00032,0000000000000001,0000000000026350,1, 61,ALU_BNE, 99,OP_BRANCH,fffffffffffffff0
57544500,0000000000026350,0005c783,000000003fc00032,0000000000000000,0000000000000000,000000003fc00032,0000000000000000,000000003fc00032,0000000000000000,0, 83,ALU_LBU,  3,OP_LOAD,0000000000000000
57548500,0000000000026354,00170713,0000000000099551,0000000000000000,0000000000000000,0000000000099551,0000000000000001,0000000000099552,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000001
57551500,0000000000026358,00158593,000000003fc00032,0000000000000000,0000000000000000,000000003fc00032,0000000000000001,000000003fc00033,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000001
57554500,000000000002635c,fef70fa3,0000000000099552,0000000000000074,0000000000000074,0000000000099552,ffffffffffffffff,0000000000099551,0000000000000000,0, 50,ALU_SB, 35,OP_STORE,ffffffffffffffff
57558500,0000000000026360,feb898e3,000000003fc00042,000000003fc00033,000000003fc00033,000000003fc00042,000000003fc00033,0000000000000001,0000000000026350,1, 61,ALU_BNE, 99,OP_BRANCH,fffffffffffffff0
57563000,0000000000026350,0005c783,000000003fc00033,0000000000000000,0000000000000000,000000003fc00033,0000000000000000,000000003fc00033,0000000000000000,0, 83,ALU_LBU,  3,OP_LOAD,0000000000000000
57567000,0000000000026354,00170713,0000000000099552,0000000000000000,0000000000000000,0000000000099552,0000000000000001,0000000000099553,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000001
57570000,0000000000026358,00158593,000000003fc00033,0000000000000000,0000000000000000,000000003fc00033,0000000000000001,000000003fc00034,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000001
57573000,000000000002635c,fef70fa3,0000000000099553,0000000000000073,0000000000000073,0000000000099553,ffffffffffffffff,0000000000099552,0000000000000000,0, 50,ALU_SB, 35,OP_STORE,ffffffffffffffff
57577000,0000000000026360,feb898e3,000000003fc00042,000000003fc00034,000000003fc00034,000000003fc00042,000000003fc00034,0000000000000001,0000000000026350,1, 61,ALU_BNE, 99,OP_BRANCH,fffffffffffffff0
57581500,0000000000026350,0005c783,000000003fc00034,0000000000000000,0000000000000000,000000003fc00034,0000000000000000,000000003fc00034,0000000000000000,0, 83,ALU_LBU,  3,OP_LOAD,0000000000000000
57585500,0000000000026354,00170713,0000000000099553,0000000000000000,0000000000000000,0000000000099553,0000000000000001,0000000000099554,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000001
57588500,0000000000026358,00158593,000000003fc00034,0000000000000000,0000000000000000,000000003fc00034,0000000000000001,000000003fc00035,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000001
57591500,000000000002635c,fef70fa3,0000000000099554,000000000000002f,000000000000002f,0000000000099554,ffffffffffffffff,0000000000099553,0000000000000000,0, 50,ALU_SB, 35,OP_STORE,ffffffffffffffff
57595500,0000000000026360,feb898e3,000000003fc00042,000000003fc00035,000000003fc00035,000000003fc00042,000000003fc00035,0000000000000001,0000000000026350,1, 61,ALU_BNE, 99,OP_BRANCH,fffffffffffffff0
57600000,0000000000026350,0005c783,000000003fc00035,0000000000000000,0000000000000000,000000003fc00035,0000000000000000,000000003fc00035,0000000000000000,0, 83,ALU_LBU,  3,OP_LOAD,0000000000000000
57604000,0000000000026354,00170713,0000000000099554,0000000000000000,0000000000000000,0000000000099554,0000000000000001,0000000000099555,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000001
57607000,0000000000026358,00158593,000000003fc00035,0000000000000000,0000000000000000,000000003fc00035,0000000000000001,000000003fc00036,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000001
57610000,000000000002635c,fef70fa3,0000000000099555,0000000000000070,0000000000000070,0000000000099555,ffffffffffffffff,0000000000099554,0000000000000000,0, 50,ALU_SB, 35,OP_STORE,ffffffffffffffff
57614000,0000000000026360,feb898e3,000000003fc00042,000000003fc00036,000000003fc00036,000000003fc00042,000000003fc00036,0000000000000001,0000000000026350,1, 61,ALU_BNE, 99,OP_BRANCH,fffffffffffffff0
57618500,0000000000026350,0005c783,000000003fc00036,0000000000000000,0000000000000000,000000003fc00036,0000000000000000,000000003fc00036,0000000000000000,0, 83,ALU_LBU,  3,OP_LOAD,0000000000000000
57622500,0000000000026354,00170713,0000000000099555,0000000000000000,0000000000000000,0000000000099555,0000000000000001,0000000000099556,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000001
57625500,0000000000026358,00158593,000000003fc00036,0000000000000000,0000000000000000,000000003fc00036,0000000000000001,000000003fc00037,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000001
57628500,000000000002635c,fef70fa3,0000000000099556,0000000000000072,0000000000000072,0000000000099556,ffffffffffffffff,0000000000099555,0000000000000000,0, 50,ALU_SB, 35,OP_STORE,ffffffffffffffff
57632500,0000000000026360,feb898e3,000000003fc00042,000000003fc00037,000000003fc00037,000000003fc00042,000000003fc00037,0000000000000001,0000000000026350,1, 61,ALU_BNE, 99,OP_BRANCH,fffffffffffffff0
57637000,0000000000026350,0005c783,000000003fc00037,0000000000000000,0000000000000000,000000003fc00037,0000000000000000,000000003fc00037,0000000000000000,0, 83,ALU_LBU,  3,OP_LOAD,0000000000000000
57641000,0000000000026354,00170713,0000000000099556,0000000000000000,0000000000000000,0000000000099556,0000000000000001,0000000000099557,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000001
57644000,0000000000026358,00158593,000000003fc00037,0000000000000000,0000000000000000,000000003fc00037,0000000000000001,000000003fc00038,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000001
57647000,000000000002635c,fef70fa3,0000000000099557,000000000000006f,000000000000006f,0000000000099557,ffffffffffffffff,0000000000099556,0000000000000000,0, 50,ALU_SB, 35,OP_STORE,ffffffffffffffff
57651000,0000000000026360,feb898e3,000000003fc00042,000000003fc00038,000000003fc00038,000000003fc00042,000000003fc00038,0000000000000001,0000000000026350,1, 61,ALU_BNE, 99,OP_BRANCH,fffffffffffffff0
57655500,0000000000026350,0005c783,000000003fc00038,0000000000000000,0000000000000000,000000003fc00038,0000000000000000,000000003fc00038,0000000000000000,0, 83,ALU_LBU,  3,OP_LOAD,0000000000000000
57659500,0000000000026354,00170713,0000000000099557,0000000000000000,0000000000000000,0000000000099557,0000000000000001,0000000000099558,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000001
57662500,0000000000026358,00158593,000000003fc00038,0000000000000000,0000000000000000,000000003fc00038,0000000000000001,000000003fc00039,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000001
57665500,000000000002635c,fef70fa3,0000000000099558,000000000000006a,000000000000006a,0000000000099558,ffffffffffffffff,0000000000099557,0000000000000000,0, 50,ALU_SB, 35,OP_STORE,ffffffffffffffff
57669500,0000000000026360,feb898e3,000000003fc00042,000000003fc00039,000000003fc00039,000000003fc00042,000000003fc00039,0000000000000001,0000000000026350,1, 61,ALU_BNE, 99,OP_BRANCH,fffffffffffffff0
57674000,0000000000026350,0005c783,000000003fc00039,0000000000000000,0000000000000000,000000003fc00039,0000000000000000,000000003fc00039,0000000000000000,0, 83,ALU_LBU,  3,OP_LOAD,0000000000000000
57678000,0000000000026354,00170713,0000000000099558,0000000000000000,0000000000000000,0000000000099558,0000000000000001,0000000000099559,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000001
57681000,0000000000026358,00158593,000000003fc00039,0000000000000000,0000000000000000,000000003fc00039,0000000000000001,000000003fc0003a,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000001
57684000,000000000002635c,fef70fa3,0000000000099559,0000000000000065,0000000000000065,0000000000099559,ffffffffffffffff,0000000000099558,0000000000000000,0, 50,ALU_SB, 35,OP_STORE,ffffffffffffffff
57688000,0000000000026360,feb898e3,000000003fc00042,000000003fc0003a,000000003fc0003a,000000003fc00042,000000003fc0003a,0000000000000001,0000000000026350,1, 61,ALU_BNE, 99,OP_BRANCH,fffffffffffffff0
57692500,0000000000026350,0005c783,000000003fc0003a,0000000000000000,0000000000000000,000000003fc0003a,0000000000000000,000000003fc0003a,0000000000000000,0, 83,ALU_LBU,  3,OP_LOAD,0000000000000000
57696500,0000000000026354,00170713,0000000000099559,0000000000000000,0000000000000000,0000000000099559,0000000000000001,000000000009955a,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000001
57699500,0000000000026358,00158593,000000003fc0003a,0000000000000000,0000000000000000,000000003fc0003a,0000000000000001,000000003fc0003b,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000001
57702500,000000000002635c,fef70fa3,000000000009955a,0000000000000063,0000000000000063,000000000009955a,ffffffffffffffff,0000000000099559,0000000000000000,0, 50,ALU_SB, 35,OP_STORE,ffffffffffffffff
57706500,0000000000026360,feb898e3,000000003fc00042,000000003fc0003b,000000003fc0003b,000000003fc00042,000000003fc0003b,0000000000000001,0000000000026350,1, 61,ALU_BNE, 99,OP_BRANCH,fffffffffffffff0
57711000,0000000000026350,0005c783,000000003fc0003b,0000000000000000,0000000000000000,000000003fc0003b,0000000000000000,000000003fc0003b,0000000000000000,0, 83,ALU_LBU,  3,OP_LOAD,0000000000000000
57715000,0000000000026354,00170713,000000000009955a,0000000000000000,0000000000000000,000000000009955a,0000000000000001,000000000009955b,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000001
57718000,0000000000026358,00158593,000000003fc0003b,0000000000000000,0000000000000000,000000003fc0003b,0000000000000001,000000003fc0003c,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000001
57721000,000000000002635c,fef70fa3,000000000009955b,0000000000000074,0000000000000074,000000000009955b,ffffffffffffffff,000000000009955a,0000000000000000,0, 50,ALU_SB, 35,OP_STORE,ffffffffffffffff
57725000,0000000000026360,feb898e3,000000003fc00042,000000003fc0003c,000000003fc0003c,000000003fc00042,000000003fc0003c,0000000000000001,0000000000026350,1, 61,ALU_BNE, 99,OP_BRANCH,fffffffffffffff0
57729500,0000000000026350,0005c783,000000003fc0003c,0000000000000000,0000000000000000,000000003fc0003c,0000000000000000,000000003fc0003c,0000000000000000,0, 83,ALU_LBU,  3,OP_LOAD,0000000000000000
57733500,0000000000026354,00170713,000000000009955b,0000000000000000,0000000000000000,000000000009955b,0000000000000001,000000000009955c,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000001
57736500,0000000000026358,00158593,000000003fc0003c,0000000000000000,0000000000000000,000000003fc0003c,0000000000000001,000000003fc0003d,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000001
57739500,000000000002635c,fef70fa3,000000000009955c,000000000000002f,000000000000002f,000000000009955c,ffffffffffffffff,000000000009955b,0000000000000000,0, 50,ALU_SB, 35,OP_STORE,ffffffffffffffff
57743500,0000000000026360,feb898e3,000000003fc00042,000000003fc0003d,000000003fc0003d,000000003fc00042,000000003fc0003d,0000000000000001,0000000000026350,1, 61,ALU_BNE, 99,OP_BRANCH,fffffffffffffff0
57748000,0000000000026350,0005c783,000000003fc0003d,0000000000000000,0000000000000000,000000003fc0003d,0000000000000000,000000003fc0003d,0000000000000000,0, 83,ALU_LBU,  3,OP_LOAD,0000000000000000
57752000,0000000000026354,00170713,000000000009955c,0000000000000000,0000000000000000,000000000009955c,0000000000000001,000000000009955d,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000001
57755000,0000000000026358,00158593,000000003fc0003d,0000000000000000,0000000000000000,000000003fc0003d,0000000000000001,000000003fc0003e,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000001
57758000,000000000002635c,fef70fa3,000000000009955d,0000000000000070,0000000000000070,000000000009955d,ffffffffffffffff,000000000009955c,0000000000000000,0, 50,ALU_SB, 35,OP_STORE,ffffffffffffffff
57762000,0000000000026360,feb898e3,000000003fc00042,000000003fc0003e,000000003fc0003e,000000003fc00042,000000003fc0003e,0000000000000001,0000000000026350,1, 61,ALU_BNE, 99,OP_BRANCH,fffffffffffffff0
57766500,0000000000026350,0005c783,000000003fc0003e,0000000000000000,0000000000000000,000000003fc0003e,0000000000000000,000000003fc0003e,0000000000000000,0, 83,ALU_LBU,  3,OP_LOAD,0000000000000000
57770500,0000000000026354,00170713,000000000009955d,0000000000000000,0000000000000000,000000000009955d,0000000000000001,000000000009955e,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000001
57773500,0000000000026358,00158593,000000003fc0003e,0000000000000000,0000000000000000,000000003fc0003e,0000000000000001,000000003fc0003f,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000001
57776500,000000000002635c,fef70fa3,000000000009955e,0000000000000072,0000000000000072,000000000009955e,ffffffffffffffff,000000000009955d,0000000000000000,0, 50,ALU_SB, 35,OP_STORE,ffffffffffffffff
57780500,0000000000026360,feb898e3,000000003fc00042,000000003fc0003f,000000003fc0003f,000000003fc00042,000000003fc0003f,0000000000000001,0000000000026350,1, 61,ALU_BNE, 99,OP_BRANCH,fffffffffffffff0
57785000,0000000000026350,0005c783,000000003fc0003f,0000000000000000,0000000000000000,000000003fc0003f,0000000000000000,000000003fc0003f,0000000000000000,0, 83,ALU_LBU,  3,OP_LOAD,0000000000000000
57789000,0000000000026354,00170713,000000000009955e,0000000000000000,0000000000000000,000000000009955e,0000000000000001,000000000009955f,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000001
57792000,0000000000026358,00158593,000000003fc0003f,0000000000000000,0000000000000000,000000003fc0003f,0000000000000001,000000003fc00040,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000001
57795000,000000000002635c,fef70fa3,000000000009955f,000000000000006f,000000000000006f,000000000009955f,ffffffffffffffff,000000000009955e,0000000000000000,0, 50,ALU_SB, 35,OP_STORE,ffffffffffffffff
57799000,0000000000026360,feb898e3,000000003fc00042,000000003fc00040,000000003fc00040,000000003fc00042,000000003fc00040,0000000000000001,0000000000026350,1, 61,ALU_BNE, 99,OP_BRANCH,fffffffffffffff0
57803500,0000000000026350,0005c783,000000003fc00040,0000000000000000,0000000000000000,000000003fc00040,0000000000000000,000000003fc00040,0000000000000000,0, 83,ALU_LBU,  3,OP_LOAD,0000000000000000
57907000,0000000000026354,00170713,000000000009955f,0000000000000000,0000000000000000,000000000009955f,0000000000000001,0000000000099560,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000001
57910000,0000000000026358,00158593,000000003fc00040,0000000000000000,0000000000000000,000000003fc00040,0000000000000001,000000003fc00041,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000001
57913000,000000000002635c,fef70fa3,0000000000099560,0000000000000067,0000000000000067,0000000000099560,ffffffffffffffff,000000000009955f,0000000000000000,0, 50,ALU_SB, 35,OP_STORE,ffffffffffffffff
57917000,0000000000026360,feb898e3,000000003fc00042,000000003fc00041,000000003fc00041,000000003fc00042,000000003fc00041,0000000000000001,0000000000026350,1, 61,ALU_BNE, 99,OP_BRANCH,fffffffffffffff0
57921500,0000000000026350,0005c783,000000003fc00041,0000000000000000,0000000000000000,000000003fc00041,0000000000000000,000000003fc00041,0000000000000000,0, 83,ALU_LBU,  3,OP_LOAD,0000000000000000
57925500,0000000000026354,00170713,0000000000099560,0000000000000000,0000000000000000,0000000000099560,0000000000000001,0000000000099561,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000001
57928500,0000000000026358,00158593,000000003fc00041,0000000000000000,0000000000000000,000000003fc00041,0000000000000001,000000003fc00042,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000001
57931500,000000000002635c,fef70fa3,0000000000099561,0000000000000031,0000000000000031,0000000000099561,ffffffffffffffff,0000000000099560,0000000000000000,0, 50,ALU_SB, 35,OP_STORE,ffffffffffffffff
57935500,0000000000026360,feb898e3,000000003fc00042,000000003fc00042,000000003fc00042,000000003fc00042,000000003fc00042,0000000000000000,0000000000000000,0, 61,ALU_BNE, 99,OP_BRANCH,fffffffffffffff0
57938500,0000000000026364,00008067,000000000001ab6c,0000000000000000,0000000000000000,0000000000026364,0000000000000004,0000000000026368,000000000001ab6c,1, 71,ALU_JALR,103,OP_JALR,0000000000000000
57990500,000000000001ab6c,01250533,000000000009953f,0000000000000022,0000000000000022,000000000009953f,0000000000000022,0000000000099561,0000000000000000,0,  0,ALU_ADD, 51,OP_OP,0000000000000000
57993500,000000000001ab70,012989b3,000000003fc00020,0000000000000022,0000000000000022,000000003fc00020,0000000000000022,000000003fc00042,0000000000000000,0,  0,ALU_ADD, 51,OP_OP,0000000000000000
57996500,000000000001ab74,02a43423,0000000000094218,0000000000099561,0000000000099561,0000000000094218,0000000000000028,0000000000094240,0000000000000000,0, 53,ALU_SD, 35,OP_STORE,0000000000000028
58000500,000000000001ab78,41248933,0000000000000022,0000000000000022,0000000000000022,0000000000000022,0000000000000022,0000000000000000,0000000000000000,0,  1,ALU_SUB, 51,OP_OP,0000000000000000
58003500,000000000001ab7c,014907b3,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,  0,ALU_ADD, 51,OP_OP,0000000000000000
58059500,000000000001ab80,f40790e3,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0, 61,ALU_BNE, 99,OP_BRANCH,ffffffffffffff40
58062500,000000000001ab84,41248a33,0000000000000022,0000000000000000,0000000000000000,0000000000000022,0000000000000000,0000000000000022,0000000000000000,0,  1,ALU_SUB, 51,OP_OP,0000000000000000
58065500,000000000001ab88,f9dff06f,0000000000000000,0000000000000000,0000000000000000,000000000001ab88,0000000000000004,000000000001ab8c,000000000001ab24,1, 70,ALU_JAL,111,OP_JAL,ffffffffffffff9c
58113500,000000000001ab24,03813083,000000003fbff870,0000000000000000,0000000000000000,000000003fbff870,0000000000000038,000000003fbff8a8,0000000000000000,0, 86,ALU_LD,  3,OP_LOAD,0000000000000038
58117500,000000000001ab28,000a0513,0000000000000022,0000000000000000,0000000000000000,0000000000000022,0000000000000000,0000000000000022,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000000
58120500,000000000001ab2c,03013403,000000003fbff870,0000000000000000,0000000000000000,000000003fbff870,0000000000000030,000000003fbff8a0,0000000000000000,0, 86,ALU_LD,  3,OP_LOAD,0000000000000030
58124500,000000000001ab30,02813483,000000003fbff870,0000000000000000,0000000000000000,000000003fbff870,0000000000000028,000000003fbff898,0000000000000000,0, 86,ALU_LD,  3,OP_LOAD,0000000000000028
58128500,000000000001ab34,02013903,000000003fbff870,0000000000000000,0000000000000000,000000003fbff870,0000000000000020,000000003fbff890,0000000000000000,0, 86,ALU_LD,  3,OP_LOAD,0000000000000020
58132500,000000000001ab38,01813983,000000003fbff870,0000000000000000,0000000000000000,000000003fbff870,0000000000000018,000000003fbff888,0000000000000000,0, 86,ALU_LD,  3,OP_LOAD,0000000000000018
58136500,000000000001ab3c,01013a03,000000003fbff870,0000000000000000,0000000000000000,000000003fbff870,0000000000000010,000000003fbff880,0000000000000000,0, 86,ALU_LD,  3,OP_LOAD,0000000000000010
58140500,000000000001ab40,00813a83,000000003fbff870,0000000000000000,0000000000000000,000000003fbff870,0000000000000008,000000003fbff878,0000000000000000,0, 86,ALU_LD,  3,OP_LOAD,0000000000000008
58192000,000000000001ab44,04010113,000000003fbff870,0000000000000000,0000000000000000,000000003fbff870,0000000000000040,000000003fbff8b0,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000040
58195000,000000000001ab48,00008067,0000000000039160,0000000000000000,0000000000000000,000000000001ab48,0000000000000004,000000000001ab4c,0000000000039160,1, 71,ALU_JALR,103,OP_JALR,0000000000000000
58245500,0000000000039160,eeaa9463,0000000000000022,0000000000000022,0000000000000022,0000000000000022,0000000000000022,0000000000000000,0000000000000000,0, 61,ALU_BNE, 99,OP_BRANCH,fffffffffffff6e8
58248500,0000000000039164,80000737,0000000000000000,0000000000000000,0000000000000000,0000000000000000,ffffffff80000000,ffffffff80000000,0000000000000000,0, 72,ALU_LUI, 55,OP_LUI,ffffffff80000000
58251500,0000000000039168,fff74713,ffffffff80000000,0000000000000000,0000000000000000,ffffffff80000000,ffffffffffffffff,000000007fffffff,0000000000000000,0, 19,ALU_XORI, 19,OP_OP_IMM,ffffffffffffffff
