TIME,PC,INSTRUCTION,REG_A_CONTENTS,REG_B_CONTENTS,REGA_FINAL,REGB_FINAL,ALU_RESULT,JUMP_TARGET,JUMP_TAKEN,ALU_OP,ALU_OP_NAME,OPCODE,OPCODE_NAME,IMMEDIATE
12775500,000000000001e460,00f7b823,0000000000094e40,0000000000094e40,0000000000094e40,0000000000094e40,0000000000000010,0000000000094e50,0000000000000000,0, 53,ALU_SD, 35,OP_STORE,0000000000000010
12779500,000000000001e464,01078793,0000000000094e40,0000000000000000,0000000000000000,0000000000094e40,0000000000000010,0000000000094e50,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000010
12782500,000000000001e468,fef71ae3,0000000000094ee0,0000000000094e50,0000000000094e50,0000000000094ee0,0000000000094e50,0000000000000001,000000000001e45c,1, 61,ALU_BNE, 99,OP_BRANCH,fffffffffffffff4
12787000,000000000001e45c,00f7bc23,0000000000094e50,0000000000094e50,0000000000094e50,0000000000094e50,0000000000000018,0000000000094e68,0000000000000000,0, 53,ALU_SD, 35,OP_STORE,0000000000000018
12791000,000000000001e460,00f7b823,0000000000094e50,0000000000094e50,0000000000094e50,0000000000094e50,0000000000000010,0000000000094e60,0000000000000000,0, 53,ALU_SD, 35,OP_STORE,0000000000000010
12795000,000000000001e464,01078793,0000000000094e50,0000000000000000,0000000000000000,0000000000094e50,0000000000000010,0000000000094e60,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000010
12798000,000000000001e468,fef71ae3,0000000000094ee0,0000000000094e60,0000000000094e60,0000000000094ee0,0000000000094e60,0000000000000001,000000000001e45c,1, 61,ALU_BNE, 99,OP_BRANCH,fffffffffffffff4
12802500,000000000001e45c,00f7bc23,0000000000094e60,0000000000094e60,0000000000094e60,0000000000094e60,0000000000000018,0000000000094e78,0000000000000000,0, 53,ALU_SD, 35,OP_STORE,0000000000000018
12806500,000000000001e460,00f7b823,0000000000094e60,0000000000094e60,0000000000094e60,0000000000094e60,0000000000000010,0000000000094e70,0000000000000000,0, 53,ALU_SD, 35,OP_STORE,0000000000000010
12810500,000000000001e464,01078793,0000000000094e60,0000000000000000,0000000000000000,0000000000094e60,0000000000000010,0000000000094e70,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000010
12813500,000000000001e468,fef71ae3,0000000000094ee0,0000000000094e70,0000000000094e70,0000000000094ee0,0000000000094e70,0000000000000001,000000000001e45c,1, 61,ALU_BNE, 99,OP_BRANCH,fffffffffffffff4
12818000,000000000001e45c,00f7bc23,0000000000094e70,0000000000094e70,0000000000094e70,0000000000094e70,0000000000000018,0000000000094e88,0000000000000000,0, 53,ALU_SD, 35,OP_STORE,0000000000000018
12871000,000000000001e460,00f7b823,0000000000094e70,0000000000094e70,0000000000094e70,0000000000094e70,0000000000000010,0000000000094e80,0000000000000000,0, 53,ALU_SD, 35,OP_STORE,0000000000000010
12875000,000000000001e464,01078793,0000000000094e70,0000000000000000,0000000000000000,0000000000094e70,0000000000000010,0000000000094e80,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000010
12878000,000000000001e468,fef71ae3,0000000000094ee0,0000000000094e80,0000000000094e80,0000000000094ee0,0000000000094e80,0000000000000001,000000000001e45c,1, 61,ALU_BNE, 99,OP_BRANCH,fffffffffffffff4
12882500,000000000001e45c,00f7bc23,0000000000094e80,0000000000094e80,0000000000094e80,0000000000094e80,0000000000000018,0000000000094e98,0000000000000000,0, 53,ALU_SD, 35,OP_STORE,0000000000000018
12886500,000000000001e460,00f7b823,0000000000094e80,0000000000094e80,0000000000094e80,0000000000094e80,0000000000000010,0000000000094e90,0000000000000000,0, 53,ALU_SD, 35,OP_STORE,0000000000000010
12890500,000000000001e464,01078793,0000000000094e80,0000000000000000,0000000000000000,0000000000094e80,0000000000000010,0000000000094e90,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000010
12893500,000000000001e468,fef71ae3,0000000000094ee0,0000000000094e90,0000000000094e90,0000000000094ee0,0000000000094e90,0000000000000001,000000000001e45c,1, 61,ALU_BNE, 99,OP_BRANCH,fffffffffffffff4
12898000,000000000001e45c,00f7bc23,0000000000094e90,0000000000094e90,0000000000094e90,0000000000094e90,0000000000000018,0000000000094ea8,0000000000000000,0, 53,ALU_SD, 35,OP_STORE,0000000000000018
12902000,000000000001e460,00f7b823,0000000000094e90,0000000000094e90,0000000000094e90,0000000000094e90,0000000000000010,0000000000094ea0,0000000000000000,0, 53,ALU_SD, 35,OP_STORE,0000000000000010
12906000,000000000001e464,01078793,0000000000094e90,0000000000000000,0000000000000000,0000000000094e90,0000000000000010,0000000000094ea0,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000010
12909000,000000000001e468,fef71ae3,0000000000094ee0,0000000000094ea0,0000000000094ea0,0000000000094ee0,0000000000094ea0,0000000000000001,000000000001e45c,1, 61,ALU_BNE, 99,OP_BRANCH,fffffffffffffff4
12913500,000000000001e45c,00f7bc23,0000000000094ea0,0000000000094ea0,0000000000094ea0,0000000000094ea0,0000000000000018,0000000000094eb8,0000000000000000,0, 53,ALU_SD, 35,OP_STORE,0000000000000018
12917500,000000000001e460,00f7b823,0000000000094ea0,0000000000094ea0,0000000000094ea0,0000000000094ea0,0000000000000010,0000000000094eb0,0000000000000000,0, 53,ALU_SD, 35,OP_STORE,0000000000000010
12921500,000000000001e464,01078793,0000000000094ea0,0000000000000000,0000000000000000,0000000000094ea0,0000000000000010,0000000000094eb0,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000010
12924500,000000000001e468,fef71ae3,0000000000094ee0,0000000000094eb0,0000000000094eb0,0000000000094ee0,0000000000094eb0,0000000000000001,000000000001e45c,1, 61,ALU_BNE, 99,OP_BRANCH,fffffffffffffff4
12929000,000000000001e45c,00f7bc23,0000000000094eb0,0000000000094eb0,0000000000094eb0,0000000000094eb0,0000000000000018,0000000000094ec8,0000000000000000,0, 53,ALU_SD, 35,OP_STORE,0000000000000018
13033000,000000000001e460,00f7b823,0000000000094eb0,0000000000094eb0,0000000000094eb0,0000000000094eb0,0000000000000010,0000000000094ec0,0000000000000000,0, 53,ALU_SD, 35,OP_STORE,0000000000000010
13037000,000000000001e464,01078793,0000000000094eb0,0000000000000000,0000000000000000,0000000000094eb0,0000000000000010,0000000000094ec0,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000010
13040000,000000000001e468,fef71ae3,0000000000094ee0,0000000000094ec0,0000000000094ec0,0000000000094ee0,0000000000094ec0,0000000000000001,000000000001e45c,1, 61,ALU_BNE, 99,OP_BRANCH,fffffffffffffff4
13044500,000000000001e45c,00f7bc23,0000000000094ec0,0000000000094ec0,0000000000094ec0,0000000000094ec0,0000000000000018,0000000000094ed8,0000000000000000,0, 53,ALU_SD, 35,OP_STORE,0000000000000018
13048500,000000000001e460,00f7b823,0000000000094ec0,0000000000094ec0,0000000000094ec0,0000000000094ec0,0000000000000010,0000000000094ed0,0000000000000000,0, 53,ALU_SD, 35,OP_STORE,0000000000000010
13052500,000000000001e464,01078793,0000000000094ec0,0000000000000000,0000000000000000,0000000000094ec0,0000000000000010,0000000000094ed0,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000010
13055500,000000000001e468,fef71ae3,0000000000094ee0,0000000000094ed0,0000000000094ed0,0000000000094ee0,0000000000094ed0,0000000000000001,000000000001e45c,1, 61,ALU_BNE, 99,OP_BRANCH,fffffffffffffff4
13060000,000000000001e45c,00f7bc23,0000000000094ed0,0000000000094ed0,0000000000094ed0,0000000000094ed0,0000000000000018,0000000000094ee8,0000000000000000,0, 53,ALU_SD, 35,OP_STORE,0000000000000018
13064000,000000000001e460,00f7b823,0000000000094ed0,0000000000094ed0,0000000000094ed0,0000000000094ed0,0000000000000010,0000000000094ee0,0000000000000000,0, 53,ALU_SD, 35,OP_STORE,0000000000000010
13068000,000000000001e464,01078793,0000000000094ed0,0000000000000000,0000000000000000,0000000000094ed0,0000000000000010,0000000000094ee0,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000010
13071000,000000000001e468,fef71ae3,0000000000094ee0,0000000000094ee0,0000000000094ee0,0000000000094ee0,0000000000094ee0,0000000000000000,0000000000000000,0, 61,ALU_BNE, 99,OP_BRANCH,fffffffffffffff4
13074000,000000000001e46c,00094737,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000094000,0000000000094000,0000000000000000,0, 72,ALU_LUI, 55,OP_LUI,0000000000094000
13077000,000000000001e470,69870713,0000000000094000,0000000000000000,0000000000000000,0000000000094000,0000000000000698,0000000000094698,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000698
13080000,000000000001e474,00452783,0000000000094698,0000000000000000,0000000000000000,0000000000094698,0000000000000004,000000000009469c,0000000000000000,0, 82,ALU_LW,  3,OP_LOAD,0000000000000004
13153000,000000000001e478,00e50c63,0000000000094698,0000000000094698,0000000000094698,0000000000094698,0000000000094698,0000000000000001,000000000001e490,1, 60,ALU_BEQ, 99,OP_BRANCH,0000000000000018
13203500,000000000001e490,08000613,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000080,0000000000000080,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000080
13206500,000000000001e494,0017e793,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000001,0000000000000001,0000000000000000,0, 20,ALU_ORI, 19,OP_OP_IMM,0000000000000001
13209500,000000000001e498,b4c1bc23,00000000000960f0,0000000000000080,0000000000000080,00000000000960f0,fffffffffffffb58,0000000000095c48,0000000000000000,0, 53,ALU_SD, 35,OP_STORE,fffffffffffffb58
13282000,000000000001e49c,00f52223,0000000000094698,0000000000000001,0000000000000001,0000000000094698,0000000000000004,000000000009469c,0000000000000000,0, 52,ALU_SW, 35,OP_STORE,0000000000000004
13286000,000000000001e4a0,04d53c23,0000000000094698,00000000000946f0,00000000000946f0,0000000000094698,0000000000000058,00000000000946f0,0000000000000000,0, 53,ALU_SD, 35,OP_STORE,0000000000000058
13360000,000000000001e4a4,00008067,0000000000021d7c,0000000000000000,0000000000000000,000000000001e4a4,0000000000000004,000000000001e4a8,0000000000021d7c,1, 71,ALU_JALR,103,OP_JALR,0000000000000000
13364500,0000000000021d7c,05b4879b,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000005b,000000000000005b,0000000000000000,0, 30,ALU_ADDIW, 27,OP_IMM_32,000000000000005b
13413500,0000000000021d80,02f12c23,000000003fbfed40,000000000000005b,000000000000005b,000000003fbfed40,0000000000000038,000000003fbfed78,0000000000000000,0, 52,ALU_SW, 35,OP_STORE,0000000000000038
13417500,0000000000021d84,0304079b,0000000000000001,0000000000000000,0000000000000000,0000000000000001,0000000000000030,0000000000000031,0000000000000000,0, 30,ALU_ADDIW, 27,OP_IMM_32,0000000000000030
13420500,0000000000021d88,df9ff06f,0000000000000000,0000000000000000,0000000000000000,0000000000021d88,0000000000000004,0000000000021d8c,0000000000021b80,1, 70,ALU_JAL,111,OP_JAL,fffffffffffffdf8
13470500,0000000000021b80,02f12223,000000003fbfed40,0000000000000031,0000000000000031,000000003fbfed40,0000000000000024,000000003fbfed64,0000000000000000,0, 52,ALU_SW, 35,OP_STORE,0000000000000024
13474500,0000000000021b84,00412783,000000003fbfed40,0000000000000000,0000000000000000,000000003fbfed40,0000000000000004,000000003fbfed44,0000000000000000,0, 82,ALU_LW,  3,OP_LOAD,0000000000000004
13478500,0000000000021b88,04013023,000000003fbfed40,0000000000000000,0000000000000000,000000003fbfed40,0000000000000040,000000003fbfed80,0000000000000000,0, 53,ALU_SD, 35,OP_STORE,0000000000000040
13579000,0000000000021b8c,02013823,000000003fbfed40,0000000000000000,0000000000000000,000000003fbfed40,0000000000000030,000000003fbfed70,0000000000000000,0, 53,ALU_SD, 35,OP_STORE,0000000000000030
13583000,0000000000021b90,02f12023,000000003fbfed40,0000000000000005,0000000000000005,000000003fbfed40,0000000000000020,000000003fbfed60,0000000000000000,0, 52,ALU_SW, 35,OP_STORE,0000000000000020
13587000,0000000000021b94,06e00793,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000006e,000000000000006e,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,000000000000006e
13590000,0000000000021b98,02f12e23,000000003fbfed40,000000000000006e,000000000000006e,000000003fbfed40,000000000000003c,000000003fbfed7c,0000000000000000,0, 52,ALU_SW, 35,OP_STORE,000000000000003c
13594000,0000000000021b9c,07700793,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000077,0000000000000077,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000077
13597000,0000000000021ba0,04f12423,000000003fbfed40,0000000000000077,0000000000000077,000000003fbfed40,0000000000000048,000000003fbfed88,0000000000000000,0, 52,ALU_SW, 35,OP_STORE,0000000000000048
13601000,0000000000021ba4,07c00793,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000007c,000000000000007c,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,000000000000007c
13604000,0000000000021ba8,04f12623,000000003fbfed40,000000000000007c,000000000000007c,000000003fbfed40,000000000000004c,000000003fbfed8c,0000000000000000,0, 52,ALU_SW, 35,OP_STORE,000000000000004c
13608000,0000000000021bac,a0dff06f,0000000000000000,0000000000000000,0000000000000000,0000000000021bac,0000000000000004,0000000000021bb0,00000000000215b8,1, 70,ALU_JAL,111,OP_JAL,fffffffffffffa0c
13659500,00000000000215b8,00001ab7,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000001000,0000000000001000,0000000000000000,0, 72,ALU_LUI, 55,OP_LUI,0000000000001000
13662500,00000000000215bc,020c8793,0000000000000050,0000000000000000,0000000000000000,0000000000000050,0000000000000020,0000000000000070,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000020
13707500,00000000000215c0,058d8c13,0000000000094698,0000000000000000,0000000000000000,0000000000094698,0000000000000058,00000000000946f0,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000058
13710500,00000000000215c4,015d8a33,0000000000094698,0000000000001000,0000000000001000,0000000000094698,0000000000001000,0000000000095698,0000000000000000,0,  0,ALU_ADD, 51,OP_OP,0000000000000000
13713500,00000000000215c8,00f13423,000000003fbfed40,0000000000000070,0000000000000070,000000003fbfed40,0000000000000008,000000003fbfed48,0000000000000000,0, 53,ALU_SD, 35,OP_STORE,0000000000000008
13717500,00000000000215cc,00002937,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000002000,0000000000002000,0000000000000000,0, 72,ALU_LUI, 55,OP_LUI,0000000000002000
13720500,00000000000215d0,7109091b,0000000000002000,0000000000000000,0000000000000000,0000000000002000,0000000000000710,0000000000002710,0000000000000000,0, 30,ALU_ADDIW, 27,OP_IMM_32,0000000000000710
13723500,00000000000215d4,01000b13,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000010,0000000000000010,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000010
13726500,00000000000215d8,3ff00b93,0000000000000000,0000000000000000,0000000000000000,0000000000000000,00000000000003ff,00000000000003ff,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,00000000000003ff
13729500,00000000000215dc,03000413,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000030,0000000000000030,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000030
13732500,00000000000215e0,0640006f,0000000000000000,0000000000000000,0000000000000000,00000000000215e0,0000000000000004,00000000000215e4,0000000000021644,1, 70,ALU_JAL,111,OP_JAL,0000000000000064
13785500,0000000000021644,070dbd03,0000000000094698,0000000000000000,0000000000000000,0000000000094698,0000000000000070,0000000000094708,0000000000000000,0, 86,ALU_LD,  3,OP_LOAD,0000000000000070
13789500,0000000000021648,298d0463,00000000000946f0,00000000000946f0,00000000000946f0,00000000000946f0,00000000000946f0,0000000000000001,00000000000218d0,1, 60,ALU_BEQ, 99,OP_BRANCH,0000000000000288
13839500,00000000000218d0,3ff00793,0000000000000000,0000000000000000,0000000000000000,0000000000000000,00000000000003ff,00000000000003ff,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,00000000000003ff
13842500,00000000000218d4,0397fc63,00000000000003ff,0000000000000050,0000000000000050,00000000000003ff,0000000000000050,0000000000000001,000000000002190c,1, 65,ALU_BGEU, 99,OP_BRANCH,0000000000000038
13890500,000000000002190c,00412703,000000003fbfed40,0000000000000000,0000000000000000,000000003fbfed40,0000000000000004,000000003fbfed44,0000000000000000,0, 82,ALU_LW,  3,OP_LOAD,0000000000000004
13894500,0000000000021910,00400813,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000004,0000000000000004,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000004
13897500,0000000000021914,0017061b,0000000000000005,0000000000000000,0000000000000000,0000000000000005,0000000000000001,0000000000000006,0000000000000000,0, 30,ALU_ADDIW, 27,OP_IMM_32,0000000000000001
13900500,0000000000021918,0056559b,0000000000000006,0000000000000000,0000000000000000,0000000000000006,0000000000000005,0000000000000000,0000000000000000,0, 32,ALU_SRLIW, 27,OP_IMM_32,0000000000000005
13903500,000000000002191c,02059513,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0, 22,ALU_SLLI, 19,OP_OP_IMM,0000000000000000
13906500,0000000000021920,02055513,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0, 23,ALU_SRLI, 19,OP_OP_IMM,0000000000000000
13909500,0000000000021924,0017171b,0000000000000005,0000000000000000,0000000000000000,0000000000000005,0000000000000001,000000000000000a,0000000000000000,0, 31,ALU_SLLIW, 27,OP_IMM_32,0000000000000001
13912500,0000000000021928,21450793,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000214,0000000000000214,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000214
13915500,000000000002192c,02071713,000000000000000a,0000000000000000,0000000000000000,000000000000000a,0000000000000000,0000000a00000000,0000000000000000,0, 22,ALU_SLLI, 19,OP_OP_IMM,0000000000000000
13918500,0000000000021930,00279793,0000000000000214,0000000000000000,0000000000000000,0000000000000214,0000000000000002,0000000000000850,0000000000000000,0, 22,ALU_SLLI, 19,OP_OP_IMM,0000000000000002
13921500,0000000000021934,02075713,0000000a00000000,0000000000000000,0000000000000000,0000000a00000000,0000000000000000,000000000000000a,0000000000000000,0, 23,ALU_SRLI, 19,OP_OP_IMM,0000000000000000
13924500,0000000000021938,00fd87b3,0000000000094698,0000000000000850,0000000000000850,0000000000094698,0000000000000850,0000000000094ee8,0000000000000000,0,  0,ALU_ADD, 51,OP_OP,0000000000000000
13927500,000000000002193c,00371713,000000000000000a,0000000000000000,0000000000000000,000000000000000a,0000000000000003,0000000000000050,0000000000000000,0, 22,ALU_SLLI, 19,OP_OP_IMM,0000000000000003
13977500,0000000000021940,0087a683,0000000000094ee8,0000000000000000,0000000000000000,0000000000094ee8,0000000000000008,0000000000094ef0,0000000000000000,0, 82,ALU_LW,  3,OP_LOAD,0000000000000008
14050000,0000000000021944,05870713,0000000000000050,0000000000000000,0000000000000000,0000000000000050,0000000000000058,00000000000000a8,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000058
14053000,0000000000021948,00100793,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000001,0000000000000001,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000001
14056000,000000000002194c,00ed8733,0000000000094698,00000000000000a8,00000000000000a8,0000000000094698,00000000000000a8,0000000000094740,0000000000000000,0,  0,ALU_ADD, 51,OP_OP,0000000000000000
14059000,0000000000021950,00c797bb,0000000000000001,0000000000000006,0000000000000006,0000000000000001,0000000000000006,0000000000000040,0000000000000000,0, 36,ALU_SLLW, 59,OP_OP_32,0000000000000000
14062000,0000000000021954,06f6e463,0000000000000000,0000000000000040,0000000000000040,0000000000000000,0000000000000040,0000000000000001,00000000000219bc,1, 64,ALU_BLTU, 99,OP_BRANCH,0000000000000068
14112500,00000000000219bc,0015859b,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000001,0000000000000001,0000000000000000,0, 30,ALU_ADDIW, 27,OP_IMM_32,0000000000000001
14157500,00000000000219c0,ff0590e3,0000000000000001,0000000000000004,0000000000000004,0000000000000001,0000000000000004,0000000000000001,00000000000219a0,1, 61,ALU_BNE, 99,OP_BRANCH,ffffffffffffffe0
14162000,00000000000219a0,02059513,0000000000000001,0000000000000000,0000000000000000,0000000000000001,0000000000000000,0000000100000000,0000000000000000,0, 22,ALU_SLLI, 19,OP_OP_IMM,0000000000000000
14165000,00000000000219a4,02055513,0000000100000000,0000000000000000,0000000000000000,0000000100000000,0000000000000000,0000000000000001,0000000000000000,0, 23,ALU_SRLI, 19,OP_OP_IMM,0000000000000000
14168000,00000000000219a8,21450793,0000000000000001,0000000000000000,0000000000000000,0000000000000001,0000000000000214,0000000000000215,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000214
14171000,00000000000219ac,00279793,0000000000000215,0000000000000000,0000000000000000,0000000000000215,0000000000000002,0000000000000854,0000000000000000,0, 22,ALU_SLLI, 19,OP_OP_IMM,0000000000000002
14174000,00000000000219b0,00fd87b3,0000000000094698,0000000000000854,0000000000000854,0000000000094698,0000000000000854,0000000000094eec,0000000000000000,0,  0,ALU_ADD, 51,OP_OP,0000000000000000
14177000,00000000000219b4,0087a683,0000000000094eec,0000000000000000,0000000000000000,0000000000094eec,0000000000000008,0000000000094ef4,0000000000000000,0, 82,ALU_LW,  3,OP_LOAD,0000000000000008
14181000,00000000000219b8,0a069c63,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0, 61,ALU_BNE, 99,OP_BRANCH,00000000000000b8
14184000,00000000000219bc,0015859b,0000000000000001,0000000000000000,0000000000000000,0000000000000001,0000000000000001,0000000000000002,0000000000000000,0, 30,ALU_ADDIW, 27,OP_IMM_32,0000000000000001
14187000,00000000000219c0,ff0590e3,0000000000000002,0000000000000004,0000000000000004,0000000000000002,0000000000000004,0000000000000001,00000000000219a0,1, 61,ALU_BNE, 99,OP_BRANCH,ffffffffffffffe0
14191500,00000000000219a0,02059513,0000000000000002,0000000000000000,0000000000000000,0000000000000002,0000000000000000,0000000200000000,0000000000000000,0, 22,ALU_SLLI, 19,OP_OP_IMM,0000000000000000
14194500,00000000000219a4,02055513,0000000200000000,0000000000000000,0000000000000000,0000000200000000,0000000000000000,0000000000000002,0000000000000000,0, 23,ALU_SRLI, 19,OP_OP_IMM,0000000000000000
14197500,00000000000219a8,21450793,0000000000000002,0000000000000000,0000000000000000,0000000000000002,0000000000000214,0000000000000216,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000214
14200500,00000000000219ac,00279793,0000000000000216,0000000000000000,0000000000000000,0000000000000216,0000000000000002,0000000000000858,0000000000000000,0, 22,ALU_SLLI, 19,OP_OP_IMM,0000000000000002
14203500,00000000000219b0,00fd87b3,0000000000094698,0000000000000858,0000000000000858,0000000000094698,0000000000000858,0000000000094ef0,0000000000000000,0,  0,ALU_ADD, 51,OP_OP,0000000000000000
14206500,00000000000219b4,0087a683,0000000000094ef0,0000000000000000,0000000000000000,0000000000094ef0,0000000000000008,0000000000094ef8,0000000000000000,0, 82,ALU_LW,  3,OP_LOAD,0000000000000008
14210500,00000000000219b8,0a069c63,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0, 61,ALU_BNE, 99,OP_BRANCH,00000000000000b8
14213500,00000000000219bc,0015859b,0000000000000002,0000000000000000,0000000000000000,0000000000000002,0000000000000001,0000000000000003,0000000000000000,0, 30,ALU_ADDIW, 27,OP_IMM_32,0000000000000001
14216500,00000000000219c0,ff0590e3,0000000000000003,0000000000000004,0000000000000004,0000000000000003,0000000000000004,0000000000000001,00000000000219a0,1, 61,ALU_BNE, 99,OP_BRANCH,ffffffffffffffe0
14221000,00000000000219a0,02059513,0000000000000003,0000000000000000,0000000000000000,0000000000000003,0000000000000000,0000000300000000,0000000000000000,0, 22,ALU_SLLI, 19,OP_OP_IMM,0000000000000000
14224000,00000000000219a4,02055513,0000000300000000,0000000000000000,0000000000000000,0000000300000000,0000000000000000,0000000000000003,0000000000000000,0, 23,ALU_SRLI, 19,OP_OP_IMM,0000000000000000
14227000,00000000000219a8,21450793,0000000000000003,0000000000000000,0000000000000000,0000000000000003,0000000000000214,0000000000000217,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000214
14230000,00000000000219ac,00279793,0000000000000217,0000000000000000,0000000000000000,0000000000000217,0000000000000002,000000000000085c,0000000000000000,0, 22,ALU_SLLI, 19,OP_OP_IMM,0000000000000002
14233000,00000000000219b0,00fd87b3,0000000000094698,000000000000085c,000000000000085c,0000000000094698,000000000000085c,0000000000094ef4,0000000000000000,0,  0,ALU_ADD, 51,OP_OP,0000000000000000
14236000,00000000000219b4,0087a683,0000000000094ef4,0000000000000000,0000000000000000,0000000000094ef4,0000000000000008,0000000000094efc,0000000000000000,0, 82,ALU_LW,  3,OP_LOAD,0000000000000008
14240000,00000000000219b8,0a069c63,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0, 61,ALU_BNE, 99,OP_BRANCH,00000000000000b8
14243000,00000000000219bc,0015859b,0000000000000003,0000000000000000,0000000000000000,0000000000000003,0000000000000001,0000000000000004,0000000000000000,0, 30,ALU_ADDIW, 27,OP_IMM_32,0000000000000001
14246000,00000000000219c0,ff0590e3,0000000000000004,0000000000000004,0000000000000004,0000000000000004,0000000000000004,0000000000000000,0000000000000000,0, 61,ALU_BNE, 99,OP_BRANCH,ffffffffffffffe0
14249000,00000000000219c4,058db783,0000000000094698,0000000000000000,0000000000000000,0000000000094698,0000000000000058,00000000000946f0,0000000000000000,0, 86,ALU_LD,  3,OP_LOAD,0000000000000058
14302000,00000000000219c8,00813683,000000003fbfed40,0000000000000000,0000000000000000,000000003fbfed40,0000000000000008,000000003fbfed48,0000000000000000,0, 86,ALU_LD,  3,OP_LOAD,0000000000000008
14306000,00000000000219cc,0087b703,00000000000946f0,0000000000000000,0000000000000000,00000000000946f0,0000000000000008,00000000000946f8,0000000000000000,0, 86,ALU_LD,  3,OP_LOAD,0000000000000008
14310000,00000000000219d0,ff877713,0000000000000000,0000000000000000,0000000000000000,0000000000000000,fffffffffffffff8,0000000000000000,0000000000000000,0, 21,ALU_ANDI, 19,OP_OP_IMM,fffffffffffffff8
14313000,00000000000219d4,40d77e63,0000000000000000,0000000000000070,0000000000000070,0000000000000000,0000000000000070,0000000000000000,0000000000000000,0, 65,ALU_BGEU, 99,OP_BRANCH,000000000000041c
14316000,00000000000219d8,004da783,0000000000094698,0000000000000000,0000000000000000,0000000000094698,0000000000000004,000000000009469c,0000000000000000,0, 82,ALU_LW,  3,OP_LOAD,0000000000000004
14320000,00000000000219dc,0017f793,0000000000000001,0000000000000000,0000000000000000,0000000000000001,0000000000000001,0000000000000001,0000000000000000,0, 21,ALU_ANDI, 19,OP_OP_IMM,0000000000000001
14323000,00000000000219e0,44079a63,0000000000000001,0000000000000000,0000000000000000,0000000000000001,0000000000000000,0000000000000001,0000000000021e34,1, 61,ALU_BNE, 99,OP_BRANCH,0000000000000454
